*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 08:39:23:943567" "target: _/robot_head"
"2016-01-26 08:39:23:976797" "target: _/robot_head"
"2016-01-26 08:39:24:010115" "target: _/robot_head"
"2016-01-26 08:39:24:043524" "target: _/robot_head"
"2016-01-26 08:39:24:076832" "target: _/robot_head"
"2016-01-26 08:39:24:110111" "target: _/robot_head"
"2016-01-26 08:39:24:143487" "target: _/robot_head"
"2016-01-26 08:39:24:176839" "target: _/robot_head"
"2016-01-26 08:39:24:210130" "target: _/robot_head"
"2016-01-26 08:39:24:243445" "target: _/robot_head"
"2016-01-26 08:39:24:276829" "target: _/robot_head"
"2016-01-26 08:39:24:310125" "target: _/robot_head"
"2016-01-26 08:39:24:343461" "target: _/robot_head"
"2016-01-26 08:39:24:376800" "target: _/robot_head"
"2016-01-26 08:39:27:677076" "target: _/robot_head"
"2016-01-26 08:39:27:710117" "target: _/robot_head"
"2016-01-26 08:39:40:376793" "target: _/robot_head"
"2016-01-26 08:39:40:410133" "target: _/robot_head"
"2016-01-26 08:39:51:043465" "target: _/robot_head"
"2016-01-26 08:39:51:076842" "target: _/robot_head"
"2016-01-26 08:39:51:110126" "target: _/robot_head"
"2016-01-26 08:39:51:143484" "target: _/robot_head"
"2016-01-26 08:39:51:176818" "target: _/robot_head"
"2016-01-26 08:39:51:210134" "target: _/robot_head"
"2016-01-26 08:39:51:243506" "target: _/robot_head"
"2016-01-26 08:39:51:276824" "target: _/robot_head"
"2016-01-26 08:39:51:310137" "target: _/robot_head"
"2016-01-26 08:39:51:343482" "target: _/robot_head"
"2016-01-26 08:39:51:376819" "target: _/robot_head"
"2016-01-26 08:39:51:410149" "target: _/robot_head"
"2016-01-26 08:39:51:443508" "target: _/robot_head"
"2016-01-26 08:39:51:476844" "target: _/robot_head"
"2016-01-26 08:39:51:510167" "target: _/robot_head"
"2016-01-26 08:39:52:243453" "target: _/robot_head"
"2016-01-26 08:39:52:276827" "target: _/robot_head"
"2016-01-26 08:39:52:310152" "target: _/robot_head"
"2016-01-26 08:39:52:343460" "target: _/robot_head"
"2016-01-26 08:39:52:376821" "target: _/robot_head"
"2016-01-26 08:39:52:410123" "target: _/robot_head"
"2016-01-26 08:39:52:443463" "target: _/robot_head"
"2016-01-26 08:39:52:476810" "target: _/robot_head"
"2016-01-26 08:39:52:510165" "target: _/robot_head"
"2016-01-26 08:39:52:543467" "target: _/robot_head"
"2016-01-26 08:39:52:576804" "target: _/robot_head"
"2016-01-26 08:39:52:610147" "target: _/robot_head"
"2016-01-26 08:39:52:710216" "target: _/robot_head"
"2016-01-26 08:39:52:743450" "target: _/robot_head"
"2016-01-26 08:39:52:776862" "target: _/robot_head"
"2016-01-26 08:39:52:810128" "target: _/robot_head"
"2016-01-26 08:39:52:843451" "target: _/robot_head"
"2016-01-26 08:39:52:876802" "target: _/robot_head"
"2016-01-26 08:39:52:910178" "target: _/robot_head"
"2016-01-26 08:39:52:943467" "target: _/robot_head"
"2016-01-26 08:39:52:976848" "target: _/robot_head"
"2016-01-26 08:39:53:010137" "target: _/robot_head"
"2016-01-26 08:39:53:610134" "target: _/robot_head"
"2016-01-26 08:39:53:643456" "target: _/robot_head"
"2016-01-26 08:39:53:676849" "target: _/robot_head"
"2016-01-26 08:39:53:710143" "target: _/robot_head"
"2016-01-26 08:39:53:743489" "target: _/robot_head"
"2016-01-26 08:39:53:776834" "target: _/robot_head"
"2016-01-26 08:39:53:810178" "target: _/robot_head"
"2016-01-26 08:39:53:843471" "target: _/robot_head"
"2016-01-26 08:39:53:876851" "target: _/robot_head"
"2016-01-26 08:39:53:910157" "target: _/robot_head"
"2016-01-26 08:39:53:943485" "target: _/robot_head"
"2016-01-26 08:39:53:976827" "target: _/robot_head"
"2016-01-26 08:39:54:010149" "target: _/robot_head"
"2016-01-26 08:40:03:443487" "target: _/robot_head"
"2016-01-26 08:40:03:476856" "target: _/robot_head"
"2016-01-26 08:40:03:610139" "target: _/robot_head"
"2016-01-26 08:40:03:643522" "target: _/robot_head"
"2016-01-26 08:40:03:676831" "target: _/robot_head"
"2016-01-26 08:40:03:710127" "target: _/robot_head"
"2016-01-26 08:40:03:743507" "target: _/robot_head"
"2016-01-26 08:40:03:776833" "target: _/robot_head"
"2016-01-26 08:40:03:976840" "target: _/robot_head"
