*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 11:32:51:017356" "target: _/robot_head"
"2016-01-26 11:32:51:050662" "target: _/robot_head"
"2016-01-26 11:32:51:083929" "target: _/robot_head"
"2016-01-26 11:32:51:117316" "target: _/robot_head"
"2016-01-26 11:32:51:150666" "target: _/robot_head"
"2016-01-26 11:32:51:184082" "target: _/robot_head"
"2016-01-26 11:32:51:217330" "target: _/robot_head"
"2016-01-26 11:32:51:250666" "target: _/robot_head"
"2016-01-26 11:32:51:284006" "target: _/robot_head"
"2016-01-26 11:32:51:317418" "target: _/robot_head"
"2016-01-26 11:32:51:350693" "target: _/robot_head"
"2016-01-26 11:32:51:384058" "target: _/robot_head"
"2016-01-26 11:32:51:417277" "target: _/robot_head"
"2016-01-26 11:32:51:450636" "target: _/robot_head"
"2016-01-26 11:32:51:483996" "target: _/robot_head"
"2016-01-26 11:32:51:517261" "target: _/robot_head"
"2016-01-26 11:32:51:550631" "target: _/robot_head"
"2016-01-26 11:32:51:584016" "target: _/robot_head"
"2016-01-26 11:32:51:617268" "target: _/robot_head"
"2016-01-26 11:32:51:650644" "target: _/robot_head"
"2016-01-26 11:32:54:817268" "target: _/robot_head"
"2016-01-26 11:32:54:850600" "target: _/robot_head"
"2016-01-26 11:32:54:883973" "target: _/robot_head"
"2016-01-26 11:32:54:917273" "target: _/robot_head"
"2016-01-26 11:32:55:183939" "target: _/robot_head"
"2016-01-26 11:32:55:217266" "target: _/robot_head"
"2016-01-26 11:32:55:250592" "target: _/robot_head"
"2016-01-26 11:32:55:350591" "target: _/robot_head"
"2016-01-26 11:32:55:384003" "target: _/robot_head"
"2016-01-26 11:32:55:417280" "target: _/robot_head"
"2016-01-26 11:32:55:450573" "target: _/robot_head"
"2016-01-26 11:32:55:483976" "target: _/robot_head"
"2016-01-26 11:32:55:517264" "target: _/robot_head"
"2016-01-26 11:32:55:550588" "target: _/robot_head"
"2016-01-26 11:32:55:583932" "target: _/robot_head"
"2016-01-26 11:32:55:617403" "target: _/robot_head"
"2016-01-26 11:32:55:650587" "target: _/robot_head"
"2016-01-26 11:32:55:683921" "target: _/robot_head"
"2016-01-26 11:32:55:717254" "target: _/robot_head"
"2016-01-26 11:32:55:750594" "target: _/robot_head"
"2016-01-26 11:32:55:783935" "target: _/robot_head"
"2016-01-26 11:32:55:817255" "target: _/robot_head"
"2016-01-26 11:32:55:850617" "target: _/robot_head"
"2016-01-26 11:32:55:883907" "target: _/robot_head"
"2016-01-26 11:32:55:917275" "target: _/robot_head"
"2016-01-26 11:32:55:950591" "target: _/robot_head"
"2016-01-26 11:32:55:983985" "target: _/robot_head"
"2016-01-26 11:32:56:017257" "target: _/robot_head"
"2016-01-26 11:32:56:050581" "target: _/robot_head"
"2016-01-26 11:32:56:083982" "target: _/robot_head"
"2016-01-26 11:32:56:117259" "target: _/robot_head"
"2016-01-26 11:32:56:150617" "target: _/robot_head"
