*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 11:35:18:112897" "target: _/robot_head"
"2016-01-25 11:35:18:146217" "target: _/robot_head"
"2016-01-25 11:35:18:246244" "target: _/robot_head"
"2016-01-25 11:35:18:279575" "target: _/robot_head"
"2016-01-25 11:35:18:312893" "target: _/robot_head"
"2016-01-25 11:35:18:346236" "target: _/robot_head"
"2016-01-25 11:35:18:379562" "target: _/robot_head"
"2016-01-25 11:35:18:412879" "target: _/robot_head"
"2016-01-25 11:35:18:446276" "target: _/robot_head"
"2016-01-25 11:35:18:479537" "target: _/robot_head"
"2016-01-25 11:35:18:512883" "target: _/robot_head"
"2016-01-25 11:35:18:546243" "target: _/robot_head"
"2016-01-25 11:35:18:579549" "target: _/robot_head"
"2016-01-25 11:35:18:612874" "target: _/robot_head"
"2016-01-25 11:35:18:646270" "target: _/robot_head"
"2016-01-25 11:35:18:679547" "target: _/robot_head"
"2016-01-25 11:35:18:712891" "target: _/robot_head"
"2016-01-25 11:35:18:746237" "target: _/robot_head"
"2016-01-25 11:35:18:779546" "target: _/robot_head"
"2016-01-25 11:35:18:812882" "target: _/robot_head"
"2016-01-25 11:35:18:846223" "target: _/robot_head"
"2016-01-25 11:35:18:879606" "target: _/robot_head"
"2016-01-25 11:35:18:912899" "target: _/robot_head"
"2016-01-25 11:35:18:946273" "target: _/robot_head"
"2016-01-25 11:35:24:679574" "target: _/selection_tablet"
"2016-01-25 11:35:24:712924" "target: _/selection_tablet"
"2016-01-25 11:35:24:746235" "target: _/selection_tablet"
"2016-01-25 11:35:24:779967" "target: _/selection_tablet"
"2016-01-25 11:35:24:812907" "target: _/selection_tablet"
"2016-01-25 11:35:24:846232" "target: _/selection_tablet"
"2016-01-25 11:35:24:879571" "target: _/selection_tablet"
"2016-01-25 11:35:24:912907" "target: _/selection_tablet"
"2016-01-25 11:35:24:946264" "target: _/selection_tablet"
"2016-01-25 11:35:24:979530" "target: _/selection_tablet"
"2016-01-25 11:35:25:012888" "target: _/selection_tablet"
"2016-01-25 11:35:25:046365" "target: _/selection_tablet"
"2016-01-25 11:35:25:079681" "target: _/selection_tablet"
"2016-01-25 11:35:25:112923" "target: _/selection_tablet"
"2016-01-25 11:35:25:146276" "target: _/selection_tablet"
"2016-01-25 11:35:25:179548" "target: _/selection_tablet"
"2016-01-25 11:35:25:212899" "target: _/selection_tablet"
"2016-01-25 11:35:25:246210" "target: _/selection_tablet"
"2016-01-25 11:35:25:279551" "target: _/selection_tablet"
"2016-01-25 11:35:25:312907" "target: _/selection_tablet"
"2016-01-25 11:35:25:346236" "target: _/selection_tablet"
"2016-01-25 11:35:25:379554" "target: _/selection_tablet"
"2016-01-25 11:35:25:412899" "target: _/selection_tablet"
"2016-01-25 11:35:25:446223" "target: _/selection_tablet"
"2016-01-25 11:35:25:479544" "target: _/selection_tablet"
"2016-01-25 11:35:25:512920" "target: _/selection_tablet"
"2016-01-25 11:35:25:546239" "target: _/selection_tablet"
"2016-01-25 11:35:25:579583" "target: _/selection_tablet"
"2016-01-25 11:35:25:612953" "target: _/selection_tablet"
"2016-01-25 11:35:25:646240" "target: _/selection_tablet"
"2016-01-25 11:35:25:679561" "target: _/selection_tablet"
"2016-01-25 11:35:25:712942" "target: _/selection_tablet"
"2016-01-25 11:35:25:746236" "target: _/selection_tablet"
"2016-01-25 11:35:25:779558" "target: _/selection_tablet"
"2016-01-25 11:35:25:812934" "target: _/selection_tablet"
"2016-01-25 11:35:25:846213" "target: _/selection_tablet"
"2016-01-25 11:35:25:879567" "target: _/selection_tablet"
"2016-01-25 11:35:25:912942" "target: _/selection_tablet"
"2016-01-25 11:35:32:112889" "target: _/robot_head"
"2016-01-25 11:35:32:146245" "target: _/robot_head"
"2016-01-25 11:35:32:179562" "target: _/robot_head"
"2016-01-25 11:35:32:212928" "target: _/robot_head"
"2016-01-25 11:35:32:246229" "target: _/robot_head"
"2016-01-25 11:35:32:279555" "target: _/robot_head"
"2016-01-25 11:35:32:312911" "target: _/robot_head"
"2016-01-25 11:35:32:346230" "target: _/robot_head"
"2016-01-25 11:35:32:379564" "target: _/robot_head"
"2016-01-25 11:35:32:412908" "target: _/robot_head"
"2016-01-25 11:35:32:446218" "target: _/robot_head"
"2016-01-25 11:35:32:479592" "target: _/robot_head"
"2016-01-25 11:35:32:512898" "target: _/robot_head"
"2016-01-25 11:35:32:546256" "target: _/robot_head"
"2016-01-25 11:35:32:579669" "target: _/robot_head"
"2016-01-25 11:35:32:613036" "target: _/robot_head"
"2016-01-25 11:35:32:646230" "target: _/robot_head"
"2016-01-25 11:35:32:846242" "target: _/robot_head"
"2016-01-25 11:35:32:879557" "target: _/robot_head"
"2016-01-25 11:35:32:912941" "target: _/robot_head"
"2016-01-25 11:35:32:946218" "target: _/robot_head"
"2016-01-25 11:35:32:979578" "target: _/robot_head"
"2016-01-25 11:35:33:012899" "target: _/robot_head"
"2016-01-25 11:35:33:046228" "target: _/robot_head"
"2016-01-25 11:35:33:079569" "target: _/robot_head"
"2016-01-25 11:35:33:112882" "target: _/robot_head"
"2016-01-25 11:35:33:146289" "target: _/robot_head"
"2016-01-25 11:35:33:179581" "target: _/robot_head"
"2016-01-25 11:35:33:212908" "target: _/robot_head"
"2016-01-25 11:35:33:246257" "target: _/robot_head"
"2016-01-25 11:35:33:279568" "target: _/robot_head"
"2016-01-25 11:35:33:312876" "target: _/robot_head"
"2016-01-25 11:35:33:346278" "target: _/robot_head"
"2016-01-25 11:35:33:379544" "target: _/robot_head"
"2016-01-25 11:35:33:412923" "target: _/robot_head"
"2016-01-25 11:35:33:446228" "target: _/robot_head"
"2016-01-25 11:35:33:479551" "target: _/robot_head"
"2016-01-25 11:35:33:512901" "target: _/robot_head"
"2016-01-25 11:35:33:546245" "target: _/robot_head"
"2016-01-25 11:35:33:579596" "target: _/robot_head"
"2016-01-25 11:35:33:612869" "target: _/robot_head"
"2016-01-25 11:35:36:446227" "target: _/robot_head"
"2016-01-25 11:35:36:479575" "target: _/robot_head"
"2016-01-25 11:35:36:512953" "target: _/robot_head"
"2016-01-25 11:35:36:546318" "target: _/robot_head"
"2016-01-25 11:35:36:579561" "target: _/robot_head"
"2016-01-25 11:35:36:612915" "target: _/robot_head"
"2016-01-25 11:35:36:646218" "target: _/robot_head"
"2016-01-25 11:35:36:679584" "target: _/robot_head"
"2016-01-25 11:35:36:712931" "target: _/robot_head"
"2016-01-25 11:35:36:746204" "target: _/robot_head"
"2016-01-25 11:35:36:779569" "target: _/robot_head"
"2016-01-25 11:35:36:812928" "target: _/robot_head"
"2016-01-25 11:35:36:846385" "target: _/robot_head"
"2016-01-25 11:35:36:879548" "target: _/robot_head"
"2016-01-25 11:35:36:912884" "target: _/robot_head"
"2016-01-25 11:35:36:946233" "target: _/robot_head"
"2016-01-25 11:35:36:979559" "target: _/robot_head"
"2016-01-25 11:35:37:012960" "target: _/robot_head"
"2016-01-25 11:35:37:046227" "target: _/robot_head"
"2016-01-25 11:35:37:079924" "target: _/robot_head"
"2016-01-25 11:35:37:112913" "target: _/robot_head"
"2016-01-25 11:35:37:146221" "target: _/robot_head"
"2016-01-25 11:35:37:179572" "target: _/robot_head"
"2016-01-25 11:35:37:212879" "target: _/robot_head"
"2016-01-25 11:35:37:246239" "target: _/robot_head"
"2016-01-25 11:35:37:279712" "target: _/robot_head"
"2016-01-25 11:35:37:312893" "target: _/robot_head"
"2016-01-25 11:35:37:346230" "target: _/robot_head"
"2016-01-25 11:35:37:379558" "target: _/robot_head"
"2016-01-25 11:35:37:412958" "target: _/robot_head"
"2016-01-25 11:35:37:446263" "target: _/robot_head"
"2016-01-25 11:35:37:479544" "target: _/robot_head"
"2016-01-25 11:35:37:512904" "target: _/robot_head"
"2016-01-25 11:35:37:546233" "target: _/robot_head"
"2016-01-25 11:35:37:579578" "target: _/robot_head"
"2016-01-25 11:35:37:612944" "target: _/robot_head"
"2016-01-25 11:35:37:646239" "target: _/robot_head"
