*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 11:11:30:378162" "target: _/robot_head"
"2016-01-26 11:11:30:378303" "target: _/robot_head"
"2016-01-26 11:11:30:384254" "target: _/robot_head"
"2016-01-26 11:11:30:417659" "target: _/robot_head"
"2016-01-26 11:11:30:450946" "target: _/robot_head"
"2016-01-26 11:11:30:484274" "target: _/robot_head"
"2016-01-26 11:11:30:517621" "target: _/robot_head"
"2016-01-26 11:11:30:550907" "target: _/robot_head"
"2016-01-26 11:11:30:584271" "target: _/robot_head"
"2016-01-26 11:11:30:617639" "target: _/robot_head"
"2016-01-26 11:11:30:650944" "target: _/robot_head"
"2016-01-26 11:11:30:684284" "target: _/robot_head"
"2016-01-26 11:11:30:717613" "target: _/robot_head"
"2016-01-26 11:11:30:750909" "target: _/robot_head"
"2016-01-26 11:11:30:784302" "target: _/robot_head"
"2016-01-26 11:11:30:817585" "target: _/robot_head"
"2016-01-26 11:11:30:850942" "target: _/robot_head"
"2016-01-26 11:11:30:884277" "target: _/robot_head"
"2016-01-26 11:11:30:917551" "target: _/robot_head"
"2016-01-26 11:11:30:950969" "target: _/robot_head"
"2016-01-26 11:11:30:984265" "target: _/robot_head"
"2016-01-26 11:11:31:017566" "target: _/robot_head"
"2016-01-26 11:11:31:050943" "target: _/robot_head"
"2016-01-26 11:11:31:084263" "target: _/robot_head"
"2016-01-26 11:11:31:117593" "target: _/robot_head"
"2016-01-26 11:11:31:150944" "target: _/robot_head"
"2016-01-26 11:11:31:184259" "target: _/robot_head"
"2016-01-26 11:11:31:217635" "target: _/robot_head"
"2016-01-26 11:11:31:250945" "target: _/robot_head"
"2016-01-26 11:11:31:284259" "target: _/robot_head"
"2016-01-26 11:11:31:317615" "target: _/robot_head"
"2016-01-26 11:11:31:350941" "target: _/robot_head"
"2016-01-26 11:11:31:384291" "target: _/robot_head"
"2016-01-26 11:11:31:417599" "target: _/robot_head"
