*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 13:18:54:484226" "target: _/robot_head"
"2016-01-25 13:18:54:484355" "target: _/robot_head"
"2016-01-25 13:18:54:510477" "target: _/robot_head"
"2016-01-25 13:18:54:543795" "target: _/robot_head"
"2016-01-25 13:18:54:577129" "target: _/robot_head"
"2016-01-25 13:18:54:610478" "target: _/robot_head"
"2016-01-25 13:18:54:643833" "target: _/robot_head"
"2016-01-25 13:18:54:677133" "target: _/robot_head"
"2016-01-25 13:18:54:710478" "target: _/robot_head"
"2016-01-25 13:18:54:743816" "target: _/robot_head"
"2016-01-25 13:18:54:777182" "target: _/robot_head"
"2016-01-25 13:18:54:810583" "target: _/robot_head"
"2016-01-25 13:18:54:843809" "target: _/robot_head"
"2016-01-25 13:18:54:877131" "target: _/robot_head"
"2016-01-25 13:18:54:910498" "target: _/robot_head"
"2016-01-25 13:18:54:943811" "target: _/robot_head"
"2016-01-25 13:18:54:977130" "target: _/robot_head"
"2016-01-25 13:18:55:010474" "target: _/robot_head"
"2016-01-25 13:18:55:043807" "target: _/robot_head"
"2016-01-25 13:18:55:077127" "target: _/robot_head"
"2016-01-25 13:18:55:110490" "target: _/robot_head"
"2016-01-25 13:18:55:143881" "target: _/robot_head"
"2016-01-25 13:18:55:177352" "target: _/robot_head"
"2016-01-25 13:18:55:210476" "target: _/robot_head"
"2016-01-25 13:18:55:243823" "target: _/robot_head"
"2016-01-25 13:18:55:277185" "target: _/robot_head"
"2016-01-25 13:18:55:310588" "target: _/robot_head"
"2016-01-25 13:18:55:343818" "target: _/robot_head"
"2016-01-25 13:18:55:377248" "target: _/robot_head"
"2016-01-25 13:18:55:410480" "target: _/robot_head"
"2016-01-25 13:18:55:443815" "target: _/robot_head"
"2016-01-25 13:18:55:477272" "target: _/robot_head"
"2016-01-25 13:18:55:510479" "target: _/robot_head"
"2016-01-25 13:18:55:543816" "target: _/robot_head"
"2016-01-25 13:18:55:577253" "target: _/robot_head"
"2016-01-25 13:18:55:610472" "target: _/robot_head"
"2016-01-25 13:19:15:111353" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 13:19:15:111552" "target: _/robot_head"
"2016-01-25 13:19:15:144794" "target: _/robot_head"
"2016-01-25 13:19:15:178125" "target: _/robot_head"
"2016-01-25 13:19:15:211567" "target: _/robot_head"
"2016-01-25 13:19:15:244840" "target: _/robot_head"
"2016-01-25 13:19:15:278553" "target: _/robot_head"
"2016-01-25 13:19:17:444799" "target: _/experimenter"
"2016-01-25 13:19:17:478096" "target: _/experimenter"
"2016-01-25 13:19:17:511478" "target: _/experimenter"
"2016-01-25 13:19:17:544808" "target: _/experimenter"
"2016-01-25 13:19:17:578219" "target: _/experimenter"
"2016-01-25 13:19:17:611482" "target: _/experimenter"
"2016-01-25 13:19:17:644782" "target: _/experimenter"
"2016-01-25 13:19:17:678126" "target: _/experimenter"
"2016-01-25 13:19:17:711452" "target: _/experimenter"
"2016-01-25 13:19:17:744791" "target: _/experimenter"
"2016-01-25 13:19:17:778159" "target: _/experimenter"
"2016-01-25 13:19:17:811498" "target: _/experimenter"
"2016-01-25 13:19:17:844807" "target: _/experimenter"
"2016-01-25 13:19:17:878126" "target: _/experimenter"
"2016-01-25 13:19:17:911490" "target: _/experimenter"
"2016-01-25 13:19:17:944804" "target: _/experimenter"
"2016-01-25 13:19:17:978107" "target: _/experimenter"
"2016-01-25 13:19:18:011464" "target: _/experimenter"
"2016-01-25 13:19:18:044802" "target: _/experimenter"
"2016-01-25 13:19:18:078144" "target: _/experimenter"
"2016-01-25 13:19:18:111453" "target: _/experimenter"
"2016-01-25 13:19:18:144767" "target: _/experimenter"
"2016-01-25 13:19:18:178177" "target: _/experimenter"
"2016-01-25 13:19:18:211469" "target: _/experimenter"
"2016-01-25 13:19:18:244801" "target: _/experimenter"
"2016-01-25 13:19:18:278127" "target: _/experimenter"
"2016-01-25 13:19:18:311452" "target: _/experimenter"
"2016-01-25 13:19:18:344791" "target: _/experimenter"
"2016-01-25 13:19:18:378140" "target: _/experimenter"
"2016-01-25 13:19:18:411468" "target: _/experimenter"
"2016-01-25 13:19:18:444806" "target: _/experimenter"
"2016-01-25 13:19:18:478121" "target: _/experimenter"
"2016-01-25 13:19:18:511464" "target: _/experimenter"
"2016-01-25 13:19:18:544799" "target: _/experimenter"
"2016-01-25 13:19:18:578113" "target: _/experimenter"
"2016-01-25 13:19:18:611522" "target: _/experimenter"
"2016-01-25 13:19:18:644830" "target: _/experimenter"
"2016-01-25 13:19:18:678132" "target: _/experimenter"
"2016-01-25 13:19:18:711462" "target: _/experimenter"
"2016-01-25 13:19:18:744789" "target: _/experimenter"
"2016-01-25 13:19:18:778134" "target: _/experimenter"
"2016-01-25 13:19:18:811473" "target: _/experimenter"
"2016-01-25 13:19:18:844828" "target: _/experimenter"
"2016-01-25 13:19:18:878202" "target: _/experimenter"
"2016-01-25 13:19:18:911463" "target: _/experimenter"
"2016-01-25 13:19:18:944811" "target: _/experimenter"
"2016-01-25 13:19:18:978142" "target: _/experimenter"
"2016-01-25 13:19:19:011469" "target: _/experimenter"
"2016-01-25 13:19:19:044811" "target: _/experimenter"
"2016-01-25 13:19:19:078131" "target: _/experimenter"
"2016-01-25 13:19:19:111491" "target: _/experimenter"
"2016-01-25 13:19:19:144811" "target: _/experimenter"
"2016-01-25 13:19:19:178132" "target: _/experimenter"
"2016-01-25 13:19:19:211475" "target: _/experimenter"
"2016-01-25 13:19:19:244795" "target: _/experimenter"
"2016-01-25 13:19:19:278139" "target: _/experimenter"
"2016-01-25 13:19:19:311468" "target: _/experimenter"
"2016-01-25 13:19:19:344812" "target: _/experimenter"
"2016-01-25 13:19:19:378166" "target: _/experimenter"
"2016-01-25 13:19:19:678117" "target: _/tablet"
"2016-01-25 13:19:20:944817" "target: _/tablet"
"2016-01-25 13:19:20:978137" "target: _/tablet"
"2016-01-25 13:19:21:011474" "target: _/tablet"
"2016-01-25 13:19:21:044793" "target: _/tablet"
"2016-01-25 13:19:21:078492" "target: _/tablet"
"2016-01-25 13:19:21:111896" "target: _/tablet"
"2016-01-25 13:19:21:144827" "target: _/tablet"
"2016-01-25 13:19:21:178109" "target: _/tablet"
"2016-01-25 13:19:21:211421" "target: _/tablet"
"2016-01-25 13:19:21:244780" "target: _/tablet"
"2016-01-25 13:19:21:278121" "target: _/tablet"
"2016-01-25 13:19:21:311467" "target: _/tablet"
"2016-01-25 13:19:21:344817" "target: _/tablet"
"2016-01-25 13:19:21:378120" "target: _/tablet"
"2016-01-25 13:19:21:411433" "target: _/tablet"
"2016-01-25 13:19:21:444797" "target: _/tablet"
"2016-01-25 13:19:21:478312" "target: _/tablet"
"2016-01-25 13:19:21:511510" "target: _/tablet"
"2016-01-25 13:19:21:544759" "target: _/tablet"
"2016-01-25 13:19:21:578133" "target: _/tablet"
"2016-01-25 13:19:21:611539" "target: _/tablet"
"2016-01-25 13:19:21:644832" "target: _/tablet"
"2016-01-25 13:19:21:678116" "target: _/tablet"
"2016-01-25 13:19:21:711420" "target: _/tablet"
"2016-01-25 13:19:21:744822" "target: _/tablet"
"2016-01-25 13:19:21:778186" "target: _/tablet"
"2016-01-25 13:19:21:811556" "target: _/tablet"
"2016-01-25 13:19:21:844792" "target: _/tablet"
"2016-01-25 13:19:21:878104" "target: _/tablet"
"2016-01-25 13:19:21:911461" "target: _/tablet"
"2016-01-25 13:19:21:945337" "target: _/tablet"
"2016-01-25 13:19:21:978500" "target: _/tablet"
"2016-01-25 13:19:22:011755" "target: _/tablet"
"2016-01-25 13:19:22:044853" "target: _/tablet"
"2016-01-25 13:19:22:078163" "target: _/tablet"
"2016-01-25 13:19:22:111582" "target: _/tablet"
"2016-01-25 13:19:22:145222" "target: _/tablet"
"2016-01-25 13:19:22:178169" "target: _/tablet"
"2016-01-25 13:19:22:211519" "target: _/tablet"
"2016-01-25 13:19:22:244810" "target: _/tablet"
"2016-01-25 13:19:22:311404" "target: _/tablet"
"2016-01-25 13:19:22:344792" "target: _/tablet"
"2016-01-25 13:19:23:378133" "target: _/tablet"
"2016-01-25 13:19:23:411533" "target: _/tablet"
"2016-01-25 13:19:23:444802" "target: _/tablet"
"2016-01-25 13:19:23:478144" "target: _/tablet"
"2016-01-25 13:19:23:511470" "target: _/tablet"
"2016-01-25 13:19:23:544799" "target: _/tablet"
"2016-01-25 13:19:23:578133" "target: _/tablet"
"2016-01-25 13:19:23:611539" "target: _/tablet"
"2016-01-25 13:19:23:644873" "target: _/tablet"
"2016-01-25 13:19:23:678120" "target: _/tablet"
"2016-01-25 13:19:23:711470" "target: _/tablet"
"2016-01-25 13:19:23:744924" "target: _/tablet"
"2016-01-25 13:19:23:778124" "target: _/tablet"
