*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 09:14:20:144467" "withmeness: 0.5"
"2016-01-25 09:14:21:145730" "withmeness: 0.5"
"2016-01-25 09:14:22:146377" "withmeness: 0.5"
"2016-01-25 09:14:23:147622" "withmeness: 0.5"
"2016-01-25 09:14:24:148006" "withmeness: 0.5"
"2016-01-25 09:14:25:149239" "withmeness: 0.5"
"2016-01-25 09:14:26:150476" "withmeness: 0.5"
"2016-01-25 09:14:27:151763" "withmeness: 0.55"
"2016-01-25 09:14:28:153049" "withmeness: 0.595"
"2016-01-25 09:14:29:153542" "withmeness: 0.5355"
"2016-01-25 09:14:30:154911" "withmeness: 0.5355"
"2016-01-25 09:14:31:156128" "withmeness: 0.5355"
"2016-01-25 09:14:32:157400" "withmeness: 0.5355"
"2016-01-25 09:14:33:158774" "withmeness: 0.48195"
"2016-01-25 09:14:34:159875" "withmeness: 0.48195"
"2016-01-25 09:14:35:160210" "withmeness: 0.48195"
"2016-01-25 09:14:36:161363" "withmeness: 0.48195"
"2016-01-25 09:14:37:162630" "withmeness: 0.48195"
"2016-01-25 09:14:38:163733" "withmeness: 0.48195"
"2016-01-25 09:14:39:164380" "withmeness: 0.48195"
"2016-01-25 09:14:40:165459" "withmeness: 0.48195"
"2016-01-25 09:14:41:166655" "withmeness: 0.48195"
"2016-01-25 09:14:42:167859" "withmeness: 0.48195"
"2016-01-25 09:14:43:168426" "withmeness: 0.48195"
"2016-01-25 09:14:44:169149" "withmeness: 0.48195"
"2016-01-25 09:14:45:170282" "withmeness: 0.48195"
"2016-01-25 09:14:46:171394" "withmeness: 0.48195"
"2016-01-25 09:14:47:173037" "withmeness: 0.48195"
"2016-01-25 09:14:48:173358" "withmeness: 0.48195"
"2016-01-25 09:14:49:173810" "withmeness: 0.48195"
"2016-01-25 09:14:50:175107" "withmeness: 0.48195"
"2016-01-25 09:14:51:175845" "withmeness: 0.48195"
"2016-01-25 09:14:52:177093" "withmeness: 0.48195"
"2016-01-25 09:14:53:178265" "withmeness: 0.48195"
"2016-01-25 09:14:54:178753" "withmeness: 0.48195"
"2016-01-25 09:14:55:179950" "withmeness: 0.48195"
"2016-01-25 09:14:56:180785" "withmeness: 0.48195"
"2016-01-25 09:14:57:182052" "withmeness: 0.48195"
"2016-01-25 09:14:58:183280" "withmeness: 0.48195"
"2016-01-25 09:14:59:183765" "withmeness: 0.48195"
"2016-01-25 09:15:00:185032" "withmeness: 0.48195"
