*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 13:51:17:171282" "target: _/tablet"
"2016-01-26 13:51:17:171400" "target: _/tablet"
"2016-01-26 13:51:17:204654" "target: _/tablet"
"2016-01-26 13:51:17:238084" "target: _/tablet"
"2016-01-26 13:51:17:271924" "target: _/tablet"
"2016-01-26 13:51:17:304777" "target: _/tablet"
"2016-01-26 13:51:17:339217" "target: _/tablet"
"2016-01-26 13:51:17:371511" "target: _/tablet"
"2016-01-26 13:51:17:404756" "target: _/tablet"
"2016-01-26 13:51:17:438985" "target: _/tablet"
"2016-01-26 13:51:17:471385" "target: _/tablet"
"2016-01-26 13:51:17:504690" "target: _/tablet"
"2016-01-26 13:51:17:538042" "target: _/tablet"
"2016-01-26 13:51:17:571666" "target: _/tablet"
"2016-01-26 13:51:17:604754" "target: _/tablet"
"2016-01-26 13:51:17:638274" "target: _/tablet"
"2016-01-26 13:51:17:671454" "target: _/tablet"
"2016-01-26 13:51:17:704698" "target: _/tablet"
"2016-01-26 13:51:17:738081" "target: _/tablet"
"2016-01-26 13:51:17:771366" "target: _/tablet"
"2016-01-26 13:51:17:804700" "target: _/tablet"
"2016-01-26 13:51:17:838094" "target: _/tablet"
"2016-01-26 13:51:17:871574" "target: _/tablet"
"2016-01-26 13:51:17:904714" "target: _/tablet"
"2016-01-26 13:51:17:938134" "target: _/tablet"
"2016-01-26 13:51:17:971355" "target: _/tablet"
"2016-01-26 13:51:18:004713" "target: _/tablet"
"2016-01-26 13:51:18:038353" "target: _/tablet"
"2016-01-26 13:51:18:072047" "target: _/tablet"
"2016-01-26 13:51:18:104695" "target: _/tablet"
"2016-01-26 13:51:18:138211" "target: _/tablet"
"2016-01-26 13:51:18:171829" "target: _/tablet"
"2016-01-26 13:51:18:204675" "target: _/tablet"
"2016-01-26 13:51:18:238248" "target: _/tablet"
"2016-01-26 13:51:18:271619" "target: _/tablet"
"2016-01-26 13:51:18:304669" "target: _/tablet"
"2016-01-26 13:51:18:338182" "target: _/tablet"
"2016-01-26 13:51:18:371356" "target: _/tablet"
"2016-01-26 13:51:18:404712" "target: _/tablet"
"2016-01-26 13:51:18:438098" "target: _/tablet"
"2016-01-26 13:51:18:471491" "target: _/tablet"
"2016-01-26 13:51:18:504721" "target: _/tablet"
"2016-01-26 13:51:18:538095" "target: _/tablet"
"2016-01-26 13:51:18:571336" "target: _/tablet"
"2016-01-26 13:51:18:604688" "target: _/tablet"
"2016-01-26 13:51:18:638026" "target: _/tablet"
"2016-01-26 13:51:18:671326" "target: _/tablet"
