*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 10:59:19:758879" "target: _/selection_tablet"
"2016-01-25 10:59:20:158842" "target: _/selection_tablet"
"2016-01-25 10:59:20:192175" "target: _/selection_tablet"
"2016-01-25 11:00:06:745527" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:00:07:745704" "target: _/robot_head"
"2016-01-25 11:00:18:779157" "target: _/selection_tablet"
"2016-01-25 11:00:18:812536" "target: _/selection_tablet"
"2016-01-25 11:00:18:864681" "target: _/selection_tablet"
"2016-01-25 11:00:18:879220" "target: _/selection_tablet"
"2016-01-25 11:00:18:912724" "target: _/selection_tablet"
"2016-01-25 11:00:18:946070" "target: _/selection_tablet"
"2016-01-25 11:00:18:979156" "target: _/selection_tablet"
"2016-01-25 11:00:19:012514" "target: _/selection_tablet"
"2016-01-25 11:00:19:045853" "target: _/selection_tablet"
"2016-01-25 11:00:19:079168" "target: _/selection_tablet"
"2016-01-25 11:00:19:112543" "target: _/selection_tablet"
"2016-01-25 11:00:19:145827" "target: _/selection_tablet"
"2016-01-25 11:00:19:179190" "target: _/selection_tablet"
"2016-01-25 11:00:19:212489" "target: _/selection_tablet"
"2016-01-25 11:00:19:245812" "target: _/selection_tablet"
"2016-01-25 11:00:19:279145" "target: _/selection_tablet"
"2016-01-25 11:00:19:312505" "target: _/selection_tablet"
"2016-01-25 11:00:19:346247" "target: _/selection_tablet"
"2016-01-25 11:00:19:379139" "target: _/selection_tablet"
"2016-01-25 11:00:19:512475" "target: _/selection_tablet"
"2016-01-25 11:00:19:545769" "target: _/selection_tablet"
"2016-01-25 11:00:19:589479" "target: _/selection_tablet"
"2016-01-25 11:00:19:612507" "target: _/selection_tablet"
"2016-01-25 11:00:19:679132" "target: _/selection_tablet"
"2016-01-25 11:00:19:712508" "target: _/selection_tablet"
"2016-01-25 11:00:19:745783" "target: _/selection_tablet"
"2016-01-25 11:00:19:779137" "target: _/selection_tablet"
"2016-01-25 11:00:19:824103" "target: _/selection_tablet"
"2016-01-25 11:00:19:845801" "target: _/selection_tablet"
"2016-01-25 11:00:19:879189" "target: _/selection_tablet"
"2016-01-25 11:00:19:912705" "target: _/selection_tablet"
"2016-01-25 11:00:19:945979" "target: _/selection_tablet"
"2016-01-25 11:00:19:979156" "target: _/selection_tablet"
"2016-01-25 11:00:20:012498" "target: _/selection_tablet"
"2016-01-25 11:00:20:066508" "target: _/selection_tablet"
"2016-01-25 11:00:20:079161" "target: _/selection_tablet"
"2016-01-25 11:00:20:112515" "target: _/selection_tablet"
"2016-01-25 11:00:20:145808" "target: _/selection_tablet"
"2016-01-25 11:00:20:179168" "target: _/selection_tablet"
"2016-01-25 11:00:20:212520" "target: _/selection_tablet"
"2016-01-25 11:00:20:245880" "target: _/selection_tablet"
"2016-01-25 11:00:20:412504" "target: _/selection_tablet"
"2016-01-25 11:00:20:445829" "target: _/selection_tablet"
"2016-01-25 11:00:20:512493" "target: _/selection_tablet"
"2016-01-25 11:00:20:546095" "target: _/selection_tablet"
"2016-01-25 11:00:20:579169" "target: _/selection_tablet"
"2016-01-25 11:00:20:612533" "target: _/selection_tablet"
"2016-01-25 11:00:20:646080" "target: _/selection_tablet"
"2016-01-25 11:00:20:679141" "target: _/selection_tablet"
"2016-01-25 11:00:20:712515" "target: _/selection_tablet"
"2016-01-25 11:00:20:745804" "target: _/selection_tablet"
"2016-01-25 11:00:20:784947" "target: _/selection_tablet"
"2016-01-25 11:00:20:812547" "target: _/selection_tablet"
"2016-01-25 11:00:20:879129" "target: _/selection_tablet"
"2016-01-25 11:00:20:912550" "target: _/selection_tablet"
"2016-01-25 11:00:21:027800" "target: _/selection_tablet"
"2016-01-25 11:00:21:045844" "target: _/selection_tablet"
"2016-01-25 11:00:21:145834" "target: _/selection_tablet"
"2016-01-25 11:00:21:179169" "target: _/selection_tablet"
"2016-01-25 11:00:22:345815" "target: _/selection_tablet"
"2016-01-25 11:00:22:379163" "target: _/selection_tablet"
"2016-01-25 11:00:22:412490" "target: _/selection_tablet"
"2016-01-25 11:00:22:465211" "target: _/selection_tablet"
"2016-01-25 11:00:22:479171" "target: _/selection_tablet"
"2016-01-25 11:00:22:512527" "target: _/selection_tablet"
"2016-01-25 11:00:22:545988" "target: _/selection_tablet"
"2016-01-25 11:00:22:579364" "target: _/selection_tablet"
"2016-01-25 11:00:22:612686" "target: _/selection_tablet"
"2016-01-25 11:00:22:646012" "target: _/selection_tablet"
"2016-01-25 11:00:22:679198" "target: _/selection_tablet"
"2016-01-25 11:00:22:712540" "target: _/selection_tablet"
"2016-01-25 11:00:22:745844" "target: _/selection_tablet"
"2016-01-25 11:00:22:779168" "target: _/selection_tablet"
"2016-01-25 11:00:22:812461" "target: _/selection_tablet"
"2016-01-25 11:00:22:845837" "target: _/selection_tablet"
"2016-01-25 11:00:22:879169" "target: _/selection_tablet"
"2016-01-25 11:00:22:912483" "target: _/selection_tablet"
"2016-01-25 11:00:22:945823" "target: _/selection_tablet"
"2016-01-25 11:00:22:979158" "target: _/selection_tablet"
"2016-01-25 11:00:23:012508" "target: _/selection_tablet"
"2016-01-25 11:00:23:045826" "target: _/selection_tablet"
"2016-01-25 11:00:23:079157" "target: _/selection_tablet"
"2016-01-25 11:00:23:112491" "target: _/selection_tablet"
"2016-01-25 11:00:23:145806" "target: _/selection_tablet"
"2016-01-25 11:00:23:179165" "target: _/selection_tablet"
"2016-01-25 11:00:23:212505" "target: _/selection_tablet"
"2016-01-25 11:00:23:245798" "target: _/selection_tablet"
"2016-01-25 11:00:23:279141" "target: _/selection_tablet"
"2016-01-25 11:00:23:312924" "target: _/selection_tablet"
"2016-01-25 11:00:23:345810" "target: _/selection_tablet"
"2016-01-25 11:00:23:379161" "target: _/selection_tablet"
"2016-01-25 11:00:23:412500" "target: _/selection_tablet"
"2016-01-25 11:00:23:445842" "target: _/selection_tablet"
"2016-01-25 11:00:23:479146" "target: _/selection_tablet"
"2016-01-25 11:00:23:512492" "target: _/selection_tablet"
"2016-01-25 11:00:23:545834" "target: _/selection_tablet"
"2016-01-25 11:00:23:579150" "target: _/selection_tablet"
"2016-01-25 11:00:23:612489" "target: _/selection_tablet"
"2016-01-25 11:00:23:645846" "target: _/selection_tablet"
"2016-01-25 11:00:23:679141" "target: _/selection_tablet"
"2016-01-25 11:00:23:712478" "target: _/selection_tablet"
"2016-01-25 11:00:23:745775" "target: _/selection_tablet"
"2016-01-25 11:00:23:779151" "target: _/selection_tablet"
"2016-01-25 11:00:23:812497" "target: _/selection_tablet"
"2016-01-25 11:00:23:845796" "target: _/selection_tablet"
"2016-01-25 11:00:23:879184" "target: _/selection_tablet"
"2016-01-25 11:00:23:912513" "target: _/selection_tablet"
"2016-01-25 11:00:23:945824" "target: _/selection_tablet"
"2016-01-25 11:00:23:979167" "target: _/selection_tablet"
"2016-01-25 11:00:24:012478" "target: _/selection_tablet"
"2016-01-25 11:00:24:045834" "target: _/selection_tablet"
"2016-01-25 11:00:24:079177" "target: _/selection_tablet"
"2016-01-25 11:00:24:112487" "target: _/selection_tablet"
"2016-01-25 11:00:24:145847" "target: _/selection_tablet"
"2016-01-25 11:00:24:179150" "target: _/selection_tablet"
"2016-01-25 11:00:24:212505" "target: _/selection_tablet"
"2016-01-25 11:00:24:245918" "target: _/selection_tablet"
"2016-01-25 11:00:24:279173" "target: _/selection_tablet"
"2016-01-25 11:00:24:312508" "target: _/selection_tablet"
"2016-01-25 11:00:24:346030" "target: _/selection_tablet"
"2016-01-25 11:00:24:379185" "target: _/selection_tablet"
"2016-01-25 11:00:24:412494" "target: _/selection_tablet"
"2016-01-25 11:00:24:445833" "target: _/selection_tablet"
"2016-01-25 11:00:24:479178" "target: _/selection_tablet"
"2016-01-25 11:00:24:512512" "target: _/selection_tablet"
"2016-01-25 11:01:01:379181" "target: _/tablet"
"2016-01-25 11:01:01:412497" "target: _/tablet"
"2016-01-25 11:01:01:445859" "target: _/tablet"
"2016-01-25 11:01:01:479152" "target: _/tablet"
"2016-01-25 11:01:01:512469" "target: _/tablet"
"2016-01-25 11:01:01:545831" "target: _/tablet"
"2016-01-25 11:01:01:579148" "target: _/tablet"
"2016-01-25 11:01:01:612538" "target: _/tablet"
"2016-01-25 11:01:01:646101" "target: _/tablet"
"2016-01-25 11:01:01:679180" "target: _/tablet"
"2016-01-25 11:01:01:712503" "target: _/tablet"
"2016-01-25 11:01:01:745840" "target: _/tablet"
"2016-01-25 11:01:01:779176" "target: _/tablet"
"2016-01-25 11:01:01:812482" "target: _/tablet"
"2016-01-25 11:01:01:845839" "target: _/tablet"
"2016-01-25 11:01:01:879184" "target: _/tablet"
"2016-01-25 11:01:01:912504" "target: _/tablet"
"2016-01-25 11:01:01:945860" "target: _/tablet"
"2016-01-25 11:01:01:979145" "target: _/tablet"
"2016-01-25 11:01:02:012497" "target: _/tablet"
"2016-01-25 11:01:02:045856" "target: _/tablet"
"2016-01-25 11:01:02:079167" "target: _/tablet"
"2016-01-25 11:01:02:112510" "target: _/tablet"
"2016-01-25 11:01:02:145844" "target: _/tablet"
"2016-01-25 11:01:02:179168" "target: _/tablet"
"2016-01-25 11:01:02:212481" "target: _/tablet"
"2016-01-25 11:01:02:245831" "target: _/tablet"
"2016-01-25 11:01:02:279163" "target: _/tablet"
"2016-01-25 11:01:02:312508" "target: _/tablet"
"2016-01-25 11:01:02:345849" "target: _/tablet"
"2016-01-25 11:01:02:379165" "target: _/tablet"
"2016-01-25 11:01:02:412486" "target: _/tablet"
"2016-01-25 11:01:02:445831" "target: _/tablet"
"2016-01-25 11:01:02:479167" "target: _/tablet"
"2016-01-25 11:01:02:512498" "target: _/tablet"
"2016-01-25 11:01:02:545839" "target: _/tablet"
"2016-01-25 11:01:02:579188" "target: _/tablet"
"2016-01-25 11:01:02:612513" "target: _/tablet"
"2016-01-25 11:01:02:645855" "target: _/tablet"
"2016-01-25 11:01:02:679164" "target: _/tablet"
"2016-01-25 11:01:02:712482" "target: _/tablet"
"2016-01-25 11:01:02:745846" "target: _/tablet"
"2016-01-25 11:01:02:779190" "target: _/tablet"
"2016-01-25 11:01:02:812520" "target: _/tablet"
"2016-01-25 11:01:02:845839" "target: _/tablet"
"2016-01-25 11:01:02:879180" "target: _/tablet"
"2016-01-25 11:01:02:912492" "target: _/tablet"
"2016-01-25 11:01:02:945820" "target: _/tablet"
"2016-01-25 11:01:02:979166" "target: _/tablet"
"2016-01-25 11:01:03:012491" "target: _/tablet"
"2016-01-25 11:01:03:045847" "target: _/tablet"
"2016-01-25 11:01:03:079165" "target: _/tablet"
"2016-01-25 11:01:03:112501" "target: _/tablet"
"2016-01-25 11:01:03:145842" "target: _/tablet"
"2016-01-25 11:01:03:179168" "target: _/tablet"
"2016-01-25 11:01:03:212504" "target: _/tablet"
"2016-01-25 11:01:03:245835" "target: _/tablet"
"2016-01-25 11:01:03:279155" "target: _/tablet"
"2016-01-25 11:01:03:312480" "target: _/tablet"
"2016-01-25 11:01:03:345838" "target: _/tablet"
"2016-01-25 11:01:03:379168" "target: _/tablet"
"2016-01-25 11:01:03:412502" "target: _/tablet"
"2016-01-25 11:01:03:445857" "target: _/tablet"
"2016-01-25 11:01:03:479172" "target: _/tablet"
"2016-01-25 11:01:03:512489" "target: _/tablet"
"2016-01-25 11:01:03:545842" "target: _/tablet"
"2016-01-25 11:01:03:579165" "target: _/tablet"
"2016-01-25 11:01:03:612474" "target: _/tablet"
"2016-01-25 11:01:58:145827" "target: _/selection_tablet"
"2016-01-25 11:01:58:179471" "target: _/selection_tablet"
"2016-01-25 11:01:58:225829" "target: _/selection_tablet"
"2016-01-25 11:01:58:245849" "target: _/selection_tablet"
"2016-01-25 11:01:58:279241" "target: _/selection_tablet"
"2016-01-25 11:01:58:321413" "target: _/selection_tablet"
"2016-01-25 11:01:58:368219" "target: _/selection_tablet"
"2016-01-25 11:01:58:379145" "target: _/selection_tablet"
"2016-01-25 11:01:58:417189" "target: _/selection_tablet"
"2016-01-25 11:01:58:465221" "target: _/selection_tablet"
"2016-01-25 11:01:58:479166" "target: _/selection_tablet"
"2016-01-25 11:01:58:513180" "target: _/selection_tablet"
"2016-01-25 11:01:58:560275" "target: _/selection_tablet"
