*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 13:54:37:872310" "target: _/tablet"
"2016-01-25 13:54:37:895572" "target: _/tablet"
"2016-01-25 13:54:37:928871" "target: _/tablet"
"2016-01-25 13:54:37:962223" "target: _/tablet"
"2016-01-25 13:54:37:995514" "target: _/tablet"
"2016-01-25 13:54:38:028884" "target: _/tablet"
"2016-01-25 13:54:38:062633" "target: _/tablet"
"2016-01-25 13:54:38:095514" "target: _/tablet"
"2016-01-25 13:54:38:128903" "target: _/tablet"
"2016-01-25 13:54:38:162183" "target: _/tablet"
"2016-01-25 13:54:38:195520" "target: _/tablet"
"2016-01-25 13:54:38:228867" "target: _/tablet"
"2016-01-25 13:54:38:262262" "target: _/tablet"
"2016-01-25 13:54:38:295516" "target: _/tablet"
"2016-01-25 13:54:38:328938" "target: _/tablet"
"2016-01-25 13:54:38:362604" "target: _/tablet"
"2016-01-25 13:54:38:395510" "target: _/tablet"
"2016-01-25 13:54:38:428889" "target: _/tablet"
"2016-01-25 13:54:38:462239" "target: _/tablet"
"2016-01-25 13:54:38:495591" "target: _/tablet"
"2016-01-25 13:54:38:528890" "target: _/tablet"
"2016-01-25 13:54:38:562223" "target: _/tablet"
"2016-01-25 13:54:38:595868" "target: _/tablet"
"2016-01-25 13:54:38:628887" "target: _/tablet"
"2016-01-25 13:54:38:662232" "target: _/tablet"
"2016-01-25 13:54:38:695519" "target: _/tablet"
"2016-01-25 13:54:38:728971" "target: _/tablet"
"2016-01-25 13:54:38:762209" "target: _/tablet"
"2016-01-25 13:54:38:795516" "target: _/tablet"
"2016-01-25 13:54:38:828907" "target: _/tablet"
"2016-01-25 13:54:38:862223" "target: _/tablet"
"2016-01-25 13:54:38:895530" "target: _/tablet"
"2016-01-25 13:54:38:928894" "target: _/tablet"
"2016-01-25 13:54:38:962192" "target: _/tablet"
"2016-01-25 13:54:38:995572" "target: _/tablet"
"2016-01-25 13:54:39:028905" "target: _/tablet"
"2016-01-25 13:54:39:062224" "target: _/tablet"
"2016-01-25 13:54:39:096130" "target: _/tablet"
"2016-01-25 13:54:39:128914" "target: _/tablet"
"2016-01-25 13:54:39:162270" "target: _/tablet"
"2016-01-25 13:54:39:195522" "target: _/tablet"
"2016-01-25 13:54:39:228910" "target: _/tablet"
"2016-01-25 13:54:39:262223" "target: _/tablet"
"2016-01-25 13:54:39:295522" "target: _/tablet"
"2016-01-25 13:54:39:328930" "target: _/tablet"
"2016-01-25 13:54:39:362200" "target: _/tablet"
"2016-01-25 13:54:39:395971" "target: _/tablet"
"2016-01-25 13:54:39:428892" "target: _/tablet"
"2016-01-25 13:54:39:462709" "target: _/tablet"
"2016-01-25 13:54:39:495553" "target: _/tablet"
"2016-01-25 13:54:39:528905" "target: _/tablet"
"2016-01-25 13:54:39:562260" "target: _/tablet"
"2016-01-25 13:54:39:595541" "target: _/tablet"
