*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 10:25:36:666139" "target: _/selection_tablet"
"2016-01-28 10:25:36:666289" "target: _/selection_tablet"
"2016-01-28 10:25:36:692355" "target: _/selection_tablet"
"2016-01-28 10:25:36:725704" "target: _/selection_tablet"
"2016-01-28 10:25:36:759072" "target: _/selection_tablet"
"2016-01-28 10:25:36:792354" "target: _/selection_tablet"
"2016-01-28 10:25:36:825694" "target: _/selection_tablet"
"2016-01-28 10:25:36:859063" "target: _/selection_tablet"
"2016-01-28 10:25:36:892361" "target: _/selection_tablet"
"2016-01-28 10:25:36:925747" "target: _/selection_tablet"
"2016-01-28 10:25:36:959045" "target: _/selection_tablet"
"2016-01-28 10:25:36:992356" "target: _/selection_tablet"
"2016-01-28 10:25:37:025730" "target: _/selection_tablet"
"2016-01-28 10:25:37:059047" "target: _/selection_tablet"
"2016-01-28 10:25:37:092409" "target: _/selection_tablet"
"2016-01-28 10:25:37:125759" "target: _/selection_tablet"
"2016-01-28 10:25:37:159222" "target: _/selection_tablet"
"2016-01-28 10:25:37:192373" "target: _/selection_tablet"
"2016-01-28 10:25:37:225736" "target: _/selection_tablet"
"2016-01-28 10:25:37:259014" "target: _/selection_tablet"
"2016-01-28 10:25:37:292363" "target: _/selection_tablet"
"2016-01-28 10:25:37:325712" "target: _/selection_tablet"
"2016-01-28 10:25:37:359047" "target: _/selection_tablet"
"2016-01-28 10:25:37:392351" "target: _/selection_tablet"
"2016-01-28 10:25:37:425679" "target: _/selection_tablet"
"2016-01-28 10:25:37:459055" "target: _/selection_tablet"
"2016-01-28 10:25:37:492387" "target: _/selection_tablet"
"2016-01-28 10:25:37:525758" "target: _/selection_tablet"
"2016-01-28 10:25:37:559034" "target: _/selection_tablet"
"2016-01-28 10:25:37:592381" "target: _/selection_tablet"
"2016-01-28 10:25:37:625724" "target: _/selection_tablet"
"2016-01-28 10:25:37:659050" "target: _/selection_tablet"
"2016-01-28 10:25:37:692345" "target: _/selection_tablet"
"2016-01-28 10:25:37:725729" "target: _/selection_tablet"
"2016-01-28 10:25:37:759048" "target: _/selection_tablet"
"2016-01-28 10:25:37:792361" "target: _/selection_tablet"
"2016-01-28 10:25:37:825737" "target: _/selection_tablet"
"2016-01-28 10:25:37:859020" "target: _/selection_tablet"
"2016-01-28 10:25:37:892366" "target: _/selection_tablet"
"2016-01-28 10:25:37:925712" "target: _/selection_tablet"
"2016-01-28 10:25:37:959102" "target: _/selection_tablet"
"2016-01-28 10:25:37:992366" "target: _/selection_tablet"
"2016-01-28 10:25:38:025704" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:38:059055" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:38:092388" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:38:125771" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:38:159217" "target: _/tablet"
"2016-01-28 10:25:38:192372" "target: _/tablet"
"2016-01-28 10:25:38:225731" "target: _/tablet"
"2016-01-28 10:25:38:259082" "target: _/tablet"
"2016-01-28 10:25:38:292350" "target: _/tablet"
"2016-01-28 10:25:38:325742" "target: _/tablet"
"2016-01-28 10:25:38:359098" "target: _/tablet"
"2016-01-28 10:25:38:392368" "target: _/tablet"
"2016-01-28 10:25:38:425731" "target: _/tablet"
"2016-01-28 10:25:38:459026" "target: _/tablet"
"2016-01-28 10:25:38:492366" "target: _/tablet"
"2016-01-28 10:25:38:525723" "target: _/tablet"
"2016-01-28 10:25:38:559058" "target: _/tablet"
"2016-01-28 10:25:38:592364" "target: _/tablet"
"2016-01-28 10:25:38:625690" "target: _/tablet"
"2016-01-28 10:25:38:659081" "target: _/tablet"
"2016-01-28 10:25:38:692371" "target: _/tablet"
"2016-01-28 10:25:38:725760" "target: _/tablet"
"2016-01-28 10:25:38:759045" "target: _/tablet"
"2016-01-28 10:25:38:792350" "target: _/tablet"
"2016-01-28 10:25:38:825732" "target: _/tablet"
"2016-01-28 10:25:38:859051" "target: _/tablet"
"2016-01-28 10:25:38:892375" "target: _/tablet"
"2016-01-28 10:25:38:925739" "target: _/tablet"
"2016-01-28 10:25:38:959081" "target: _/tablet"
"2016-01-28 10:25:38:992398" "target: _/tablet"
"2016-01-28 10:25:39:025743" "target: _/tablet"
"2016-01-28 10:25:39:059021" "target: _/tablet"
"2016-01-28 10:25:39:092362" "target: _/tablet"
"2016-01-28 10:25:39:125716" "target: _/tablet"
"2016-01-28 10:25:39:159017" "target: _/tablet"
"2016-01-28 10:25:39:192351" "target: _/tablet"
"2016-01-28 10:25:39:225688" "target: _/tablet"
"2016-01-28 10:25:39:259118" "target: _/tablet"
"2016-01-28 10:25:39:292350" "target: _/tablet"
"2016-01-28 10:25:39:325759" "target: _/tablet"
"2016-01-28 10:25:39:359067" "target: _/tablet"
"2016-01-28 10:25:39:392368" "target: _/tablet"
"2016-01-28 10:25:39:425730" "target: _/tablet"
"2016-01-28 10:25:39:459076" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:39:492473" "target: _/tablet/selection_tablet"
"2016-01-28 10:25:39:525740" "target: _/selection_tablet"
"2016-01-28 10:25:39:559076" "target: _/selection_tablet"
"2016-01-28 10:25:39:592388" "target: _/selection_tablet"
"2016-01-28 10:25:39:625735" "target: _/selection_tablet"
"2016-01-28 10:25:39:659043" "target: _/selection_tablet"
"2016-01-28 10:25:39:692355" "target: _/selection_tablet"
"2016-01-28 10:25:39:725728" "target: _/selection_tablet"
"2016-01-28 10:25:39:759047" "target: _/selection_tablet"
"2016-01-28 10:25:39:792374" "target: _/selection_tablet"
"2016-01-28 10:25:39:825758" "target: _/selection_tablet"
"2016-01-28 10:25:39:859048" "target: _/selection_tablet"
"2016-01-28 10:25:39:892379" "target: _/selection_tablet"
"2016-01-28 10:25:39:925736" "target: _/selection_tablet"
"2016-01-28 10:25:39:959197" "target: _/selection_tablet"
"2016-01-28 10:25:39:992354" "target: _/selection_tablet"
"2016-01-28 10:25:40:025686" "target: _/selection_tablet"
"2016-01-28 10:25:40:059059" "target: _/selection_tablet"
"2016-01-28 10:25:40:092345" "target: _/selection_tablet"
"2016-01-28 10:25:40:125700" "target: _/selection_tablet"
"2016-01-28 10:25:40:159109" "target: _/selection_tablet"
