*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 11:32:43:753750" "withmeness: 0.5"
"2016-01-26 11:32:44:754974" "withmeness: 0.5"
"2016-01-26 11:32:45:756185" "withmeness: 0.5"
"2016-01-26 11:32:46:757465" "withmeness: 0.5"
"2016-01-26 11:32:47:758110" "withmeness: 0.5"
"2016-01-26 11:32:48:759088" "withmeness: 0.5"
"2016-01-26 11:32:49:759964" "withmeness: 0.5"
"2016-01-26 11:32:50:760921" "withmeness: 0.5"
"2016-01-26 11:32:51:762131" "withmeness: 0.5"
"2016-01-26 11:32:52:763205" "withmeness: 0.5"
"2016-01-26 11:32:53:764186" "withmeness: 0.5"
"2016-01-26 11:32:54:765131" "withmeness: 0.5"
"2016-01-26 11:32:55:765788" "withmeness: 0.55"
"2016-01-26 11:32:56:766804" "withmeness: 0.55"
"2016-01-26 11:32:57:767805" "withmeness: 0.55"
"2016-01-26 11:32:58:769015" "withmeness: 0.55"
"2016-01-26 11:32:59:770258" "withmeness: 0.55"
"2016-01-26 11:33:00:771507" "withmeness: 0.55"
"2016-01-26 11:33:01:772492" "withmeness: 0.55"
"2016-01-26 11:33:02:773674" "withmeness: 0.495"
"2016-01-26 11:33:03:774912" "withmeness: 0.495"
"2016-01-26 11:33:04:775975" "withmeness: 0.495"
"2016-01-26 11:33:05:776982" "withmeness: 0.495"
"2016-01-26 11:33:06:777933" "withmeness: 0.495"
"2016-01-26 11:33:07:779178" "withmeness: 0.495"
"2016-01-26 11:33:08:779857" "withmeness: 0.495"
"2016-01-26 11:33:09:780153" "withmeness: 0.5455"
"2016-01-26 11:33:10:781354" "withmeness: 0.59095"
"2016-01-26 11:33:11:782643" "withmeness: 0.631855"
"2016-01-26 11:33:12:783817" "withmeness: 0.6686695"
"2016-01-26 11:33:13:784796" "withmeness: 0.70180255"
"2016-01-26 11:33:14:785394" "withmeness: 0.731622295"
"2016-01-26 11:33:15:786513" "withmeness: 0.7584600655"
"2016-01-26 11:33:16:786904" "withmeness: 0.78261405895"
"2016-01-26 11:33:17:788111" "withmeness: 0.804352653055"
"2016-01-26 11:33:18:788673" "withmeness: 0.82391738775"
"2016-01-26 11:33:19:789882" "withmeness: 0.82391738775"
"2016-01-26 11:33:20:790300" "withmeness: 0.82391738775"
"2016-01-26 11:33:21:791531" "withmeness: 0.841525648975"
"2016-01-26 11:33:22:792451" "withmeness: 0.857373084077"
"2016-01-26 11:33:23:793710" "withmeness: 0.871635775669"
"2016-01-26 11:33:24:794130" "withmeness: 0.871635775669"
"2016-01-26 11:33:25:794543" "withmeness: 0.784472198102"
"2016-01-26 11:33:26:795381" "withmeness: 0.706024978292"
"2016-01-26 11:33:27:796327" "withmeness: 0.635422480463"
"2016-01-26 11:33:28:797501" "withmeness: 0.635422480463"
"2016-01-26 11:33:29:798772" "withmeness: 0.571880232417"
"2016-01-26 11:33:30:800031" "withmeness: 0.571880232417"
"2016-01-26 11:33:31:800355" "withmeness: 0.571880232417"
"2016-01-26 11:33:32:801423" "withmeness: 0.571880232417"
"2016-01-26 11:33:33:802637" "withmeness: 0.571880232417"
"2016-01-26 11:33:34:803868" "withmeness: 0.571880232417"
"2016-01-26 11:33:35:805105" "withmeness: 0.571880232417"
"2016-01-26 11:33:36:806000" "withmeness: 0.571880232417"
"2016-01-26 11:33:37:806972" "withmeness: 0.571880232417"
"2016-01-26 11:33:38:807996" "withmeness: 0.571880232417"
"2016-01-26 11:33:39:809216" "withmeness: 0.571880232417"
"2016-01-26 11:33:40:809866" "withmeness: 0.571880232417"
"2016-01-26 11:33:41:811093" "withmeness: 0.571880232417"
"2016-01-26 11:33:42:811721" "withmeness: 0.571880232417"
"2016-01-26 11:33:43:812934" "withmeness: 0.571880232417"
"2016-01-26 11:33:44:814045" "withmeness: 0.571880232417"
"2016-01-26 11:33:45:815084" "withmeness: 0.571880232417"
"2016-01-26 11:33:46:815593" "withmeness: 0.571880232417"
"2016-01-26 11:33:47:816829" "withmeness: 0.571880232417"
"2016-01-26 11:33:48:817731" "withmeness: 0.571880232417"
"2016-01-26 11:33:49:819086" "withmeness: 0.571880232417"
"2016-01-26 11:33:50:820186" "withmeness: 0.571880232417"
"2016-01-26 11:33:51:822349" "withmeness: 0.571880232417"
"2016-01-26 11:33:52:823061" "withmeness: 0.571880232417"
"2016-01-26 11:33:53:824196" "withmeness: 0.571880232417"
"2016-01-26 11:33:54:825430" "withmeness: 0.514692209175"
"2016-01-26 11:33:55:826686" "withmeness: 0.514692209175"
"2016-01-26 11:33:56:827701" "withmeness: 0.463222988258"
"2016-01-26 11:33:57:828948" "withmeness: 0.463222988258"
"2016-01-26 11:33:58:830156" "withmeness: 0.463222988258"
"2016-01-26 11:33:59:831404" "withmeness: 0.516900689432"
"2016-01-26 11:34:00:831759" "withmeness: 0.565210620489"
"2016-01-26 11:34:01:832995" "withmeness: 0.60868955844"
"2016-01-26 11:34:02:834226" "withmeness: 0.647820602596"
"2016-01-26 11:34:03:835493" "withmeness: 0.683038542336"
"2016-01-26 11:34:04:835803" "withmeness: 0.714734688103"
"2016-01-26 11:34:05:836988" "withmeness: 0.743261219292"
"2016-01-26 11:34:06:837697" "withmeness: 0.768935097363"
"2016-01-26 11:34:07:838454" "withmeness: 0.792041587627"
"2016-01-26 11:34:08:839609" "withmeness: 0.812837428864"
"2016-01-26 11:34:09:840311" "withmeness: 0.831553685978"
"2016-01-26 11:34:10:841090" "withmeness: 0.84839831738"
"2016-01-26 11:34:11:841277" "withmeness: 0.863558485642"
"2016-01-26 11:34:12:842417" "withmeness: 0.877202637078"
"2016-01-26 11:34:13:843583" "withmeness: 0.88948237337"
"2016-01-26 11:34:14:844765" "withmeness: 0.900534136033"
"2016-01-26 11:34:15:845935" "withmeness: 0.91048072243"
"2016-01-26 11:34:16:846692" "withmeness: 0.919432650187"
"2016-01-26 11:34:17:847832" "withmeness: 0.919432650187"
"2016-01-26 11:34:18:848997" "withmeness: 0.919432650187"
"2016-01-26 11:34:19:850235" "withmeness: 0.919432650187"
"2016-01-26 11:34:20:850941" "withmeness: 0.919432650187"
"2016-01-26 11:34:21:851597" "withmeness: 0.919432650187"
"2016-01-26 11:34:22:852014" "withmeness: 0.919432650187"
"2016-01-26 11:34:23:853221" "withmeness: 0.919432650187"
"2016-01-26 11:34:24:854264" "withmeness: 0.919432650187"
"2016-01-26 11:34:25:855513" "withmeness: 0.919432650187"
"2016-01-26 11:34:26:855794" "withmeness: 0.919432650187"
"2016-01-26 11:34:27:857125" "withmeness: 0.919432650187"
"2016-01-26 11:34:28:858047" "withmeness: 0.919432650187"
"2016-01-26 11:34:29:858952" "withmeness: 0.919432650187"
"2016-01-26 11:34:30:860219" "withmeness: 0.919432650187"
"2016-01-26 11:34:31:861307" "withmeness: 0.919432650187"
"2016-01-26 11:34:32:862533" "withmeness: 0.919432650187"
"2016-01-26 11:34:33:863620" "withmeness: 0.927489385168"
"2016-01-26 11:34:34:864833" "withmeness: 0.934740446651"
"2016-01-26 11:34:35:866031" "withmeness: 0.941266401986"
"2016-01-26 11:34:36:866742" "withmeness: 0.947139761787"
"2016-01-26 11:34:37:867966" "withmeness: 0.952425785609"
"2016-01-26 11:34:38:868310" "withmeness: 0.957183207048"
"2016-01-26 11:34:39:869478" "withmeness: 0.961464886343"
"2016-01-26 11:34:40:870654" "withmeness: 0.965318397709"
"2016-01-26 11:34:41:871768" "withmeness: 0.965318397709"
"2016-01-26 11:34:42:872963" "withmeness: 0.965318397709"
"2016-01-26 11:34:43:874150" "withmeness: 0.965318397709"
"2016-01-26 11:34:44:874899" "withmeness: 0.965318397709"
"2016-01-26 11:34:45:875765" "withmeness: 0.968786557938"
"2016-01-26 11:34:46:876665" "withmeness: 0.971907902144"
"2016-01-26 11:34:47:877949" "withmeness: 0.97471711193"
"2016-01-26 11:34:48:878566" "withmeness: 0.977245400737"
"2016-01-26 11:34:49:879612" "withmeness: 0.979520860663"
"2016-01-26 11:34:50:880894" "withmeness: 0.979520860663"
"2016-01-26 11:34:51:882133" "withmeness: 0.979520860663"
"2016-01-26 11:34:52:882776" "withmeness: 0.881568774597"
"2016-01-26 11:34:53:907954" "withmeness: 0.793411897137"
"2016-01-26 11:34:54:909139" "withmeness: 0.793411897137"
"2016-01-26 11:34:55:910418" "withmeness: 0.793411897137"
"2016-01-26 11:34:56:911623" "withmeness: 0.793411897137"
"2016-01-26 11:34:57:912917" "withmeness: 0.793411897137"
"2016-01-26 11:34:58:913165" "withmeness: 0.793411897137"
"2016-01-26 11:34:59:913840" "withmeness: 0.793411897137"
"2016-01-26 11:35:00:915086" "withmeness: 0.793411897137"
"2016-01-26 11:35:01:915768" "withmeness: 0.793411897137"
"2016-01-26 11:35:02:916995" "withmeness: 0.793411897137"
"2016-01-26 11:35:03:918092" "withmeness: 0.793411897137"
"2016-01-26 11:35:04:918314" "withmeness: 0.793411897137"
"2016-01-26 11:35:05:918642" "withmeness: 0.793411897137"
"2016-01-26 11:35:06:919771" "withmeness: 0.793411897137"
"2016-01-26 11:35:07:921082" "withmeness: 0.793411897137"
"2016-01-26 11:35:08:922259" "withmeness: 0.793411897137"
"2016-01-26 11:35:09:923638" "withmeness: 0.793411897137"
"2016-01-26 11:35:10:948064" "withmeness: 0.793411897137"
"2016-01-26 11:35:11:949234" "withmeness: 0.793411897137"
"2016-01-26 11:35:12:950563" "withmeness: 0.793411897137"
"2016-01-26 11:35:13:951814" "withmeness: 0.793411897137"
"2016-01-26 11:35:14:953019" "withmeness: 0.793411897137"
"2016-01-26 11:35:15:954236" "withmeness: 0.793411897137"
"2016-01-26 11:35:16:955552" "withmeness: 0.793411897137"
"2016-01-26 11:35:17:955779" "withmeness: 0.793411897137"
"2016-01-26 11:35:18:957152" "withmeness: 0.793411897137"
"2016-01-26 11:35:19:958190" "withmeness: 0.793411897137"
"2016-01-26 11:35:20:958924" "withmeness: 0.793411897137"
"2016-01-26 11:35:21:959817" "withmeness: 0.793411897137"
"2016-01-26 11:35:22:961010" "withmeness: 0.793411897137"
"2016-01-26 11:35:23:962268" "withmeness: 0.793411897137"
"2016-01-26 11:35:24:989298" "withmeness: 0.793411897137"
"2016-01-26 11:35:25:990410" "withmeness: 0.793411897137"
"2016-01-26 11:35:26:991515" "withmeness: 0.793411897137"
"2016-01-26 11:35:27:992953" "withmeness: 0.793411897137"
"2016-01-26 11:35:28:994226" "withmeness: 0.793411897137"
"2016-01-26 11:35:29:995437" "withmeness: 0.793411897137"
"2016-01-26 11:35:30:996636" "withmeness: 0.793411897137"
"2016-01-26 11:35:31:997862" "withmeness: 0.793411897137"
"2016-01-26 11:35:32:998960" "withmeness: 0.793411897137"
"2016-01-26 11:35:33:999772" "withmeness: 0.793411897137"
"2016-01-26 11:35:35:000971" "withmeness: 0.793411897137"
"2016-01-26 11:35:36:002193" "withmeness: 0.793411897137"
"2016-01-26 11:35:37:003412" "withmeness: 0.793411897137"
"2016-01-26 11:35:38:004557" "withmeness: 0.793411897137"
"2016-01-26 11:35:39:027886" "withmeness: 0.793411897137"
"2016-01-26 11:35:40:029198" "withmeness: 0.793411897137"
"2016-01-26 11:35:41:030646" "withmeness: 0.793411897137"
"2016-01-26 11:35:42:031775" "withmeness: 0.793411897137"
"2016-01-26 11:35:43:032989" "withmeness: 0.793411897137"
"2016-01-26 11:35:44:034169" "withmeness: 0.793411897137"
"2016-01-26 11:35:45:035613" "withmeness: 0.793411897137"
"2016-01-26 11:35:46:035875" "withmeness: 0.793411897137"
"2016-01-26 11:35:47:036989" "withmeness: 0.793411897137"
"2016-01-26 11:35:48:038238" "withmeness: 0.793411897137"
"2016-01-26 11:35:49:039485" "withmeness: 0.793411897137"
"2016-01-26 11:35:50:039760" "withmeness: 0.793411897137"
"2016-01-26 11:35:51:040987" "withmeness: 0.793411897137"
"2016-01-26 11:35:52:042189" "withmeness: 0.793411897137"
"2016-01-26 11:35:53:042830" "withmeness: 0.793411897137"
"2016-01-26 11:35:54:044065" "withmeness: 0.793411897137"
"2016-01-26 11:35:55:045302" "withmeness: 0.793411897137"
"2016-01-26 11:35:56:046593" "withmeness: 0.793411897137"
"2016-01-26 11:35:57:047874" "withmeness: 0.714070707423"
"2016-01-26 11:35:58:049098" "withmeness: 0.642663636681"
"2016-01-26 11:35:59:049919" "withmeness: 0.578397273013"
"2016-01-26 11:36:00:051052" "withmeness: 0.520557545712"
"2016-01-26 11:36:01:051728" "withmeness: 0.46850179114"
"2016-01-26 11:36:02:052936" "withmeness: 0.46850179114"
"2016-01-26 11:36:03:054175" "withmeness: 0.46850179114"
"2016-01-26 11:36:04:055370" "withmeness: 0.46850179114"
"2016-01-26 11:36:05:056632" "withmeness: 0.46850179114"
"2016-01-26 11:36:06:057887" "withmeness: 0.46850179114"
"2016-01-26 11:36:07:059116" "withmeness: 0.46850179114"
"2016-01-26 11:36:08:070185" "withmeness: 0.46850179114"
"2016-01-26 11:36:09:069863" "withmeness: 0.421651612026"
"2016-01-26 11:36:10:071120" "withmeness: 0.379486450824"
"2016-01-26 11:36:11:071833" "withmeness: 0.341537805741"
"2016-01-26 11:36:12:073149" "withmeness: 0.307384025167"
"2016-01-26 11:36:13:074285" "withmeness: 0.276645622651"
"2016-01-26 11:36:14:075632" "withmeness: 0.276645622651"
"2016-01-26 11:36:15:076786" "withmeness: 0.276645622651"
"2016-01-26 11:36:16:077834" "withmeness: 0.348981060385"
"2016-01-26 11:36:17:079232" "withmeness: 0.348981060385"
"2016-01-26 11:36:18:080153" "withmeness: 0.348981060385"
"2016-01-26 11:36:19:081096" "withmeness: 0.348981060385"
"2016-01-26 11:36:20:082311" "withmeness: 0.348981060385"
"2016-01-26 11:36:21:082704" "withmeness: 0.348981060385"
"2016-01-26 11:36:22:084070" "withmeness: 0.348981060385"
"2016-01-26 11:36:23:085185" "withmeness: 0.348981060385"
"2016-01-26 11:36:24:086405" "withmeness: 0.414082954347"
"2016-01-26 11:36:25:107893" "withmeness: 0.414082954347"
"2016-01-26 11:36:26:109052" "withmeness: 0.414082954347"
"2016-01-26 11:36:27:110306" "withmeness: 0.414082954347"
"2016-01-26 11:36:28:111427" "withmeness: 0.414082954347"
"2016-01-26 11:36:29:111783" "withmeness: 0.414082954347"
"2016-01-26 11:36:30:113086" "withmeness: 0.472674658912"
"2016-01-26 11:36:31:114271" "withmeness: 0.525407193021"
"2016-01-26 11:36:32:115480" "withmeness: 0.572866473719"
"2016-01-26 11:36:33:116779" "withmeness: 0.572866473719"
"2016-01-26 11:36:34:117945" "withmeness: 0.572866473719"
"2016-01-26 11:36:35:118338" "withmeness: 0.572866473719"
"2016-01-26 11:36:36:119587" "withmeness: 0.572866473719"
"2016-01-26 11:36:37:120857" "withmeness: 0.572866473719"
"2016-01-26 11:36:38:122133" "withmeness: 0.572866473719"
"2016-01-26 11:36:39:123339" "withmeness: 0.572866473719"
"2016-01-26 11:36:40:123935" "withmeness: 0.572866473719"
"2016-01-26 11:36:41:125252" "withmeness: 0.572866473719"
"2016-01-26 11:36:42:126440" "withmeness: 0.572866473719"
"2016-01-26 11:36:43:128047" "withmeness: 0.572866473719"
"2016-01-26 11:36:44:129177" "withmeness: 0.572866473719"
"2016-01-26 11:36:45:130420" "withmeness: 0.572866473719"
"2016-01-26 11:36:46:131672" "withmeness: 0.572866473719"
"2016-01-26 11:36:47:132916" "withmeness: 0.572866473719"
"2016-01-26 11:36:48:133692" "withmeness: 0.572866473719"
"2016-01-26 11:36:49:134876" "withmeness: 0.615579826347"
"2016-01-26 11:36:50:135761" "withmeness: 0.654021843712"
"2016-01-26 11:36:51:136985" "withmeness: 0.654021843712"
"2016-01-26 11:36:52:137228" "withmeness: 0.654021843712"
