*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 09:24:55:612636" "withmeness: 0.5"
"2016-01-28 09:24:56:613367" "withmeness: 0.5"
"2016-01-28 09:24:57:614563" "withmeness: 0.5"
"2016-01-28 09:24:58:615421" "withmeness: 0.5"
"2016-01-28 09:24:59:616062" "withmeness: 0.5"
"2016-01-28 09:25:00:617383" "withmeness: 0.5"
"2016-01-28 09:25:01:618877" "withmeness: 0.5"
"2016-01-28 09:25:02:620193" "withmeness: 0.5"
"2016-01-28 09:25:03:621333" "withmeness: 0.5"
"2016-01-28 09:25:04:622624" "withmeness: 0.5"
"2016-01-28 09:25:05:623864" "withmeness: 0.5"
"2016-01-28 09:25:06:625099" "withmeness: 0.5"
"2016-01-28 09:25:07:626346" "withmeness: 0.5"
"2016-01-28 09:25:08:627035" "withmeness: 0.5"
"2016-01-28 09:25:09:628220" "withmeness: 0.5"
"2016-01-28 09:25:10:629071" "withmeness: 0.5"
"2016-01-28 09:25:11:629344" "withmeness: 0.5"
"2016-01-28 09:25:12:630107" "withmeness: 0.5"
"2016-01-28 09:25:13:631396" "withmeness: 0.5"
"2016-01-28 09:25:14:632016" "withmeness: 0.5"
"2016-01-28 09:25:15:633201" "withmeness: 0.5"
"2016-01-28 09:25:16:634339" "withmeness: 0.5"
"2016-01-28 09:25:17:635543" "withmeness: 0.5"
"2016-01-28 09:25:18:636097" "withmeness: 0.5"
"2016-01-28 09:25:19:637404" "withmeness: 0.5"
"2016-01-28 09:25:20:638492" "withmeness: 0.5"
"2016-01-28 09:25:21:639731" "withmeness: 0.5"
"2016-01-28 09:25:22:640921" "withmeness: 0.5"
"2016-01-28 09:25:23:642200" "withmeness: 0.5"
"2016-01-28 09:25:24:643378" "withmeness: 0.5"
"2016-01-28 09:25:25:644606" "withmeness: 0.5"
"2016-01-28 09:25:26:645813" "withmeness: 0.5"
"2016-01-28 09:25:27:646888" "withmeness: 0.5"
"2016-01-28 09:25:28:648041" "withmeness: 0.5"
"2016-01-28 09:25:29:649235" "withmeness: 0.5"
"2016-01-28 09:25:30:650674" "withmeness: 0.5"
"2016-01-28 09:25:31:651934" "withmeness: 0.5"
"2016-01-28 09:25:32:653150" "withmeness: 0.5"
"2016-01-28 09:25:33:654231" "withmeness: 0.5"
"2016-01-28 09:25:34:654890" "withmeness: 0.5"
"2016-01-28 09:25:35:655979" "withmeness: 0.5"
"2016-01-28 09:25:36:657182" "withmeness: 0.5"
"2016-01-28 09:25:37:658435" "withmeness: 0.5"
"2016-01-28 09:25:38:659785" "withmeness: 0.5"
"2016-01-28 09:25:39:660284" "withmeness: 0.45"
"2016-01-28 09:25:40:661453" "withmeness: 0.405"
"2016-01-28 09:25:41:661710" "withmeness: 0.3645"
"2016-01-28 09:25:42:662935" "withmeness: 0.3645"
"2016-01-28 09:25:43:664198" "withmeness: 0.32805"
"2016-01-28 09:25:44:665249" "withmeness: 0.295245"
"2016-01-28 09:25:45:666477" "withmeness: 0.295245"
"2016-01-28 09:25:46:667673" "withmeness: 0.295245"
"2016-01-28 09:25:47:668779" "withmeness: 0.2657205"
"2016-01-28 09:25:48:670084" "withmeness: 0.23914845"
"2016-01-28 09:25:49:671265" "withmeness: 0.315233605"
"2016-01-28 09:25:50:672183" "withmeness: 0.2837102445"
"2016-01-28 09:25:51:673268" "withmeness: 0.35533922005"
"2016-01-28 09:25:52:674651" "withmeness: 0.419805298045"
"2016-01-28 09:25:53:675179" "withmeness: 0.477824768241"
"2016-01-28 09:25:54:675979" "withmeness: 0.530042291416"
"2016-01-28 09:25:55:676613" "withmeness: 0.530042291416"
"2016-01-28 09:25:56:678312" "withmeness: 0.577038062275"
"2016-01-28 09:25:57:679432" "withmeness: 0.577038062275"
"2016-01-28 09:25:58:680613" "withmeness: 0.577038062275"
"2016-01-28 09:25:59:681314" "withmeness: 0.619334256047"
"2016-01-28 09:26:00:682353" "withmeness: 0.657400830443"
"2016-01-28 09:26:01:683790" "withmeness: 0.691660747398"
"2016-01-28 09:26:02:684058" "withmeness: 0.722494672658"
"2016-01-28 09:26:03:685325" "withmeness: 0.750245205393"
"2016-01-28 09:26:04:686439" "withmeness: 0.775220684853"
"2016-01-28 09:26:05:687283" "withmeness: 0.797698616368"
"2016-01-28 09:26:06:688513" "withmeness: 0.797698616368"
"2016-01-28 09:26:07:689709" "withmeness: 0.817928754731"
"2016-01-28 09:26:08:690907" "withmeness: 0.836135879258"
"2016-01-28 09:26:09:691863" "withmeness: 0.836135879258"
"2016-01-28 09:26:10:693102" "withmeness: 0.852522291332"
"2016-01-28 09:26:11:694215" "withmeness: 0.867270062199"
"2016-01-28 09:26:12:695436" "withmeness: 0.880543055979"
"2016-01-28 09:26:13:696790" "withmeness: 0.880543055979"
"2016-01-28 09:26:14:697704" "withmeness: 0.880543055979"
"2016-01-28 09:26:15:698951" "withmeness: 0.892488750381"
"2016-01-28 09:26:16:700054" "withmeness: 0.903239875343"
"2016-01-28 09:26:17:700379" "withmeness: 0.903239875343"
"2016-01-28 09:26:18:701596" "withmeness: 0.912915887809"
"2016-01-28 09:26:19:702813" "withmeness: 0.912915887809"
"2016-01-28 09:26:20:728167" "withmeness: 0.912915887809"
"2016-01-28 09:26:21:736105" "withmeness: 0.912915887809"
"2016-01-28 09:26:22:744205" "withmeness: 0.912915887809"
"2016-01-28 09:26:23:753152" "withmeness: 0.912915887809"
"2016-01-28 09:26:24:753380" "withmeness: 0.912915887809"
"2016-01-28 09:26:25:756826" "withmeness: 0.821624299028"
"2016-01-28 09:26:26:777408" "withmeness: 0.739461869125"
"2016-01-28 09:26:27:797133" "withmeness: 0.765515682213"
"2016-01-28 09:26:28:797562" "withmeness: 0.788964113991"
"2016-01-28 09:26:29:816128" "withmeness: 0.788964113991"
"2016-01-28 09:26:30:816734" "withmeness: 0.788964113991"
"2016-01-28 09:26:31:818497" "withmeness: 0.788964113991"
"2016-01-28 09:26:32:820021" "withmeness: 0.788964113991"
"2016-01-28 09:26:33:820097" "withmeness: 0.788964113991"
"2016-01-28 09:26:34:821258" "withmeness: 0.788964113991"
"2016-01-28 09:26:35:822648" "withmeness: 0.710067702592"
"2016-01-28 09:26:36:823927" "withmeness: 0.639060932333"
"2016-01-28 09:26:37:824303" "withmeness: 0.5751548391"
"2016-01-28 09:26:38:826489" "withmeness: 0.51763935519"
"2016-01-28 09:26:39:832065" "withmeness: 0.465875419671"
"2016-01-28 09:26:40:833410" "withmeness: 0.465875419671"
"2016-01-28 09:26:41:836917" "withmeness: 0.465875419671"
"2016-01-28 09:26:42:856147" "withmeness: 0.519287877704"
"2016-01-28 09:26:43:876111" "withmeness: 0.467359089933"
"2016-01-28 09:26:44:877406" "withmeness: 0.52062318094"
"2016-01-28 09:26:45:896069" "withmeness: 0.568560862846"
"2016-01-28 09:26:46:896383" "withmeness: 0.611704776561"
"2016-01-28 09:26:47:897640" "withmeness: 0.650534298905"
"2016-01-28 09:26:48:898334" "withmeness: 0.685480869015"
"2016-01-28 09:26:49:899637" "withmeness: 0.716932782113"
"2016-01-28 09:26:50:900839" "withmeness: 0.745239503902"
"2016-01-28 09:26:51:902065" "withmeness: 0.770715553512"
"2016-01-28 09:26:52:903444" "withmeness: 0.793643998161"
"2016-01-28 09:26:53:904093" "withmeness: 0.793643998161"
"2016-01-28 09:26:54:905446" "withmeness: 0.793643998161"
"2016-01-28 09:26:55:906753" "withmeness: 0.814279598345"
"2016-01-28 09:26:56:907871" "withmeness: 0.83285163851"
"2016-01-28 09:26:57:916664" "withmeness: 0.849566474659"
"2016-01-28 09:26:58:936677" "withmeness: 0.864609827193"
"2016-01-28 09:26:59:956328" "withmeness: 0.878148844474"
"2016-01-28 09:27:00:957326" "withmeness: 0.890333960026"
"2016-01-28 09:27:01:976235" "withmeness: 0.901300564024"
"2016-01-28 09:27:02:977067" "withmeness: 0.911170507621"
"2016-01-28 09:27:03:978328" "withmeness: 0.920053456859"
"2016-01-28 09:27:04:979524" "withmeness: 0.928048111173"
"2016-01-28 09:27:05:983941" "withmeness: 0.935243300056"
"2016-01-28 09:27:06:985301" "withmeness: 0.935243300056"
"2016-01-28 09:27:07:986326" "withmeness: 0.935243300056"
"2016-01-28 09:27:08:987633" "withmeness: 0.94171897005"
"2016-01-28 09:27:09:988108" "withmeness: 0.947547073045"
"2016-01-28 09:27:10:989312" "withmeness: 0.952792365741"
"2016-01-28 09:27:11:990557" "withmeness: 0.957513129167"
"2016-01-28 09:27:12:991750" "withmeness: 0.957513129167"
"2016-01-28 09:27:13:992019" "withmeness: 0.957513129167"
"2016-01-28 09:27:15:016381" "withmeness: 0.957513129167"
"2016-01-28 09:27:16:017341" "withmeness: 0.957513129167"
"2016-01-28 09:27:17:017559" "withmeness: 0.957513129167"
"2016-01-28 09:27:18:018575" "withmeness: 0.957513129167"
"2016-01-28 09:27:19:019889" "withmeness: 0.957513129167"
"2016-01-28 09:27:20:021103" "withmeness: 0.957513129167"
"2016-01-28 09:27:21:022276" "withmeness: 0.957513129167"
"2016-01-28 09:27:22:023595" "withmeness: 0.957513129167"
"2016-01-28 09:27:23:024817" "withmeness: 0.957513129167"
"2016-01-28 09:27:24:025825" "withmeness: 0.957513129167"
"2016-01-28 09:27:25:027005" "withmeness: 0.957513129167"
"2016-01-28 09:27:26:028012" "withmeness: 0.957513129167"
"2016-01-28 09:27:27:029384" "withmeness: 0.957513129167"
"2016-01-28 09:27:28:030688" "withmeness: 0.957513129167"
"2016-01-28 09:27:29:031977" "withmeness: 0.957513129167"
"2016-01-28 09:27:30:059724" "withmeness: 0.957513129167"
"2016-01-28 09:27:31:056652" "withmeness: 0.957513129167"
"2016-01-28 09:27:32:057914" "withmeness: 0.957513129167"
"2016-01-28 09:27:33:065443" "withmeness: 0.957513129167"
"2016-01-28 09:27:34:073699" "withmeness: 0.957513129167"
"2016-01-28 09:27:35:080451" "withmeness: 0.957513129167"
"2016-01-28 09:27:36:088456" "withmeness: 0.957513129167"
"2016-01-28 09:27:37:096206" "withmeness: 0.957513129167"
"2016-01-28 09:27:38:116335" "withmeness: 0.957513129167"
"2016-01-28 09:27:39:136167" "withmeness: 0.957513129167"
"2016-01-28 09:27:40:156520" "withmeness: 0.96176181625"
"2016-01-28 09:27:41:176414" "withmeness: 0.965585634625"
"2016-01-28 09:27:42:177056" "withmeness: 0.969027071163"
"2016-01-28 09:27:43:180125" "withmeness: 0.972124364046"
"2016-01-28 09:27:44:179495" "withmeness: 0.972124364046"
"2016-01-28 09:27:45:180712" "withmeness: 0.972124364046"
"2016-01-28 09:27:46:181985" "withmeness: 0.972124364046"
"2016-01-28 09:27:47:183240" "withmeness: 0.972124364046"
"2016-01-28 09:27:48:184092" "withmeness: 0.972124364046"
"2016-01-28 09:27:49:192122" "withmeness: 0.974911927642"
"2016-01-28 09:27:50:200183" "withmeness: 0.977420734878"
"2016-01-28 09:27:51:209120" "withmeness: 0.977420734878"
"2016-01-28 09:27:52:216848" "withmeness: 0.977420734878"
"2016-01-28 09:27:53:236395" "withmeness: 0.977420734878"
"2016-01-28 09:27:54:260150" "withmeness: 0.977420734878"
"2016-01-28 09:27:55:276291" "withmeness: 0.977420734878"
"2016-01-28 09:27:56:296094" "withmeness: 0.977420734878"
"2016-01-28 09:27:57:296395" "withmeness: 0.977420734878"
"2016-01-28 09:27:58:298007" "withmeness: 0.977420734878"
"2016-01-28 09:27:59:298485" "withmeness: 0.977420734878"
"2016-01-28 09:28:00:299671" "withmeness: 0.977420734878"
"2016-01-28 09:28:01:300011" "withmeness: 0.977420734878"
"2016-01-28 09:28:02:301245" "withmeness: 0.977420734878"
"2016-01-28 09:28:03:302467" "withmeness: 0.977420734878"
"2016-01-28 09:28:04:303729" "withmeness: 0.977420734878"
"2016-01-28 09:28:05:304954" "withmeness: 0.977420734878"
"2016-01-28 09:28:06:306098" "withmeness: 0.977420734878"
"2016-01-28 09:28:07:306986" "withmeness: 0.977420734878"
"2016-01-28 09:28:08:308164" "withmeness: 0.977420734878"
"2016-01-28 09:28:09:319396" "withmeness: 0.977420734878"
"2016-01-28 09:28:10:338442" "withmeness: 0.977420734878"
"2016-01-28 09:28:11:356391" "withmeness: 0.977420734878"
"2016-01-28 09:28:12:377008" "withmeness: 0.977420734878"
"2016-01-28 09:28:13:384141" "withmeness: 0.97967866139"
"2016-01-28 09:28:14:392073" "withmeness: 0.981710795251"
"2016-01-28 09:28:15:400831" "withmeness: 0.983539715726"
"2016-01-28 09:28:16:408197" "withmeness: 0.983539715726"
"2016-01-28 09:28:17:416291" "withmeness: 0.983539715726"
"2016-01-28 09:28:18:424095" "withmeness: 0.983539715726"
"2016-01-28 09:28:19:432137" "withmeness: 0.983539715726"
"2016-01-28 09:28:20:440624" "withmeness: 0.983539715726"
"2016-01-28 09:28:21:441635" "withmeness: 0.983539715726"
"2016-01-28 09:28:22:456155" "withmeness: 0.983539715726"
"2016-01-28 09:28:23:476611" "withmeness: 0.983539715726"
"2016-01-28 09:28:24:496035" "withmeness: 0.983539715726"
"2016-01-28 09:28:25:496699" "withmeness: 0.983539715726"
"2016-01-28 09:28:26:497857" "withmeness: 0.983539715726"
"2016-01-28 09:28:27:499173" "withmeness: 0.983539715726"
"2016-01-28 09:28:28:500500" "withmeness: 0.983539715726"
"2016-01-28 09:28:29:500655" "withmeness: 0.983539715726"
"2016-01-28 09:28:30:501932" "withmeness: 0.983539715726"
"2016-01-28 09:28:31:503144" "withmeness: 0.983539715726"
"2016-01-28 09:28:32:504332" "withmeness: 0.983539715726"
"2016-01-28 09:28:33:505589" "withmeness: 0.983539715726"
"2016-01-28 09:28:34:506339" "withmeness: 0.983539715726"
"2016-01-28 09:28:35:507858" "withmeness: 0.983539715726"
"2016-01-28 09:28:36:509172" "withmeness: 0.983539715726"
"2016-01-28 09:28:37:516457" "withmeness: 0.983539715726"
"2016-01-28 09:28:38:536474" "withmeness: 0.983539715726"
"2016-01-28 09:28:39:558365" "withmeness: 0.983539715726"
"2016-01-28 09:28:40:576346" "withmeness: 0.983539715726"
"2016-01-28 09:28:41:577683" "withmeness: 0.983539715726"
"2016-01-28 09:28:42:578980" "withmeness: 0.983539715726"
"2016-01-28 09:28:43:580196" "withmeness: 0.983539715726"
"2016-01-28 09:28:44:581576" "withmeness: 0.983539715726"
"2016-01-28 09:28:45:583116" "withmeness: 0.983539715726"
"2016-01-28 09:28:46:584037" "withmeness: 0.983539715726"
