*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 13:49:21:232413" "target: _/tablet"
"2016-01-28 13:49:21:265750" "target: _/tablet"
"2016-01-28 13:49:21:299042" "target: _/tablet"
"2016-01-28 13:49:21:332396" "target: _/tablet"
"2016-01-28 13:49:21:365755" "target: _/tablet"
"2016-01-28 13:49:21:399054" "target: _/tablet"
"2016-01-28 13:49:21:432414" "target: _/tablet"
"2016-01-28 13:49:21:465757" "target: _/tablet"
"2016-01-28 13:49:21:499063" "target: _/tablet"
"2016-01-28 13:49:36:699263" "target: _/tablet"
"2016-01-28 13:49:36:732618" "target: _/tablet"
"2016-01-28 13:49:36:765745" "target: _/tablet"
"2016-01-28 13:49:36:799096" "target: _/tablet"
"2016-01-28 13:49:36:832441" "target: _/tablet"
"2016-01-28 13:49:36:865786" "target: _/tablet"
"2016-01-28 13:49:43:699029" "target: _/selection_tablet"
"2016-01-28 13:49:43:965710" "target: _/selection_tablet"
"2016-01-28 13:49:43:999052" "target: _/selection_tablet"
"2016-01-28 13:49:52:999085" "target: _/selection_tablet"
"2016-01-28 13:49:53:032371" "target: _/selection_tablet"
"2016-01-28 13:50:08:265758" "target: _/robot_head"
"2016-01-28 13:50:08:299045" "target: _/robot_head"
"2016-01-28 13:51:14:332401" "target: _/tablet"
"2016-01-28 13:51:14:365768" "target: _/tablet"
"2016-01-28 13:51:15:665752" "target: _/tablet"
"2016-01-28 13:51:15:699092" "target: _/tablet"
"2016-01-28 13:51:15:736558" "target: _/tablet"
"2016-01-28 13:51:15:765789" "target: _/tablet"
"2016-01-28 13:51:15:799035" "target: _/tablet"
"2016-01-28 13:51:16:217037" "target: _/selection_tablet"
"2016-01-28 13:51:16:232391" "target: _/selection_tablet"
"2016-01-28 13:51:16:265801" "target: _/selection_tablet"
