*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 13:18:39:622981" "withmeness: 0.5"
"2016-01-25 13:18:40:624419" "withmeness: 0.5"
"2016-01-25 13:18:41:625576" "withmeness: 0.5"
"2016-01-25 13:18:42:626764" "withmeness: 0.5"
"2016-01-25 13:18:43:627821" "withmeness: 0.5"
"2016-01-25 13:18:44:629085" "withmeness: 0.5"
"2016-01-25 13:18:45:631563" "withmeness: 0.5"
"2016-01-25 13:18:46:632089" "withmeness: 0.5"
"2016-01-25 13:18:47:632471" "withmeness: 0.5"
"2016-01-25 13:18:48:633055" "withmeness: 0.5"
"2016-01-25 13:18:49:634264" "withmeness: 0.5"
"2016-01-25 13:18:50:635106" "withmeness: 0.5"
"2016-01-25 13:18:51:635572" "withmeness: 0.5"
"2016-01-25 13:18:52:636492" "withmeness: 0.5"
"2016-01-25 13:18:53:637970" "withmeness: 0.5"
"2016-01-25 13:18:54:638784" "withmeness: 0.45"
"2016-01-25 13:18:55:639877" "withmeness: 0.405"
"2016-01-25 13:18:56:641110" "withmeness: 0.405"
"2016-01-25 13:18:57:642433" "withmeness: 0.405"
"2016-01-25 13:18:58:643851" "withmeness: 0.405"
"2016-01-25 13:18:59:645024" "withmeness: 0.405"
"2016-01-25 13:19:00:646291" "withmeness: 0.405"
"2016-01-25 13:19:01:647915" "withmeness: 0.405"
"2016-01-25 13:19:02:648802" "withmeness: 0.405"
"2016-01-25 13:19:03:650045" "withmeness: 0.405"
"2016-01-25 13:19:04:651265" "withmeness: 0.405"
"2016-01-25 13:19:05:652509" "withmeness: 0.405"
"2016-01-25 13:19:06:653775" "withmeness: 0.405"
"2016-01-25 13:19:07:654986" "withmeness: 0.405"
"2016-01-25 13:19:08:656267" "withmeness: 0.405"
"2016-01-25 13:19:09:657559" "withmeness: 0.405"
"2016-01-25 13:19:10:658409" "withmeness: 0.405"
"2016-01-25 13:19:11:659528" "withmeness: 0.405"
"2016-01-25 13:19:12:661497" "withmeness: 0.405"
"2016-01-25 13:19:13:662457" "withmeness: 0.405"
"2016-01-25 13:19:14:663475" "withmeness: 0.405"
"2016-01-25 13:19:15:664660" "withmeness: 0.405"
"2016-01-25 13:19:16:666169" "withmeness: 0.405"
"2016-01-25 13:19:17:667226" "withmeness: 0.3645"
"2016-01-25 13:19:18:668184" "withmeness: 0.32805"
"2016-01-25 13:19:19:669441" "withmeness: 0.32805"
"2016-01-25 13:19:20:670707" "withmeness: 0.32805"
"2016-01-25 13:19:21:671924" "withmeness: 0.295245"
"2016-01-25 13:19:22:672728" "withmeness: 0.295245"
"2016-01-25 13:19:23:674001" "withmeness: 0.2657205"
"2016-01-25 13:19:24:675003" "withmeness: 0.2657205"
"2016-01-25 13:19:25:675593" "withmeness: 0.2657205"
"2016-01-25 13:19:26:676500" "withmeness: 0.2657205"
"2016-01-25 13:19:27:677705" "withmeness: 0.2657205"
"2016-01-25 13:19:28:678845" "withmeness: 0.2657205"
"2016-01-25 13:19:29:680196" "withmeness: 0.23914845"
"2016-01-25 13:19:30:681227" "withmeness: 0.215233605"
"2016-01-25 13:19:31:682444" "withmeness: 0.215233605"
"2016-01-25 13:19:32:683053" "withmeness: 0.215233605"
"2016-01-25 13:19:33:683772" "withmeness: 0.215233605"
"2016-01-25 13:19:34:684969" "withmeness: 0.215233605"
"2016-01-25 13:19:35:685934" "withmeness: 0.215233605"
"2016-01-25 13:19:36:687074" "withmeness: 0.215233605"
"2016-01-25 13:19:37:688080" "withmeness: 0.215233605"
"2016-01-25 13:19:38:688869" "withmeness: 0.215233605"
"2016-01-25 13:19:39:689396" "withmeness: 0.215233605"
"2016-01-25 13:19:40:690450" "withmeness: 0.215233605"
"2016-01-25 13:19:41:691424" "withmeness: 0.215233605"
"2016-01-25 13:19:42:692499" "withmeness: 0.215233605"
"2016-01-25 13:19:43:693557" "withmeness: 0.215233605"
"2016-01-25 13:19:44:694854" "withmeness: 0.215233605"
"2016-01-25 13:19:45:696157" "withmeness: 0.215233605"
"2016-01-25 13:19:46:705281" "withmeness: 0.215233605"
"2016-01-25 13:19:47:705139" "withmeness: 0.215233605"
"2016-01-25 13:19:48:706256" "withmeness: 0.1937102445"
"2016-01-25 13:19:49:707115" "withmeness: 0.1937102445"
"2016-01-25 13:19:50:707794" "withmeness: 0.1937102445"
"2016-01-25 13:19:51:709016" "withmeness: 0.1937102445"
"2016-01-25 13:19:52:710475" "withmeness: 0.17433922005"
"2016-01-25 13:19:53:712949" "withmeness: 0.156905298045"
"2016-01-25 13:19:54:720095" "withmeness: 0.141214768241"
"2016-01-25 13:19:55:728182" "withmeness: 0.127093291416"
"2016-01-25 13:19:56:736495" "withmeness: 0.127093291416"
"2016-01-25 13:19:57:744569" "withmeness: 0.114383962275"
"2016-01-25 13:19:58:764436" "withmeness: 0.114383962275"
"2016-01-25 13:19:59:784187" "withmeness: 0.114383962275"
"2016-01-25 13:20:00:804041" "withmeness: 0.114383962275"
"2016-01-25 13:20:01:824050" "withmeness: 0.102945566047"
"2016-01-25 13:20:02:825290" "withmeness: 0.102945566047"
"2016-01-25 13:20:03:826474" "withmeness: 0.102945566047"
"2016-01-25 13:20:04:827827" "withmeness: 0.102945566047"
"2016-01-25 13:20:05:829756" "withmeness: 0.0926510094426"
"2016-01-25 13:20:06:830161" "withmeness: 0.0833859084983"
"2016-01-25 13:20:07:831430" "withmeness: 0.0750473176485"
"2016-01-25 13:20:08:832621" "withmeness: 0.0675425858836"
"2016-01-25 13:20:09:833899" "withmeness: 0.0675425858836"
"2016-01-25 13:20:10:834904" "withmeness: 0.0607883272953"
"2016-01-25 13:20:11:836190" "withmeness: 0.0607883272953"
"2016-01-25 13:20:12:836226" "withmeness: 0.0607883272953"
"2016-01-25 13:20:13:837529" "withmeness: 0.0607883272953"
"2016-01-25 13:20:14:838706" "withmeness: 0.0607883272953"
"2016-01-25 13:20:15:839978" "withmeness: 0.0607883272953"
"2016-01-25 13:20:16:841024" "withmeness: 0.0547094945658"
"2016-01-25 13:20:17:844655" "withmeness: 0.0492385451092"
"2016-01-25 13:20:18:863850" "withmeness: 0.0443146905983"
"2016-01-25 13:20:19:883882" "withmeness: 0.0443146905983"
"2016-01-25 13:20:20:904269" "withmeness: 0.0398832215384"
"2016-01-25 13:20:21:905064" "withmeness: 0.0358948993846"
"2016-01-25 13:20:22:906000" "withmeness: 0.132305409446"
"2016-01-25 13:20:23:907293" "withmeness: 0.132305409446"
"2016-01-25 13:20:24:907685" "withmeness: 0.132305409446"
"2016-01-25 13:20:25:908980" "withmeness: 0.219074868502"
"2016-01-25 13:20:26:910150" "withmeness: 0.219074868502"
"2016-01-25 13:20:27:911432" "withmeness: 0.219074868502"
"2016-01-25 13:20:28:911951" "withmeness: 0.219074868502"
"2016-01-25 13:20:29:913173" "withmeness: 0.219074868502"
"2016-01-25 13:20:30:914427" "withmeness: 0.219074868502"
"2016-01-25 13:20:31:916100" "withmeness: 0.297167381651"
"2016-01-25 13:20:32:916539" "withmeness: 0.267450643486"
"2016-01-25 13:20:33:917773" "withmeness: 0.240705579138"
"2016-01-25 13:20:34:919242" "withmeness: 0.216635021224"
"2016-01-25 13:20:35:919923" "withmeness: 0.194971519101"
"2016-01-25 13:20:36:921578" "withmeness: 0.175474367191"
