*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 08:51:31:287011" "withmeness: 0.5"
"2016-01-28 08:51:32:288022" "withmeness: 0.5"
"2016-01-28 08:51:33:289131" "withmeness: 0.5"
"2016-01-28 08:51:34:289848" "withmeness: 0.5"
"2016-01-28 08:51:35:290988" "withmeness: 0.5"
"2016-01-28 08:51:36:292163" "withmeness: 0.5"
"2016-01-28 08:51:37:293353" "withmeness: 0.5"
"2016-01-28 08:51:38:294646" "withmeness: 0.5"
"2016-01-28 08:51:39:295952" "withmeness: 0.5"
"2016-01-28 08:51:40:296986" "withmeness: 0.5"
"2016-01-28 08:51:41:297368" "withmeness: 0.5"
"2016-01-28 08:51:42:298568" "withmeness: 0.5"
"2016-01-28 08:51:43:300016" "withmeness: 0.5"
"2016-01-28 08:51:44:301171" "withmeness: 0.5"
"2016-01-28 08:51:45:302365" "withmeness: 0.5"
"2016-01-28 08:51:46:303398" "withmeness: 0.5"
"2016-01-28 08:51:47:304619" "withmeness: 0.5"
"2016-01-28 08:51:48:305879" "withmeness: 0.5"
"2016-01-28 08:51:49:306964" "withmeness: 0.5"
"2016-01-28 08:51:50:308283" "withmeness: 0.5"
"2016-01-28 08:51:51:309144" "withmeness: 0.5"
"2016-01-28 08:51:52:310450" "withmeness: 0.5"
"2016-01-28 08:51:53:311425" "withmeness: 0.5"
"2016-01-28 08:51:54:312005" "withmeness: 0.5"
"2016-01-28 08:51:55:312740" "withmeness: 0.5"
"2016-01-28 08:51:56:313976" "withmeness: 0.5"
"2016-01-28 08:51:57:314774" "withmeness: 0.5"
"2016-01-28 08:51:58:315080" "withmeness: 0.55"
"2016-01-28 08:51:59:316250" "withmeness: 0.595"
"2016-01-28 08:52:00:316721" "withmeness: 0.6355"
"2016-01-28 08:52:01:317672" "withmeness: 0.67195"
"2016-01-28 08:52:02:319611" "withmeness: 0.67195"
"2016-01-28 08:52:03:320179" "withmeness: 0.604755"
"2016-01-28 08:52:04:321188" "withmeness: 0.5442795"
"2016-01-28 08:52:05:321853" "withmeness: 0.48985155"
"2016-01-28 08:52:06:323141" "withmeness: 0.48985155"
"2016-01-28 08:52:07:324009" "withmeness: 0.440866395"
"2016-01-28 08:52:08:325293" "withmeness: 0.3967797555"
"2016-01-28 08:52:09:325486" "withmeness: 0.3967797555"
"2016-01-28 08:52:10:326743" "withmeness: 0.3967797555"
"2016-01-28 08:52:11:326921" "withmeness: 0.3967797555"
"2016-01-28 08:52:12:327902" "withmeness: 0.3967797555"
