*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 08:34:29:094634" "target: _/robot_head"
"2016-01-26 08:34:29:094755" "target: _/robot_head"
"2016-01-26 08:34:29:120859" "target: _/robot_head"
"2016-01-26 08:34:29:154253" "target: _/robot_head"
"2016-01-26 08:34:29:187557" "target: _/robot_head"
"2016-01-26 08:34:29:687536" "target: _/robot_head"
"2016-01-26 08:34:29:720894" "target: _/robot_head"
"2016-01-26 08:34:29:754386" "target: _/robot_head"
"2016-01-26 08:34:29:787551" "target: _/robot_head"
"2016-01-26 08:34:29:821047" "target: _/robot_head"
"2016-01-26 08:34:29:854257" "target: _/robot_head"
"2016-01-26 08:34:29:887544" "target: _/robot_head"
"2016-01-26 08:34:29:920864" "target: _/robot_head"
"2016-01-26 08:34:29:954244" "target: _/robot_head"
"2016-01-26 08:34:29:987548" "target: _/robot_head"
"2016-01-26 08:34:30:020898" "target: _/robot_head"
"2016-01-26 08:34:30:054312" "target: _/robot_head"
"2016-01-26 08:34:30:087554" "target: _/robot_head"
"2016-01-26 08:34:30:120883" "target: _/robot_head"
"2016-01-26 08:34:30:154210" "target: _/robot_head"
"2016-01-26 08:34:30:187556" "target: _/robot_head"
"2016-01-26 08:34:30:220851" "target: _/robot_head"
"2016-01-26 08:34:30:254210" "target: _/robot_head"
"2016-01-26 08:34:30:287521" "target: _/robot_head"
"2016-01-26 08:34:30:320863" "target: _/robot_head"
"2016-01-26 08:34:30:354256" "target: _/robot_head"
"2016-01-26 08:34:30:387545" "target: _/robot_head"
"2016-01-26 08:34:30:420924" "target: _/robot_head"
"2016-01-26 08:34:30:454193" "target: _/robot_head"
"2016-01-26 08:34:30:487521" "target: _/robot_head"
"2016-01-26 08:34:30:520867" "target: _/robot_head"
"2016-01-26 08:34:30:554188" "target: _/robot_head"
"2016-01-26 08:34:30:587539" "target: _/robot_head"
"2016-01-26 08:34:30:620873" "target: _/robot_head"
"2016-01-26 08:34:30:654344" "target: _/robot_head"
"2016-01-26 08:34:30:687515" "target: _/robot_head"
"2016-01-26 08:34:30:720907" "target: _/robot_head"
"2016-01-26 08:34:30:754251" "target: _/robot_head"
"2016-01-26 08:34:30:787517" "target: _/robot_head"
"2016-01-26 08:34:30:820844" "target: _/robot_head"
"2016-01-26 08:34:30:854245" "target: _/robot_head"
"2016-01-26 08:34:30:887519" "target: _/robot_head"
"2016-01-26 08:34:30:920838" "target: _/robot_head"
"2016-01-26 08:34:30:954221" "target: _/robot_head"
"2016-01-26 08:34:30:987506" "target: _/robot_head"
"2016-01-26 08:34:31:020879" "target: _/robot_head"
"2016-01-26 08:34:31:054191" "target: _/robot_head"
"2016-01-26 08:34:31:087525" "target: _/robot_head"
"2016-01-26 08:34:31:120844" "target: _/robot_head"
"2016-01-26 08:34:31:154179" "target: _/robot_head"
"2016-01-26 08:34:31:187523" "target: _/robot_head"
"2016-01-26 08:34:31:220838" "target: _/robot_head"
"2016-01-26 08:34:31:254169" "target: _/robot_head"
"2016-01-26 08:34:31:287520" "target: _/robot_head"
"2016-01-26 08:34:31:321403" "target: _/robot_head"
"2016-01-26 08:34:31:354199" "target: _/robot_head"
"2016-01-26 08:34:31:387520" "target: _/robot_head"
"2016-01-26 08:34:31:420881" "target: _/robot_head"
"2016-01-26 08:34:31:454195" "target: _/robot_head"
"2016-01-26 08:34:31:487532" "target: _/robot_head"
"2016-01-26 08:34:31:520873" "target: _/robot_head"
"2016-01-26 08:34:31:554183" "target: _/robot_head"
"2016-01-26 08:34:31:587520" "target: _/robot_head"
"2016-01-26 08:34:31:620877" "target: _/robot_head"
"2016-01-26 08:34:31:654174" "target: _/robot_head"
"2016-01-26 08:34:31:687631" "target: _/robot_head"
"2016-01-26 08:34:31:720844" "target: _/robot_head"
"2016-01-26 08:34:31:754173" "target: _/robot_head"
"2016-01-26 08:34:31:787675" "target: _/robot_head"
"2016-01-26 08:34:31:820838" "target: _/robot_head"
"2016-01-26 08:34:31:854212" "target: _/robot_head"
"2016-01-26 08:34:31:887546" "target: _/robot_head"
"2016-01-26 08:34:31:920906" "target: _/robot_head"
"2016-01-26 08:34:31:954196" "target: _/robot_head"
"2016-01-26 08:34:31:987520" "target: _/robot_head"
"2016-01-26 08:34:32:020852" "target: _/robot_head"
"2016-01-26 08:34:32:054230" "target: _/robot_head"
"2016-01-26 08:34:32:087533" "target: _/robot_head"
"2016-01-26 08:34:32:120879" "target: _/robot_head"
"2016-01-26 08:34:32:154180" "target: _/robot_head"
"2016-01-26 08:34:32:187630" "target: _/robot_head"
"2016-01-26 08:34:32:220879" "target: _/robot_head"
"2016-01-26 08:34:32:254275" "target: _/robot_head"
"2016-01-26 08:34:32:287537" "target: _/robot_head"
"2016-01-26 08:34:32:320842" "target: _/robot_head"
"2016-01-26 08:34:32:354202" "target: _/robot_head"
"2016-01-26 08:34:32:387525" "target: _/robot_head"
"2016-01-26 08:34:32:420892" "target: _/robot_head"
"2016-01-26 08:34:32:454185" "target: _/robot_head"
"2016-01-26 08:34:32:487500" "target: _/robot_head"
"2016-01-26 08:34:32:520873" "target: _/robot_head"
"2016-01-26 08:34:32:554327" "target: _/robot_head"
"2016-01-26 08:34:32:587524" "target: _/robot_head"
"2016-01-26 08:34:32:620895" "target: _/robot_head"
"2016-01-26 08:34:32:654176" "target: _/robot_head"
"2016-01-26 08:34:32:687529" "target: _/robot_head"
"2016-01-26 08:34:32:720866" "target: _/robot_head"
"2016-01-26 08:34:32:754199" "target: _/robot_head"
"2016-01-26 08:34:32:788209" "target: _/robot_head"
"2016-01-26 08:34:32:820843" "target: _/robot_head"
"2016-01-26 08:34:32:854171" "target: _/robot_head"
"2016-01-26 08:34:32:887546" "target: _/robot_head"
"2016-01-26 08:34:32:920847" "target: _/robot_head"
"2016-01-26 08:34:32:954231" "target: _/robot_head"
"2016-01-26 08:34:32:987543" "target: _/robot_head"
"2016-01-26 08:34:33:020842" "target: _/robot_head"
"2016-01-26 08:34:33:054194" "target: _/robot_head"
"2016-01-26 08:34:41:054247" "target: _/robot_head"
"2016-01-26 08:34:41:087832" "target: _/robot_head"
"2016-01-26 08:34:41:120866" "target: _/robot_head"
"2016-01-26 08:34:41:154261" "target: _/robot_head"
"2016-01-26 08:34:41:187610" "target: _/robot_head"
"2016-01-26 08:34:41:220847" "target: _/robot_head"
"2016-01-26 08:34:41:254251" "target: _/robot_head"
"2016-01-26 08:34:41:287543" "target: _/robot_head"
"2016-01-26 08:34:41:320907" "target: _/robot_head"
"2016-01-26 08:34:41:354206" "target: _/robot_head"
"2016-01-26 08:34:41:387508" "target: _/robot_head"
"2016-01-26 08:34:41:420896" "target: _/robot_head"
"2016-01-26 08:34:41:454174" "target: _/robot_head"
"2016-01-26 08:34:41:487527" "target: _/robot_head"
"2016-01-26 08:34:41:520898" "target: _/robot_head"
"2016-01-26 08:34:41:554188" "target: _/robot_head"
"2016-01-26 08:34:41:587525" "target: _/robot_head"
"2016-01-26 08:34:41:620844" "target: _/robot_head"
"2016-01-26 08:34:41:654238" "target: _/robot_head"
"2016-01-26 08:34:41:687499" "target: _/robot_head"
"2016-01-26 08:34:41:720882" "target: _/robot_head"
"2016-01-26 08:34:41:754244" "target: _/robot_head"
"2016-01-26 08:34:41:787508" "target: _/robot_head"
"2016-01-26 08:34:41:820863" "target: _/robot_head"
