*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 08:51:54:662443" "target: _/tablet"
"2016-01-28 08:51:54:695948" "target: _/tablet"
"2016-01-28 08:51:54:729129" "target: _/tablet"
"2016-01-28 08:51:54:762447" "target: _/tablet"
"2016-01-28 08:51:54:795870" "target: _/tablet"
"2016-01-28 08:51:54:829105" "target: _/tablet"
"2016-01-28 08:51:54:862440" "target: _/tablet"
"2016-01-28 08:51:54:896050" "target: _/tablet"
"2016-01-28 08:51:54:929093" "target: _/tablet"
"2016-01-28 08:51:54:962450" "target: _/tablet"
"2016-01-28 08:51:54:995987" "target: _/tablet"
"2016-01-28 08:51:55:029081" "target: _/tablet"
"2016-01-28 08:51:55:062465" "target: _/tablet"
"2016-01-28 08:51:55:095773" "target: _/tablet"
"2016-01-28 08:51:55:129072" "target: _/tablet"
"2016-01-28 08:51:55:162468" "target: _/tablet"
"2016-01-28 08:51:55:195761" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:229067" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:262450" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:295777" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:329194" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:362470" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:396411" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:429088" "target: _/tablet/selection_tablet"
"2016-01-28 08:51:55:462438" "target: _/selection_tablet"
"2016-01-28 08:51:55:495758" "target: _/selection_tablet"
"2016-01-28 08:51:55:529101" "target: _/selection_tablet"
"2016-01-28 08:51:55:562456" "target: _/selection_tablet"
"2016-01-28 08:51:55:595767" "target: _/selection_tablet"
"2016-01-28 08:51:55:629085" "target: _/selection_tablet"
"2016-01-28 08:51:55:662468" "target: _/selection_tablet"
"2016-01-28 08:51:55:695762" "target: _/selection_tablet"
"2016-01-28 08:51:55:729117" "target: _/selection_tablet"
"2016-01-28 08:51:55:762476" "target: _/selection_tablet"
"2016-01-28 08:51:55:795756" "target: _/selection_tablet"
"2016-01-28 08:51:55:829075" "target: _/selection_tablet"
"2016-01-28 08:51:58:029064" "target: _/selection_tablet"
"2016-01-28 08:51:58:062697" "target: _/selection_tablet"
"2016-01-28 08:51:58:095801" "target: _/selection_tablet"
"2016-01-28 08:51:58:129066" "target: _/selection_tablet"
"2016-01-28 08:51:58:162460" "target: _/selection_tablet"
"2016-01-28 08:51:58:195748" "target: _/selection_tablet"
