*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 14:14:14:739490" "target: _/selection_tablet"
"2016-01-25 14:14:14:772684" "target: _/selection_tablet"
"2016-01-25 14:14:14:805985" "target: _/selection_tablet"
"2016-01-25 14:14:14:839508" "target: _/selection_tablet"
"2016-01-25 14:14:14:872646" "target: _/selection_tablet"
"2016-01-25 14:14:14:905948" "target: _/selection_tablet"
"2016-01-25 14:14:16:005973" "target: _/selection_tablet"
"2016-01-25 14:14:16:039315" "target: _/selection_tablet"
"2016-01-25 14:14:16:072841" "target: _/selection_tablet"
"2016-01-25 14:14:16:106022" "target: _/selection_tablet"
"2016-01-25 14:14:16:139313" "target: _/selection_tablet"
"2016-01-25 14:14:16:772642" "target: _/selection_tablet"
"2016-01-25 14:14:16:806047" "target: _/selection_tablet"
"2016-01-25 14:14:16:839341" "target: _/selection_tablet"
"2016-01-25 14:14:25:572624" "target: _/selection_tablet"
"2016-01-25 14:14:25:606011" "target: _/selection_tablet"
"2016-01-25 14:14:25:639294" "target: _/selection_tablet"
"2016-01-25 14:14:25:672620" "target: _/selection_tablet"
"2016-01-25 14:14:25:705945" "target: _/selection_tablet"
"2016-01-25 14:14:25:739320" "target: _/selection_tablet"
"2016-01-25 14:14:25:772624" "target: _/selection_tablet"
"2016-01-25 14:14:25:805934" "target: _/selection_tablet"
"2016-01-25 14:14:25:839283" "target: _/selection_tablet"
"2016-01-25 14:14:25:872643" "target: _/selection_tablet"
"2016-01-25 14:14:25:905932" "target: _/selection_tablet"
"2016-01-25 14:14:25:939353" "target: _/selection_tablet"
"2016-01-25 14:14:25:972655" "target: _/selection_tablet"
"2016-01-25 14:14:26:005932" "target: _/selection_tablet"
"2016-01-25 14:14:26:039275" "target: _/selection_tablet"
"2016-01-25 14:14:26:072625" "target: _/selection_tablet"
"2016-01-25 14:14:26:105973" "target: _/selection_tablet"
"2016-01-25 14:14:26:139255" "target: _/selection_tablet"
"2016-01-25 14:14:26:172611" "target: _/selection_tablet"
"2016-01-25 14:14:26:205932" "target: _/selection_tablet"
"2016-01-25 14:14:26:239261" "target: _/selection_tablet"
"2016-01-25 14:14:26:272657" "target: _/selection_tablet"
"2016-01-25 14:14:26:305929" "target: _/selection_tablet"
"2016-01-25 14:14:26:339332" "target: _/selection_tablet"
"2016-01-25 14:14:26:372618" "target: _/selection_tablet"
"2016-01-25 14:14:26:405929" "target: _/selection_tablet"
"2016-01-25 14:14:26:439344" "target: _/selection_tablet"
"2016-01-25 14:14:26:472608" "target: _/selection_tablet"
"2016-01-25 14:14:26:505927" "target: _/selection_tablet"
"2016-01-25 14:14:26:539284" "target: _/selection_tablet"
"2016-01-25 14:14:27:139256" "target: _/selection_tablet"
"2016-01-25 14:14:27:172653" "target: _/selection_tablet"
"2016-01-25 14:14:27:205933" "target: _/selection_tablet"
"2016-01-25 14:14:27:239261" "target: _/selection_tablet"
"2016-01-25 14:14:27:272611" "target: _/selection_tablet"
"2016-01-25 14:14:27:305933" "target: _/selection_tablet"
"2016-01-25 14:14:27:339297" "target: _/selection_tablet"
"2016-01-25 14:14:27:372606" "target: _/selection_tablet"
"2016-01-25 14:14:27:405941" "target: _/selection_tablet"
"2016-01-25 14:14:27:439277" "target: _/selection_tablet"
"2016-01-25 14:14:27:472595" "target: _/selection_tablet"
"2016-01-25 14:14:27:505926" "target: _/selection_tablet"
"2016-01-25 14:14:27:539256" "target: _/selection_tablet"
"2016-01-25 14:14:27:572685" "target: _/selection_tablet"
"2016-01-25 14:14:27:605927" "target: _/selection_tablet"
"2016-01-25 14:14:27:639278" "target: _/selection_tablet"
"2016-01-25 14:14:27:672643" "target: _/selection_tablet"
"2016-01-25 14:14:27:705930" "target: _/selection_tablet"
"2016-01-25 14:14:27:739311" "target: _/selection_tablet"
"2016-01-25 14:14:27:772707" "target: _/selection_tablet"
"2016-01-25 14:14:27:805930" "target: _/selection_tablet"
"2016-01-25 14:14:27:839270" "target: _/selection_tablet"
"2016-01-25 14:14:27:872643" "target: _/selection_tablet"
"2016-01-25 14:14:27:905927" "target: _/selection_tablet"
"2016-01-25 14:14:27:939320" "target: _/selection_tablet"
"2016-01-25 14:14:27:972611" "target: _/selection_tablet"
"2016-01-25 14:14:28:006080" "target: _/selection_tablet"
"2016-01-25 14:14:28:039299" "target: _/selection_tablet"
"2016-01-25 14:14:28:139283" "target: _/selection_tablet"
"2016-01-25 14:14:28:172653" "target: _/selection_tablet"
"2016-01-25 14:14:28:205919" "target: _/selection_tablet"
"2016-01-25 14:14:28:239332" "target: _/selection_tablet"
"2016-01-25 14:14:28:272661" "target: _/selection_tablet"
"2016-01-25 14:14:28:305939" "target: _/selection_tablet"
"2016-01-25 14:14:28:339270" "target: _/selection_tablet"
"2016-01-25 14:14:28:372629" "target: _/selection_tablet"
"2016-01-25 14:14:28:405931" "target: _/selection_tablet"
"2016-01-25 14:14:28:439310" "target: _/selection_tablet"
"2016-01-25 14:14:28:472688" "target: _/selection_tablet"
"2016-01-25 14:14:28:505944" "target: _/selection_tablet"
"2016-01-25 14:14:32:339302" "target: _/selection_tablet"
"2016-01-25 14:14:32:372685" "target: _/selection_tablet"
"2016-01-25 14:14:32:405925" "target: _/selection_tablet"
"2016-01-25 14:14:32:439352" "target: _/selection_tablet"
"2016-01-25 14:14:32:472682" "target: _/selection_tablet"
"2016-01-25 14:14:32:505941" "target: _/selection_tablet"
"2016-01-25 14:14:32:539271" "target: _/selection_tablet"
"2016-01-25 14:14:32:572623" "target: _/selection_tablet"
"2016-01-25 14:14:32:605988" "target: _/selection_tablet"
"2016-01-25 14:14:34:039719" "target: _/selection_tablet"
"2016-01-25 14:14:34:072697" "target: _/selection_tablet"
"2016-01-25 14:14:46:572720" "target: _/selection_tablet"
"2016-01-25 14:14:46:605980" "target: _/selection_tablet"
"2016-01-25 14:14:47:672643" "target: _/selection_tablet"
"2016-01-25 14:14:47:706067" "target: _/selection_tablet"
"2016-01-25 14:14:48:139271" "target: _/selection_tablet"
"2016-01-25 14:14:48:272641" "target: _/selection_tablet"
"2016-01-25 14:14:48:305927" "target: _/selection_tablet"
"2016-01-25 14:14:48:339277" "target: _/selection_tablet"
"2016-01-25 14:14:48:372658" "target: _/selection_tablet"
"2016-01-25 14:14:48:406005" "target: _/selection_tablet"
"2016-01-25 14:14:48:439268" "target: _/selection_tablet"
"2016-01-25 14:14:48:472620" "target: _/selection_tablet"
"2016-01-25 14:14:48:506032" "target: _/selection_tablet"
"2016-01-25 14:14:48:539337" "target: _/selection_tablet"
"2016-01-25 14:14:48:572658" "target: _/selection_tablet"
"2016-01-25 14:14:48:606017" "target: _/selection_tablet"
"2016-01-25 14:14:48:639339" "target: _/selection_tablet"
"2016-01-25 14:14:48:672612" "target: _/selection_tablet"
"2016-01-25 14:14:48:705954" "target: _/selection_tablet"
"2016-01-25 14:14:48:739275" "target: _/selection_tablet"
"2016-01-25 14:14:48:772698" "target: _/selection_tablet"
"2016-01-25 14:14:48:805993" "target: _/selection_tablet"
"2016-01-25 14:14:48:839318" "target: _/selection_tablet"
"2016-01-25 14:14:48:872702" "target: _/selection_tablet"
"2016-01-25 14:14:48:905982" "target: _/selection_tablet"
"2016-01-25 14:14:48:939303" "target: _/selection_tablet"
"2016-01-25 14:14:48:972682" "target: _/selection_tablet"
"2016-01-25 14:14:49:005926" "target: _/selection_tablet"
"2016-01-25 14:14:49:039309" "target: _/selection_tablet"
"2016-01-25 14:14:49:072684" "target: _/selection_tablet"
"2016-01-25 14:14:49:105949" "target: _/selection_tablet"
"2016-01-25 14:14:49:139370" "target: _/selection_tablet"
"2016-01-25 14:14:49:172658" "target: _/selection_tablet"
"2016-01-25 14:14:49:205969" "target: _/selection_tablet"
"2016-01-25 14:14:49:239357" "target: _/selection_tablet"
"2016-01-25 14:14:49:272683" "target: _/selection_tablet"
"2016-01-25 14:14:49:306011" "target: _/selection_tablet"
"2016-01-25 14:14:49:339325" "target: _/selection_tablet"
"2016-01-25 14:14:49:372592" "target: _/selection_tablet"
"2016-01-25 14:14:49:405953" "target: _/selection_tablet"
"2016-01-25 14:14:49:439319" "target: _/selection_tablet"
"2016-01-25 14:14:49:472615" "target: _/selection_tablet"
"2016-01-25 14:14:49:505937" "target: _/selection_tablet"
"2016-01-25 14:14:49:539322" "target: _/selection_tablet"
"2016-01-25 14:14:50:972595" "target: _/selection_tablet"
"2016-01-25 14:14:51:006007" "target: _/selection_tablet"
"2016-01-25 14:14:51:039402" "target: _/selection_tablet"
"2016-01-25 14:14:51:072618" "target: _/selection_tablet"
"2016-01-25 14:14:51:105952" "target: _/selection_tablet"
"2016-01-25 14:14:51:139365" "target: _/selection_tablet"
"2016-01-25 14:14:51:172647" "target: _/selection_tablet"
"2016-01-25 14:14:51:205970" "target: _/selection_tablet"
"2016-01-25 14:14:51:239323" "target: _/selection_tablet"
"2016-01-25 14:14:51:272655" "target: _/selection_tablet"
"2016-01-25 14:14:51:305998" "target: _/selection_tablet"
"2016-01-25 14:14:51:339302" "target: _/selection_tablet"
"2016-01-25 14:14:51:372621" "target: _/selection_tablet"
"2016-01-25 14:14:51:405944" "target: _/selection_tablet"
"2016-01-25 14:14:51:439285" "target: _/selection_tablet"
"2016-01-25 14:14:51:472665" "target: _/selection_tablet"
"2016-01-25 14:14:51:505935" "target: _/selection_tablet"
"2016-01-25 14:14:51:539331" "target: _/selection_tablet"
"2016-01-25 14:14:51:572600" "target: _/selection_tablet"
"2016-01-25 14:14:51:605947" "target: _/tablet"
"2016-01-25 14:14:51:639383" "target: _/tablet"
"2016-01-25 14:14:51:672626" "target: _/tablet"
"2016-01-25 14:14:51:705951" "target: _/tablet"
"2016-01-25 14:14:51:739271" "target: _/tablet"
"2016-01-25 14:14:51:772613" "target: _/tablet"
"2016-01-25 14:14:51:805970" "target: _/tablet"
"2016-01-25 14:14:51:839278" "target: _/tablet"
"2016-01-25 14:14:51:872613" "target: _/tablet"
"2016-01-25 14:14:51:906012" "target: _/tablet"
"2016-01-25 14:14:51:939309" "target: _/tablet"
