*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 11:06:17:996521" "withmeness: 0.5"
"2016-01-28 11:06:18:997781" "withmeness: 0.5"
"2016-01-28 11:06:19:999017" "withmeness: 0.5"
"2016-01-28 11:06:21:000251" "withmeness: 0.5"
"2016-01-28 11:06:22:001483" "withmeness: 0.5"
"2016-01-28 11:06:23:002763" "withmeness: 0.5"
"2016-01-28 11:06:24:003979" "withmeness: 0.45"
"2016-01-28 11:06:25:005119" "withmeness: 0.45"
"2016-01-28 11:06:26:006359" "withmeness: 0.45"
"2016-01-28 11:06:27:007602" "withmeness: 0.45"
"2016-01-28 11:06:28:008085" "withmeness: 0.45"
"2016-01-28 11:06:29:009073" "withmeness: 0.45"
"2016-01-28 11:06:30:011309" "withmeness: 0.45"
"2016-01-28 11:06:31:012527" "withmeness: 0.45"
"2016-01-28 11:06:32:013676" "withmeness: 0.45"
"2016-01-28 11:06:33:014836" "withmeness: 0.45"
"2016-01-28 11:06:34:015652" "withmeness: 0.45"
"2016-01-28 11:06:35:016824" "withmeness: 0.45"
"2016-01-28 11:06:36:017376" "withmeness: 0.45"
"2016-01-28 11:06:37:018860" "withmeness: 0.45"
"2016-01-28 11:06:38:020047" "withmeness: 0.45"
"2016-01-28 11:06:39:020567" "withmeness: 0.45"
"2016-01-28 11:06:40:021786" "withmeness: 0.405"
"2016-01-28 11:06:41:022987" "withmeness: 0.405"
"2016-01-28 11:06:42:024201" "withmeness: 0.405"
"2016-01-28 11:06:43:025434" "withmeness: 0.405"
"2016-01-28 11:06:44:026734" "withmeness: 0.405"
"2016-01-28 11:06:45:028255" "withmeness: 0.405"
"2016-01-28 11:06:46:028521" "withmeness: 0.405"
"2016-01-28 11:06:47:029794" "withmeness: 0.405"
"2016-01-28 11:06:48:030992" "withmeness: 0.405"
"2016-01-28 11:06:49:031528" "withmeness: 0.405"
"2016-01-28 11:06:50:032072" "withmeness: 0.405"
"2016-01-28 11:06:51:032977" "withmeness: 0.405"
"2016-01-28 11:06:52:034134" "withmeness: 0.405"
"2016-01-28 11:06:53:035335" "withmeness: 0.405"
"2016-01-28 11:06:54:036558" "withmeness: 0.405"
"2016-01-28 11:06:55:037706" "withmeness: 0.405"
"2016-01-28 11:06:56:038986" "withmeness: 0.405"
"2016-01-28 11:06:57:039613" "withmeness: 0.405"
"2016-01-28 11:06:58:040012" "withmeness: 0.405"
"2016-01-28 11:06:59:041183" "withmeness: 0.405"
"2016-01-28 11:07:00:042121" "withmeness: 0.405"
"2016-01-28 11:07:01:043339" "withmeness: 0.405"
"2016-01-28 11:07:02:043921" "withmeness: 0.3645"
"2016-01-28 11:07:03:044249" "withmeness: 0.32805"
"2016-01-28 11:07:04:045462" "withmeness: 0.295245"
"2016-01-28 11:07:05:046757" "withmeness: 0.3657205"
"2016-01-28 11:07:06:047363" "withmeness: 0.3657205"
"2016-01-28 11:07:07:048553" "withmeness: 0.3657205"
"2016-01-28 11:07:08:049777" "withmeness: 0.3657205"
"2016-01-28 11:07:09:050400" "withmeness: 0.3657205"
"2016-01-28 11:07:10:051782" "withmeness: 0.3657205"
"2016-01-28 11:07:11:052236" "withmeness: 0.3657205"
"2016-01-28 11:07:12:053351" "withmeness: 0.3657205"
"2016-01-28 11:07:13:054529" "withmeness: 0.3657205"
"2016-01-28 11:07:14:055760" "withmeness: 0.3657205"
"2016-01-28 11:07:15:056347" "withmeness: 0.3657205"
"2016-01-28 11:07:16:057477" "withmeness: 0.42914845"
"2016-01-28 11:07:17:057822" "withmeness: 0.486233605"
"2016-01-28 11:07:18:058998" "withmeness: 0.5376102445"
"2016-01-28 11:07:19:060217" "withmeness: 0.58384922005"
"2016-01-28 11:07:20:061462" "withmeness: 0.625464298045"
"2016-01-28 11:07:21:062178" "withmeness: 0.625464298045"
"2016-01-28 11:07:22:062676" "withmeness: 0.625464298045"
"2016-01-28 11:07:23:062924" "withmeness: 0.625464298045"
"2016-01-28 11:07:24:064155" "withmeness: 0.625464298045"
"2016-01-28 11:07:25:065376" "withmeness: 0.625464298045"
"2016-01-28 11:07:26:066556" "withmeness: 0.625464298045"
"2016-01-28 11:07:27:066877" "withmeness: 0.625464298045"
"2016-01-28 11:07:28:068153" "withmeness: 0.625464298045"
"2016-01-28 11:07:29:069059" "withmeness: 0.625464298045"
"2016-01-28 11:07:30:069425" "withmeness: 0.625464298045"
"2016-01-28 11:07:31:070619" "withmeness: 0.625464298045"
"2016-01-28 11:07:32:071550" "withmeness: 0.625464298045"
"2016-01-28 11:07:33:072495" "withmeness: 0.625464298045"
"2016-01-28 11:07:34:073414" "withmeness: 0.625464298045"
"2016-01-28 11:07:35:075073" "withmeness: 0.625464298045"
"2016-01-28 11:07:36:076009" "withmeness: 0.625464298045"
"2016-01-28 11:07:37:076925" "withmeness: 0.625464298045"
"2016-01-28 11:07:38:077496" "withmeness: 0.625464298045"
"2016-01-28 11:07:39:078755" "withmeness: 0.625464298045"
"2016-01-28 11:07:40:079948" "withmeness: 0.625464298045"
"2016-01-28 11:07:41:081287" "withmeness: 0.625464298045"
"2016-01-28 11:07:42:082524" "withmeness: 0.625464298045"
"2016-01-28 11:07:43:083761" "withmeness: 0.625464298045"
"2016-01-28 11:07:44:084975" "withmeness: 0.625464298045"
"2016-01-28 11:07:45:085233" "withmeness: 0.625464298045"
"2016-01-28 11:07:46:086476" "withmeness: 0.625464298045"
"2016-01-28 11:07:47:086975" "withmeness: 0.625464298045"
"2016-01-28 11:07:48:088753" "withmeness: 0.625464298045"
"2016-01-28 11:07:49:089675" "withmeness: 0.625464298045"
"2016-01-28 11:07:50:090202" "withmeness: 0.625464298045"
"2016-01-28 11:07:51:091490" "withmeness: 0.625464298045"
"2016-01-28 11:07:52:091975" "withmeness: 0.662917868241"
"2016-01-28 11:07:53:093237" "withmeness: 0.696626081416"
"2016-01-28 11:07:54:094405" "withmeness: 0.726963473275"
"2016-01-28 11:07:55:095674" "withmeness: 0.726963473275"
"2016-01-28 11:07:56:096930" "withmeness: 0.726963473275"
"2016-01-28 11:07:57:098149" "withmeness: 0.726963473275"
"2016-01-28 11:07:58:099537" "withmeness: 0.726963473275"
"2016-01-28 11:07:59:100718" "withmeness: 0.726963473275"
"2016-01-28 11:08:00:102013" "withmeness: 0.726963473275"
"2016-01-28 11:08:01:103228" "withmeness: 0.726963473275"
"2016-01-28 11:08:02:104389" "withmeness: 0.726963473275"
"2016-01-28 11:08:03:105682" "withmeness: 0.726963473275"
"2016-01-28 11:08:04:106864" "withmeness: 0.726963473275"
"2016-01-28 11:08:05:108007" "withmeness: 0.726963473275"
"2016-01-28 11:08:06:109209" "withmeness: 0.726963473275"
"2016-01-28 11:08:07:110090" "withmeness: 0.726963473275"
"2016-01-28 11:08:08:110699" "withmeness: 0.726963473275"
"2016-01-28 11:08:09:111884" "withmeness: 0.726963473275"
"2016-01-28 11:08:10:113068" "withmeness: 0.726963473275"
"2016-01-28 11:08:11:114322" "withmeness: 0.726963473275"
"2016-01-28 11:08:12:136460" "withmeness: 0.726963473275"
"2016-01-28 11:08:13:137256" "withmeness: 0.726963473275"
"2016-01-28 11:08:14:138130" "withmeness: 0.726963473275"
"2016-01-28 11:08:15:138995" "withmeness: 0.726963473275"
"2016-01-28 11:08:16:140040" "withmeness: 0.726963473275"
"2016-01-28 11:08:17:141249" "withmeness: 0.726963473275"
"2016-01-28 11:08:18:142504" "withmeness: 0.726963473275"
"2016-01-28 11:08:19:143734" "withmeness: 0.726963473275"
