*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 11:12:30:264352" "target: _/robot_head"
"2016-01-25 11:12:30:297707" "target: _/robot_head"
"2016-01-25 11:12:30:331053" "target: _/robot_head"
"2016-01-25 11:12:30:364332" "target: _/robot_head"
"2016-01-25 11:12:30:464539" "target: _/robot_head"
"2016-01-25 11:12:30:497781" "target: _/robot_head"
"2016-01-25 11:12:30:531096" "target: _/robot_head"
"2016-01-25 11:12:30:564458" "target: _/robot_head"
"2016-01-25 11:12:30:597729" "target: _/robot_head"
"2016-01-25 11:12:30:631191" "target: _/robot_head"
"2016-01-25 11:12:30:664524" "target: _/robot_head"
"2016-01-25 11:12:30:697730" "target: _/robot_head"
"2016-01-25 11:12:30:731121" "target: _/robot_head"
"2016-01-25 11:12:30:764398" "target: _/robot_head"
"2016-01-25 11:12:30:797885" "target: _/robot_head"
"2016-01-25 11:12:30:831155" "target: _/robot_head"
"2016-01-25 11:12:30:864458" "target: _/robot_head"
"2016-01-25 11:12:30:897834" "target: _/robot_head"
"2016-01-25 11:12:30:931190" "target: _/robot_head"
"2016-01-25 11:12:30:964401" "target: _/robot_head"
"2016-01-25 11:12:30:997759" "target: _/robot_head"
"2016-01-25 11:12:51:999430" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:12:56:000741" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:13:00:001414" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:13:28:835413" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:13:31:836425" "target: _/robot_head/tablet/selection_tablet"
"2016-01-25 11:13:52:637288" "target: _/robot_head/tablet/selection_tablet/experimenter"
"2016-01-25 11:13:53:637666" "target: _/robot_head"
"2016-01-25 11:14:12:537752" "target: _/robot_head"
"2016-01-25 11:14:12:571364" "target: _/robot_head"
"2016-01-25 11:14:12:624854" "target: _/robot_head"
"2016-01-25 11:14:12:637796" "target: _/robot_head"
"2016-01-25 11:14:12:685599" "target: _/robot_head"
"2016-01-25 11:14:12:704936" "target: _/robot_head"
"2016-01-25 11:14:12:744402" "target: _/robot_head"
"2016-01-25 11:14:12:771125" "target: _/robot_head"
"2016-01-25 11:14:12:805629" "target: _/robot_head"
"2016-01-25 11:14:12:837752" "target: _/robot_head"
"2016-01-25 11:14:12:871492" "target: _/robot_head"
"2016-01-25 11:14:12:925215" "target: _/robot_head"
"2016-01-25 11:14:12:937749" "target: _/robot_head"
"2016-01-25 11:14:12:984679" "target: _/robot_head"
"2016-01-25 11:14:13:004438" "target: _/robot_head"
"2016-01-25 11:14:13:044513" "target: _/robot_head"
"2016-01-25 11:14:13:071177" "target: _/robot_head"
"2016-01-25 11:14:13:104600" "target: _/robot_head"
"2016-01-25 11:14:13:137759" "target: _/robot_head"
"2016-01-25 11:14:13:171946" "target: _/robot_head"
"2016-01-25 11:14:13:224510" "target: _/robot_head"
"2016-01-25 11:14:13:237796" "target: _/robot_head"
"2016-01-25 11:14:13:285800" "target: _/robot_head"
"2016-01-25 11:14:13:304951" "target: _/robot_head"
"2016-01-25 11:14:13:344497" "target: _/robot_head"
"2016-01-25 11:14:13:371133" "target: _/robot_head"
"2016-01-25 11:14:13:405974" "target: _/robot_head"
"2016-01-25 11:14:13:437785" "target: _/robot_head"
"2016-01-25 11:14:13:471190" "target: _/robot_head"
"2016-01-25 11:14:13:527769" "target: _/robot_head"
"2016-01-25 11:14:13:537768" "target: _/robot_head"
"2016-01-25 11:14:13:585261" "target: _/robot_head"
"2016-01-25 11:14:13:604542" "target: _/robot_head"
"2016-01-25 11:14:13:644730" "target: _/robot_head"
"2016-01-25 11:14:13:671152" "target: _/robot_head"
"2016-01-25 11:14:13:705547" "target: _/robot_head"
"2016-01-25 11:14:13:737771" "target: _/robot_head"
"2016-01-25 11:14:13:771513" "target: _/robot_head"
"2016-01-25 11:14:13:824208" "target: _/robot_head"
"2016-01-25 11:14:13:837795" "target: _/robot_head"
"2016-01-25 11:14:13:884525" "target: _/robot_head"
"2016-01-25 11:14:13:905134" "target: _/robot_head"
"2016-01-25 11:14:13:944883" "target: _/robot_head"
"2016-01-25 11:14:13:971111" "target: _/robot_head"
"2016-01-25 11:14:14:005272" "target: _/robot_head"
"2016-01-25 11:14:14:037775" "target: _/robot_head"
"2016-01-25 11:14:14:071313" "target: _/robot_head"
"2016-01-25 11:14:14:124960" "target: _/robot_head"
"2016-01-25 11:14:14:137835" "target: _/robot_head"
"2016-01-25 11:14:14:185427" "target: _/robot_head"
"2016-01-25 11:14:14:205408" "target: _/robot_head"
"2016-01-25 11:14:14:246445" "target: _/robot_head"
"2016-01-25 11:14:14:271140" "target: _/robot_head"
"2016-01-25 11:14:14:304822" "target: _/robot_head"
"2016-01-25 11:14:14:337773" "target: _/robot_head"
"2016-01-25 11:14:14:371896" "target: _/robot_head"
"2016-01-25 11:14:14:426991" "target: _/robot_head"
"2016-01-25 11:14:14:437764" "target: _/robot_head"
