*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 11:35:01:436873" "withmeness: 0.5"
"2016-01-25 11:35:02:438082" "withmeness: 0.5"
"2016-01-25 11:35:03:439348" "withmeness: 0.5"
"2016-01-25 11:35:04:440597" "withmeness: 0.5"
"2016-01-25 11:35:05:441864" "withmeness: 0.5"
"2016-01-25 11:35:06:442164" "withmeness: 0.5"
"2016-01-25 11:35:07:443495" "withmeness: 0.5"
"2016-01-25 11:35:08:443779" "withmeness: 0.5"
"2016-01-25 11:35:09:444574" "withmeness: 0.5"
"2016-01-25 11:35:10:445824" "withmeness: 0.55"
"2016-01-25 11:35:11:447020" "withmeness: 0.595"
"2016-01-25 11:35:12:447925" "withmeness: 0.6355"
"2016-01-25 11:35:13:448540" "withmeness: 0.6355"
"2016-01-25 11:35:14:449761" "withmeness: 0.6355"
"2016-01-25 11:35:15:451080" "withmeness: 0.6355"
"2016-01-25 11:35:16:452179" "withmeness: 0.6355"
"2016-01-25 11:35:17:453450" "withmeness: 0.6355"
"2016-01-25 11:35:18:454006" "withmeness: 0.57195"
"2016-01-25 11:35:19:454348" "withmeness: 0.57195"
"2016-01-25 11:35:20:455616" "withmeness: 0.57195"
"2016-01-25 11:35:21:456080" "withmeness: 0.57195"
"2016-01-25 11:35:22:457472" "withmeness: 0.57195"
"2016-01-25 11:35:23:458962" "withmeness: 0.57195"
"2016-01-25 11:35:24:460663" "withmeness: 0.57195"
"2016-01-25 11:35:25:461923" "withmeness: 0.614755"
"2016-01-25 11:35:26:463158" "withmeness: 0.614755"
"2016-01-25 11:35:27:463793" "withmeness: 0.614755"
"2016-01-25 11:35:28:465048" "withmeness: 0.614755"
"2016-01-25 11:35:29:466327" "withmeness: 0.614755"
"2016-01-25 11:35:30:467597" "withmeness: 0.614755"
"2016-01-25 11:35:31:468835" "withmeness: 0.614755"
"2016-01-25 11:35:32:470068" "withmeness: 0.5532795"
"2016-01-25 11:35:33:470463" "withmeness: 0.49795155"
"2016-01-25 11:35:34:471699" "withmeness: 0.49795155"
"2016-01-25 11:35:35:472914" "withmeness: 0.49795155"
"2016-01-25 11:35:36:474207" "withmeness: 0.548156395"
"2016-01-25 11:35:37:475467" "withmeness: 0.5933407555"
"2016-01-25 11:35:38:475782" "withmeness: 0.5933407555"
"2016-01-25 11:35:39:477070" "withmeness: 0.5933407555"
"2016-01-25 11:35:40:478261" "withmeness: 0.5933407555"
"2016-01-25 11:35:41:479684" "withmeness: 0.63400667995"
"2016-01-25 11:35:42:480806" "withmeness: 0.63400667995"
"2016-01-25 11:35:43:482010" "withmeness: 0.63400667995"
"2016-01-25 11:35:44:483237" "withmeness: 0.63400667995"
"2016-01-25 11:35:45:484359" "withmeness: 0.63400667995"
"2016-01-25 11:35:46:484847" "withmeness: 0.63400667995"
"2016-01-25 11:35:47:485969" "withmeness: 0.63400667995"
"2016-01-25 11:35:48:486311" "withmeness: 0.63400667995"
"2016-01-25 11:35:49:487451" "withmeness: 0.63400667995"
"2016-01-25 11:35:50:487948" "withmeness: 0.63400667995"
"2016-01-25 11:35:51:489175" "withmeness: 0.63400667995"
"2016-01-25 11:35:52:489852" "withmeness: 0.670606011955"
"2016-01-25 11:35:53:490350" "withmeness: 0.703545410759"
"2016-01-25 11:35:54:491594" "withmeness: 0.703545410759"
"2016-01-25 11:35:55:491972" "withmeness: 0.703545410759"
"2016-01-25 11:35:56:493188" "withmeness: 0.703545410759"
"2016-01-25 11:35:57:494085" "withmeness: 0.703545410759"
"2016-01-25 11:35:58:495363" "withmeness: 0.703545410759"
"2016-01-25 11:35:59:496309" "withmeness: 0.703545410759"
"2016-01-25 11:36:00:497559" "withmeness: 0.703545410759"
"2016-01-25 11:36:01:498737" "withmeness: 0.733190869684"
"2016-01-25 11:36:02:499972" "withmeness: 0.759871782715"
"2016-01-25 11:36:03:501214" "withmeness: 0.759871782715"
"2016-01-25 11:36:04:502405" "withmeness: 0.783884604444"
"2016-01-25 11:36:05:503034" "withmeness: 0.805496143999"
"2016-01-25 11:36:06:504287" "withmeness: 0.824946529599"
"2016-01-25 11:36:07:505355" "withmeness: 0.824946529599"
"2016-01-25 11:36:08:506577" "withmeness: 0.824946529599"
"2016-01-25 11:36:09:507768" "withmeness: 0.824946529599"
"2016-01-25 11:36:10:508991" "withmeness: 0.842451876639"
"2016-01-25 11:36:11:509689" "withmeness: 0.842451876639"
"2016-01-25 11:36:12:510739" "withmeness: 0.842451876639"
