*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 14:29:13:737118" "target: _/selection_tablet"
"2016-01-25 14:29:13:770435" "target: _/selection_tablet"
"2016-01-25 14:29:13:803769" "target: _/selection_tablet"
"2016-01-25 14:29:13:903825" "target: _/selection_tablet"
"2016-01-25 14:29:13:937131" "target: _/selection_tablet"
"2016-01-25 14:29:13:970440" "target: _/selection_tablet"
"2016-01-25 14:29:14:003767" "target: _/selection_tablet"
"2016-01-25 14:29:14:037143" "target: _/selection_tablet"
"2016-01-25 14:29:14:637111" "target: _/selection_tablet"
"2016-01-25 14:29:14:670601" "target: _/selection_tablet"
"2016-01-25 14:29:14:703769" "target: _/selection_tablet"
"2016-01-25 14:29:14:737121" "target: _/selection_tablet"
"2016-01-25 14:29:17:737085" "target: _/selection_tablet"
"2016-01-25 14:29:17:770432" "target: _/selection_tablet"
"2016-01-25 14:29:19:237145" "target: _/selection_tablet"
"2016-01-25 14:29:19:270600" "target: _/selection_tablet"
"2016-01-25 14:29:19:470442" "target: _/selection_tablet"
"2016-01-25 14:29:19:503786" "target: _/selection_tablet"
"2016-01-25 14:29:19:537125" "target: _/selection_tablet"
"2016-01-25 14:29:19:570469" "target: _/selection_tablet"
"2016-01-25 14:29:19:603807" "target: _/selection_tablet"
"2016-01-25 14:29:19:637132" "target: _/selection_tablet"
"2016-01-25 14:29:19:670439" "target: _/selection_tablet"
"2016-01-25 14:29:19:703784" "target: _/selection_tablet"
"2016-01-25 14:29:19:737148" "target: _/selection_tablet"
"2016-01-25 14:29:19:770498" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:19:803827" "target: _/tablet"
"2016-01-25 14:29:19:837127" "target: _/tablet"
"2016-01-25 14:29:19:870485" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:19:903795" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:19:937116" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:19:970509" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:003777" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:037111" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:070480" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:103770" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:137125" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:170544" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:203835" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:237102" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:20:270465" "target: _/selection_tablet"
"2016-01-25 14:29:20:303778" "target: _/selection_tablet"
"2016-01-25 14:29:20:337105" "target: _/selection_tablet"
"2016-01-25 14:29:20:370462" "target: _/selection_tablet"
"2016-01-25 14:29:20:403803" "target: _/selection_tablet"
"2016-01-25 14:29:23:170426" "target: _/selection_tablet"
"2016-01-25 14:29:23:203854" "target: _/selection_tablet"
"2016-01-25 14:29:23:237134" "target: _/selection_tablet"
"2016-01-25 14:29:23:270471" "target: _/selection_tablet"
"2016-01-25 14:29:23:303860" "target: _/selection_tablet"
"2016-01-25 14:29:23:337155" "target: _/selection_tablet"
"2016-01-25 14:29:23:370486" "target: _/selection_tablet"
"2016-01-25 14:29:23:403801" "target: _/selection_tablet"
"2016-01-25 14:29:23:437149" "target: _/selection_tablet"
"2016-01-25 14:29:23:470442" "target: _/selection_tablet"
"2016-01-25 14:29:23:503828" "target: _/selection_tablet"
"2016-01-25 14:29:23:537173" "target: _/selection_tablet"
"2016-01-25 14:29:23:570518" "target: _/selection_tablet"
"2016-01-25 14:29:23:603828" "target: _/selection_tablet"
"2016-01-25 14:29:23:637208" "target: _/selection_tablet"
"2016-01-25 14:29:23:670506" "target: _/selection_tablet"
"2016-01-25 14:29:23:703823" "target: _/selection_tablet"
"2016-01-25 14:29:23:737144" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:23:770525" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:23:803825" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:23:837141" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:23:870540" "target: _/tablet/selection_tablet"
"2016-01-25 14:29:23:903813" "target: _/tablet"
"2016-01-25 14:29:23:937125" "target: _/tablet"
"2016-01-25 14:29:23:970474" "target: _/tablet"
"2016-01-25 14:29:24:003844" "target: _/tablet"
