*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 10:47:25:828709" "withmeness: 0.5"
"2016-01-26 10:47:26:829973" "withmeness: 0.5"
"2016-01-26 10:47:27:831313" "withmeness: 0.5"
"2016-01-26 10:47:28:832586" "withmeness: 0.5"
"2016-01-26 10:47:29:833317" "withmeness: 0.5"
"2016-01-26 10:47:30:834539" "withmeness: 0.5"
"2016-01-26 10:47:31:835250" "withmeness: 0.45"
"2016-01-26 10:47:32:836080" "withmeness: 0.45"
"2016-01-26 10:47:33:837157" "withmeness: 0.45"
"2016-01-26 10:47:34:837598" "withmeness: 0.45"
"2016-01-26 10:47:35:837845" "withmeness: 0.45"
"2016-01-26 10:47:36:838624" "withmeness: 0.45"
"2016-01-26 10:47:37:839879" "withmeness: 0.45"
"2016-01-26 10:47:38:840621" "withmeness: 0.45"
"2016-01-26 10:47:39:841132" "withmeness: 0.45"
"2016-01-26 10:47:40:841825" "withmeness: 0.405"
"2016-01-26 10:47:41:842998" "withmeness: 0.3645"
"2016-01-26 10:47:42:844285" "withmeness: 0.3645"
"2016-01-26 10:47:43:845488" "withmeness: 0.3645"
"2016-01-26 10:47:44:846025" "withmeness: 0.3645"
"2016-01-26 10:47:45:847302" "withmeness: 0.3645"
"2016-01-26 10:47:46:848494" "withmeness: 0.3645"
"2016-01-26 10:47:47:849689" "withmeness: 0.3645"
"2016-01-26 10:47:48:850878" "withmeness: 0.3645"
"2016-01-26 10:47:49:851828" "withmeness: 0.3645"
"2016-01-26 10:47:50:853109" "withmeness: 0.3645"
"2016-01-26 10:47:51:854030" "withmeness: 0.3645"
"2016-01-26 10:47:52:854877" "withmeness: 0.3645"
"2016-01-26 10:47:53:856057" "withmeness: 0.3645"
"2016-01-26 10:47:54:856713" "withmeness: 0.3645"
"2016-01-26 10:47:55:857904" "withmeness: 0.3645"
"2016-01-26 10:47:56:858996" "withmeness: 0.3645"
"2016-01-26 10:47:57:860186" "withmeness: 0.3645"
"2016-01-26 10:47:58:860526" "withmeness: 0.3645"
"2016-01-26 10:47:59:861567" "withmeness: 0.3645"
"2016-01-26 10:48:00:862326" "withmeness: 0.3645"
"2016-01-26 10:48:01:863510" "withmeness: 0.3645"
"2016-01-26 10:48:02:864754" "withmeness: 0.3645"
"2016-01-26 10:48:03:865939" "withmeness: 0.3645"
