*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-28 13:49:13:183250" "withmeness: 0.5"
"2016-01-28 13:49:14:184049" "withmeness: 0.5"
"2016-01-28 13:49:15:185259" "withmeness: 0.5"
"2016-01-28 13:49:16:186458" "withmeness: 0.5"
"2016-01-28 13:49:17:187296" "withmeness: 0.5"
"2016-01-28 13:49:18:188550" "withmeness: 0.5"
"2016-01-28 13:49:19:188987" "withmeness: 0.5"
"2016-01-28 13:49:20:189799" "withmeness: 0.5"
"2016-01-28 13:49:21:190729" "withmeness: 0.5"
"2016-01-28 13:49:22:192113" "withmeness: 0.5"
"2016-01-28 13:49:23:192789" "withmeness: 0.5"
"2016-01-28 13:49:24:194121" "withmeness: 0.5"
"2016-01-28 13:49:25:195239" "withmeness: 0.5"
"2016-01-28 13:49:26:196506" "withmeness: 0.5"
"2016-01-28 13:49:27:197752" "withmeness: 0.5"
"2016-01-28 13:49:28:198998" "withmeness: 0.5"
"2016-01-28 13:49:29:200162" "withmeness: 0.5"
"2016-01-28 13:49:30:201439" "withmeness: 0.5"
"2016-01-28 13:49:31:202670" "withmeness: 0.5"
"2016-01-28 13:49:32:203150" "withmeness: 0.5"
"2016-01-28 13:49:33:204454" "withmeness: 0.5"
"2016-01-28 13:49:34:205754" "withmeness: 0.5"
"2016-01-28 13:49:35:206993" "withmeness: 0.5"
"2016-01-28 13:49:36:208314" "withmeness: 0.5"
"2016-01-28 13:49:37:209171" "withmeness: 0.5"
"2016-01-28 13:49:38:210379" "withmeness: 0.5"
"2016-01-28 13:49:39:211661" "withmeness: 0.5"
"2016-01-28 13:49:40:212909" "withmeness: 0.5"
"2016-01-28 13:49:41:214174" "withmeness: 0.5"
"2016-01-28 13:49:42:215362" "withmeness: 0.5"
"2016-01-28 13:49:43:216299" "withmeness: 0.5"
"2016-01-28 13:49:44:217233" "withmeness: 0.5"
"2016-01-28 13:49:45:218201" "withmeness: 0.5"
"2016-01-28 13:49:46:219037" "withmeness: 0.5"
"2016-01-28 13:49:47:220306" "withmeness: 0.5"
"2016-01-28 13:49:48:221459" "withmeness: 0.5"
"2016-01-28 13:49:49:222612" "withmeness: 0.5"
