*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 11:11:25:507237" "withmeness: 0.5"
"2016-01-26 11:11:26:507762" "withmeness: 0.5"
"2016-01-26 11:11:27:508877" "withmeness: 0.5"
"2016-01-26 11:11:28:510082" "withmeness: 0.5"
"2016-01-26 11:11:29:511306" "withmeness: 0.5"
"2016-01-26 11:11:30:512408" "withmeness: 0.45"
"2016-01-26 11:11:31:513634" "withmeness: 0.405"
"2016-01-26 11:11:32:514832" "withmeness: 0.3645"
"2016-01-26 11:11:33:516095" "withmeness: 0.32805"
"2016-01-26 11:11:34:517333" "withmeness: 0.295245"
"2016-01-26 11:11:35:518555" "withmeness: 0.2657205"
"2016-01-26 11:11:36:519816" "withmeness: 0.2657205"
"2016-01-26 11:11:37:521005" "withmeness: 0.23914845"
"2016-01-26 11:11:38:522211" "withmeness: 0.215233605"
"2016-01-26 11:11:39:523491" "withmeness: 0.1937102445"
"2016-01-26 11:11:40:524738" "withmeness: 0.17433922005"
"2016-01-26 11:11:41:525992" "withmeness: 0.17433922005"
"2016-01-26 11:11:42:527181" "withmeness: 0.17433922005"
"2016-01-26 11:11:43:528396" "withmeness: 0.17433922005"
"2016-01-26 11:11:44:529636" "withmeness: 0.17433922005"
"2016-01-26 11:11:45:530575" "withmeness: 0.17433922005"
"2016-01-26 11:11:46:531817" "withmeness: 0.17433922005"
"2016-01-26 11:11:47:533050" "withmeness: 0.17433922005"
"2016-01-26 11:11:48:534313" "withmeness: 0.17433922005"
"2016-01-26 11:11:49:535544" "withmeness: 0.17433922005"
"2016-01-26 11:11:50:536825" "withmeness: 0.17433922005"
"2016-01-26 11:11:51:538154" "withmeness: 0.17433922005"
"2016-01-26 11:11:52:539349" "withmeness: 0.156905298045"
"2016-01-26 11:11:53:540665" "withmeness: 0.141214768241"
"2016-01-26 11:11:54:541884" "withmeness: 0.127093291416"
"2016-01-26 11:11:55:543161" "withmeness: 0.127093291416"
"2016-01-26 11:11:56:544407" "withmeness: 0.127093291416"
"2016-01-26 11:11:57:545640" "withmeness: 0.127093291416"
"2016-01-26 11:11:58:546872" "withmeness: 0.127093291416"
"2016-01-26 11:11:59:548106" "withmeness: 0.114383962275"
"2016-01-26 11:12:00:549345" "withmeness: 0.114383962275"
"2016-01-26 11:12:01:550575" "withmeness: 0.114383962275"
"2016-01-26 11:12:02:551741" "withmeness: 0.114383962275"
"2016-01-26 11:12:03:553014" "withmeness: 0.114383962275"
"2016-01-26 11:12:04:554195" "withmeness: 0.114383962275"
"2016-01-26 11:12:05:555424" "withmeness: 0.114383962275"
"2016-01-26 11:12:06:556685" "withmeness: 0.102945566047"
"2016-01-26 11:12:07:557910" "withmeness: 0.0926510094426"
"2016-01-26 11:12:08:559160" "withmeness: 0.0926510094426"
"2016-01-26 11:12:09:559808" "withmeness: 0.0926510094426"
"2016-01-26 11:12:10:561677" "withmeness: 0.0926510094426"
"2016-01-26 11:12:11:562019" "withmeness: 0.0833859084983"
"2016-01-26 11:12:12:563192" "withmeness: 0.0750473176485"
"2016-01-26 11:12:13:564326" "withmeness: 0.0675425858836"
"2016-01-26 11:12:14:564495" "withmeness: 0.0607883272953"
"2016-01-26 11:12:15:565728" "withmeness: 0.154709494566"
"2016-01-26 11:12:16:566939" "withmeness: 0.154709494566"
"2016-01-26 11:12:17:567795" "withmeness: 0.154709494566"
"2016-01-26 11:12:18:569023" "withmeness: 0.154709494566"
"2016-01-26 11:12:19:570260" "withmeness: 0.154709494566"
"2016-01-26 11:12:20:571517" "withmeness: 0.154709494566"
"2016-01-26 11:12:21:572520" "withmeness: 0.154709494566"
"2016-01-26 11:12:22:573709" "withmeness: 0.139238545109"
"2016-01-26 11:12:23:574297" "withmeness: 0.139238545109"
"2016-01-26 11:12:24:575547" "withmeness: 0.139238545109"
"2016-01-26 11:12:25:576357" "withmeness: 0.139238545109"
"2016-01-26 11:12:26:577604" "withmeness: 0.139238545109"
"2016-01-26 11:12:27:578103" "withmeness: 0.139238545109"
"2016-01-26 11:12:28:579343" "withmeness: 0.139238545109"
"2016-01-26 11:12:29:580073" "withmeness: 0.139238545109"
"2016-01-26 11:12:30:581281" "withmeness: 0.139238545109"
"2016-01-26 11:12:31:582007" "withmeness: 0.225314690598"
"2016-01-26 11:12:32:582430" "withmeness: 0.302783221538"
