*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 09:11:48:480451" "target: _/tablet"
"2016-01-26 09:11:48:513733" "target: _/tablet"
"2016-01-26 09:11:48:547084" "target: _/tablet"
"2016-01-26 09:11:48:580452" "target: _/tablet"
"2016-01-26 09:11:48:613780" "target: _/tablet"
"2016-01-26 09:11:48:647117" "target: _/tablet"
"2016-01-26 09:11:48:680419" "target: _/tablet"
"2016-01-26 09:11:48:713738" "target: _/tablet"
"2016-01-26 09:12:09:813690" "target: _/tablet"
"2016-01-26 09:12:09:847081" "target: _/tablet"
"2016-01-26 09:12:09:880410" "target: _/tablet"
"2016-01-26 09:12:09:913678" "target: _/tablet"
"2016-01-26 09:12:09:947060" "target: _/tablet"
"2016-01-26 09:12:09:980404" "target: _/tablet"
"2016-01-26 09:12:10:013700" "target: _/tablet"
"2016-01-26 09:12:10:047100" "target: _/tablet"
"2016-01-26 09:12:10:080436" "target: _/tablet"
"2016-01-26 09:12:10:113724" "target: _/tablet"
"2016-01-26 09:12:10:147122" "target: _/tablet"
"2016-01-26 09:12:10:180416" "target: _/tablet"
"2016-01-26 09:12:10:213677" "target: _/tablet"
"2016-01-26 09:12:10:247037" "target: _/tablet"
"2016-01-26 09:12:10:280425" "target: _/tablet"
"2016-01-26 09:12:10:313681" "target: _/tablet"
"2016-01-26 09:12:10:347143" "target: _/tablet"
"2016-01-26 09:12:10:380406" "target: _/tablet"
"2016-01-26 09:12:10:413713" "target: _/tablet"
"2016-01-26 09:12:10:447078" "target: _/tablet"
"2016-01-26 09:12:10:480419" "target: _/tablet"
"2016-01-26 09:12:10:513676" "target: _/tablet"
"2016-01-26 09:12:10:547071" "target: _/tablet"
"2016-01-26 09:12:10:580358" "target: _/tablet"
"2016-01-26 09:12:10:613689" "target: _/tablet"
"2016-01-26 09:12:10:647071" "target: _/tablet"
"2016-01-26 09:12:10:680397" "target: _/tablet"
"2016-01-26 09:12:10:713678" "target: _/tablet"
"2016-01-26 09:12:10:747066" "target: _/tablet"
"2016-01-26 09:12:10:780387" "target: _/tablet"
"2016-01-26 09:12:10:813704" "target: _/tablet"
"2016-01-26 09:12:18:980332" "target: _/tablet"
"2016-01-26 09:12:19:013746" "target: _/tablet"
"2016-01-26 09:12:19:047062" "target: _/tablet"
"2016-01-26 09:12:28:780385" "target: _/robot_head"
"2016-01-26 09:12:28:813716" "target: _/robot_head"
"2016-01-26 09:12:28:847029" "target: _/robot_head"
"2016-01-26 09:12:28:880361" "target: _/robot_head"
"2016-01-26 09:12:28:914520" "target: _/robot_head"
"2016-01-26 09:12:28:947052" "target: _/robot_head"
"2016-01-26 09:12:28:980366" "target: _/robot_head"
"2016-01-26 09:12:29:013688" "target: _/robot_head"
"2016-01-26 09:12:29:047079" "target: _/robot_head"
"2016-01-26 09:12:29:080372" "target: _/robot_head"
"2016-01-26 09:12:29:113695" "target: _/robot_head"
"2016-01-26 09:12:29:147078" "target: _/robot_head"
"2016-01-26 09:12:29:180413" "target: _/robot_head"
"2016-01-26 09:12:29:213692" "target: _/robot_head"
"2016-01-26 09:12:29:247088" "target: _/robot_head"
"2016-01-26 09:12:29:280407" "target: _/robot_head"
"2016-01-26 09:12:29:313731" "target: _/robot_head"
"2016-01-26 09:12:29:347080" "target: _/robot_head"
"2016-01-26 09:12:29:380413" "target: _/robot_head"
"2016-01-26 09:12:29:413726" "target: _/robot_head"
"2016-01-26 09:12:29:447026" "target: _/robot_head"
"2016-01-26 09:12:29:480388" "target: _/robot_head"
"2016-01-26 09:12:29:513712" "target: _/robot_head"
"2016-01-26 09:12:29:547019" "target: _/robot_head"
"2016-01-26 09:12:29:580366" "target: _/robot_head"
"2016-01-26 09:12:29:613739" "target: _/robot_head"
"2016-01-26 09:12:29:647076" "target: _/robot_head"
"2016-01-26 09:12:29:680360" "target: _/robot_head"
"2016-01-26 09:12:29:713738" "target: _/robot_head"
"2016-01-26 09:12:29:747073" "target: _/robot_head"
"2016-01-26 09:12:29:780355" "target: _/robot_head"
"2016-01-26 09:12:29:813752" "target: _/robot_head"
"2016-01-26 09:12:29:847075" "target: _/robot_head"
"2016-01-26 09:12:29:880380" "target: _/robot_head"
"2016-01-26 09:12:29:913700" "target: _/robot_head"
"2016-01-26 09:12:29:947072" "target: _/robot_head"
"2016-01-26 09:12:29:980344" "target: _/robot_head"
"2016-01-26 09:12:30:013809" "target: _/robot_head"
"2016-01-26 09:12:30:047085" "target: _/robot_head"
"2016-01-26 09:12:30:080382" "target: _/robot_head"
"2016-01-26 09:12:30:113680" "target: _/robot_head"
"2016-01-26 09:12:30:147069" "target: _/robot_head"
"2016-01-26 09:12:30:180402" "target: _/robot_head"
"2016-01-26 09:12:30:213711" "target: _/robot_head"
"2016-01-26 09:12:30:247064" "target: _/robot_head"
"2016-01-26 09:12:30:280360" "target: _/robot_head"
"2016-01-26 09:12:30:313850" "target: _/robot_head"
"2016-01-26 09:12:30:347242" "target: _/robot_head"
"2016-01-26 09:12:30:380411" "target: _/robot_head"
"2016-01-26 09:12:30:413836" "target: _/robot_head"
"2016-01-26 09:12:30:447131" "target: _/robot_head"
"2016-01-26 09:12:30:480390" "target: _/robot_head"
"2016-01-26 09:12:33:880426" "target: _/robot_head"
"2016-01-26 09:12:33:913904" "target: _/robot_head"
"2016-01-26 09:12:33:947085" "target: _/robot_head"
"2016-01-26 09:12:33:980464" "target: _/robot_head"
"2016-01-26 09:12:34:014038" "target: _/robot_head"
"2016-01-26 09:12:34:047123" "target: _/robot_head"
"2016-01-26 09:12:34:080344" "target: _/robot_head"
"2016-01-26 09:12:34:113904" "target: _/robot_head"
"2016-01-26 09:12:34:147006" "target: _/robot_head"
"2016-01-26 09:12:34:180358" "target: _/robot_head"
"2016-01-26 09:12:34:213900" "target: _/robot_head"
"2016-01-26 09:12:34:247553" "target: _/robot_head"
"2016-01-26 09:12:34:280339" "target: _/robot_head"
"2016-01-26 09:12:34:313705" "target: _/robot_head"
"2016-01-26 09:12:34:347289" "target: _/robot_head"
"2016-01-26 09:12:34:380429" "target: _/robot_head"
"2016-01-26 09:12:34:413739" "target: _/robot_head"
"2016-01-26 09:12:34:447110" "target: _/robot_head"
"2016-01-26 09:12:34:480413" "target: _/robot_head"
"2016-01-26 09:12:34:513695" "target: _/robot_head"
"2016-01-26 09:12:34:547095" "target: _/robot_head"
"2016-01-26 09:12:34:580406" "target: _/robot_head"
"2016-01-26 09:12:34:613688" "target: _/robot_head"
"2016-01-26 09:12:34:647106" "target: _/robot_head"
"2016-01-26 09:12:34:680406" "target: _/robot_head"
"2016-01-26 09:12:34:713670" "target: _/robot_head"
"2016-01-26 09:12:34:747073" "target: _/robot_head"
"2016-01-26 09:12:34:780405" "target: _/robot_head"
"2016-01-26 09:12:34:813751" "target: _/robot_head"
"2016-01-26 09:12:34:847080" "target: _/robot_head"
"2016-01-26 09:12:34:880406" "target: _/robot_head"
"2016-01-26 09:12:34:913764" "target: _/robot_head"
"2016-01-26 09:12:34:947048" "target: _/robot_head"
"2016-01-26 09:12:34:980416" "target: _/robot_head"
"2016-01-26 09:12:35:880418" "target: _/robot_head"
"2016-01-26 09:12:35:913722" "target: _/robot_head"
"2016-01-26 09:12:36:013750" "target: _/robot_head"
"2016-01-26 09:12:36:047003" "target: _/robot_head"
"2016-01-26 09:12:36:080409" "target: _/robot_head"
"2016-01-26 09:12:36:113758" "target: _/robot_head"
"2016-01-26 09:12:36:147000" "target: _/robot_head"
"2016-01-26 09:12:36:180340" "target: _/robot_head"
"2016-01-26 09:12:36:213783" "target: _/robot_head"
"2016-01-26 09:12:36:247136" "target: _/robot_head"
"2016-01-26 09:12:36:280369" "target: _/robot_head"
