*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 09:28:21:189146" "target: _/robot_head"
"2016-01-26 09:28:21:222456" "target: _/robot_head"
"2016-01-26 09:28:21:255825" "target: _/robot_head"
"2016-01-26 09:28:21:289099" "target: _/robot_head"
"2016-01-26 09:28:21:322470" "target: _/robot_head"
"2016-01-26 09:28:24:255761" "target: _/robot_head"
"2016-01-26 09:28:24:289097" "target: _/robot_head"
"2016-01-26 09:28:24:322474" "target: _/robot_head"
"2016-01-26 09:28:24:355774" "target: _/robot_head"
"2016-01-26 09:28:24:389105" "target: _/robot_head"
"2016-01-26 09:28:24:422464" "target: _/robot_head"
"2016-01-26 09:28:24:455758" "target: _/robot_head"
"2016-01-26 09:28:24:489075" "target: _/robot_head"
"2016-01-26 09:28:24:522493" "target: _/robot_head"
"2016-01-26 09:28:24:555802" "target: _/robot_head"
"2016-01-26 09:28:24:589090" "target: _/robot_head"
"2016-01-26 09:28:41:322448" "target: _/robot_head"
"2016-01-26 09:28:41:355821" "target: _/robot_head"
"2016-01-26 09:28:41:389089" "target: _/robot_head"
"2016-01-26 09:28:41:422463" "target: _/robot_head"
"2016-01-26 09:28:41:455805" "target: _/robot_head"
"2016-01-26 09:28:41:489115" "target: _/robot_head"
"2016-01-26 09:28:41:522450" "target: _/robot_head"
"2016-01-26 09:28:41:555836" "target: _/robot_head"
"2016-01-26 09:28:41:589132" "target: _/robot_head"
"2016-01-26 09:28:41:622469" "target: _/robot_head"
"2016-01-26 09:28:41:655809" "target: _/robot_head"
"2016-01-26 09:28:41:689078" "target: _/robot_head"
"2016-01-26 09:28:41:722442" "target: _/robot_head"
"2016-01-26 09:28:41:755750" "target: _/robot_head"
"2016-01-26 09:28:41:789076" "target: _/robot_head"
"2016-01-26 09:28:41:989084" "target: _/robot_head"
"2016-01-26 09:28:42:022488" "target: _/robot_head"
"2016-01-26 09:28:42:422443" "target: _/robot_head"
"2016-01-26 09:28:42:455792" "target: _/robot_head"
"2016-01-26 09:28:42:489467" "target: _/robot_head"
"2016-01-26 09:28:42:522454" "target: _/robot_head"
"2016-01-26 09:28:42:555817" "target: _/robot_head"
"2016-01-26 09:28:42:589175" "target: _/robot_head"
"2016-01-26 09:28:42:622465" "target: _/robot_head"
"2016-01-26 09:28:42:655840" "target: _/robot_head"
"2016-01-26 09:28:42:689147" "target: _/robot_head"
"2016-01-26 09:28:42:722468" "target: _/robot_head"
"2016-01-26 09:28:42:755910" "target: _/robot_head"
"2016-01-26 09:28:42:789137" "target: _/robot_head"
"2016-01-26 09:28:42:822496" "target: _/robot_head"
"2016-01-26 09:28:42:855756" "target: _/robot_head"
"2016-01-26 09:28:42:889143" "target: _/robot_head"
"2016-01-26 09:28:42:922461" "target: _/robot_head"
"2016-01-26 09:28:42:955862" "target: _/robot_head"
"2016-01-26 09:28:42:989146" "target: _/robot_head"
"2016-01-26 09:28:43:022478" "target: _/robot_head"
"2016-01-26 09:28:43:055801" "target: _/robot_head"
"2016-01-26 09:28:43:089142" "target: _/robot_head"
"2016-01-26 09:28:43:122488" "target: _/robot_head"
"2016-01-26 09:28:43:155770" "target: _/robot_head"
"2016-01-26 09:28:43:189157" "target: _/robot_head"
"2016-01-26 09:28:43:222454" "target: _/robot_head"
"2016-01-26 09:28:43:255754" "target: _/robot_head"
"2016-01-26 09:28:43:289113" "target: _/robot_head"
"2016-01-26 09:28:43:322520" "target: _/robot_head"
"2016-01-26 09:28:43:355779" "target: _/robot_head"
"2016-01-26 09:28:43:389275" "target: _/robot_head"
"2016-01-26 09:28:43:422405" "target: _/robot_head"
"2016-01-26 09:28:43:455770" "target: _/robot_head"
"2016-01-26 09:28:43:489167" "target: _/robot_head"
"2016-01-26 09:28:43:522456" "target: _/robot_head"
"2016-01-26 09:28:43:555790" "target: _/robot_head"
"2016-01-26 09:28:43:589128" "target: _/robot_head"
"2016-01-26 09:28:43:622438" "target: _/robot_head"
"2016-01-26 09:28:43:655779" "target: _/robot_head"
"2016-01-26 09:28:43:689126" "target: _/robot_head"
"2016-01-26 09:28:43:722618" "target: _/robot_head"
"2016-01-26 09:28:43:755754" "target: _/robot_head"
"2016-01-26 09:28:43:789127" "target: _/robot_head"
"2016-01-26 09:28:43:822423" "target: _/robot_head"
"2016-01-26 09:28:43:855789" "target: _/robot_head"
"2016-01-26 09:28:43:889112" "target: _/robot_head"
"2016-01-26 09:28:43:922418" "target: _/robot_head"
"2016-01-26 09:28:43:955792" "target: _/robot_head"
"2016-01-26 09:28:43:989132" "target: _/robot_head"
"2016-01-26 09:28:44:022442" "target: _/robot_head"
"2016-01-26 09:28:46:789136" "target: _/robot_head"
"2016-01-26 09:28:46:822476" "target: _/robot_head"
"2016-01-26 09:28:46:855793" "target: _/robot_head"
"2016-01-26 09:28:46:889116" "target: _/robot_head"
"2016-01-26 09:28:46:922482" "target: _/robot_head"
"2016-01-26 09:28:46:955814" "target: _/robot_head"
"2016-01-26 09:28:46:989143" "target: _/robot_head"
"2016-01-26 09:28:47:022441" "target: _/robot_head"
"2016-01-26 09:28:47:055764" "target: _/robot_head"
"2016-01-26 09:28:47:089131" "target: _/robot_head"
"2016-01-26 09:28:47:122502" "target: _/robot_head"
"2016-01-26 09:28:47:155941" "target: _/robot_head"
"2016-01-26 09:28:47:189149" "target: _/robot_head"
"2016-01-26 09:28:47:222459" "target: _/robot_head"
"2016-01-26 09:28:47:255800" "target: _/robot_head"
"2016-01-26 09:28:47:289134" "target: _/robot_head"
"2016-01-26 09:28:47:322473" "target: _/robot_head"
"2016-01-26 09:29:02:689213" "target: _/robot_head"
