*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 10:47:30:892147" "target: _/robot_head"
"2016-01-26 10:47:30:925465" "target: _/robot_head"
"2016-01-26 10:47:30:958799" "target: _/robot_head"
"2016-01-26 10:47:30:992122" "target: _/robot_head"
"2016-01-26 10:47:31:025514" "target: _/robot_head"
"2016-01-26 10:47:31:058795" "target: _/robot_head"
"2016-01-26 10:47:31:092118" "target: _/robot_head"
"2016-01-26 10:47:31:125492" "target: _/robot_head"
"2016-01-26 10:47:31:158793" "target: _/robot_head"
"2016-01-26 10:47:31:192135" "target: _/robot_head"
"2016-01-26 10:47:31:225523" "target: _/robot_head"
"2016-01-26 10:47:31:258791" "target: _/robot_head"
"2016-01-26 10:47:31:292106" "target: _/robot_head"
"2016-01-26 10:47:31:325519" "target: _/robot_head"
"2016-01-26 10:47:31:358780" "target: _/robot_head"
"2016-01-26 10:47:31:392146" "target: _/robot_head"
"2016-01-26 10:47:31:425506" "target: _/robot_head"
"2016-01-26 10:47:31:458768" "target: _/robot_head"
"2016-01-26 10:47:31:492106" "target: _/robot_head"
"2016-01-26 10:47:31:525473" "target: _/robot_head"
"2016-01-26 10:47:31:558801" "target: _/robot_head"
"2016-01-26 10:47:31:592105" "target: _/robot_head"
"2016-01-26 10:47:31:625490" "target: _/robot_head"
"2016-01-26 10:47:31:692091" "target: _/robot_head"
"2016-01-26 10:47:31:725484" "target: _/robot_head"
"2016-01-26 10:47:31:758764" "target: _/robot_head"
"2016-01-26 10:47:31:792099" "target: _/robot_head"
"2016-01-26 10:47:31:825523" "target: _/robot_head"
"2016-01-26 10:47:31:858797" "target: _/robot_head"
"2016-01-26 10:47:31:892124" "target: _/robot_head"
"2016-01-26 10:47:40:792179" "target: _/robot_head"
"2016-01-26 10:47:40:825506" "target: _/robot_head"
"2016-01-26 10:47:40:858798" "target: _/robot_head"
"2016-01-26 10:47:41:025507" "target: _/robot_head"
"2016-01-26 10:47:41:058816" "target: _/robot_head"
"2016-01-26 10:47:41:092170" "target: _/robot_head"
"2016-01-26 10:47:41:158780" "target: _/robot_head"
"2016-01-26 10:47:41:192155" "target: _/robot_head"
"2016-01-26 10:47:41:225479" "target: _/robot_head"
"2016-01-26 10:47:41:258826" "target: _/robot_head"
"2016-01-26 10:47:41:292138" "target: _/robot_head"
"2016-01-26 10:47:41:325446" "target: _/robot_head"
"2016-01-26 10:47:41:358941" "target: _/robot_head"
"2016-01-26 10:47:41:392180" "target: _/robot_head"
"2016-01-26 10:47:41:425501" "target: _/robot_head"
"2016-01-26 10:47:41:458817" "target: _/robot_head"
"2016-01-26 10:47:41:492181" "target: _/robot_head"
"2016-01-26 10:47:41:525503" "target: _/robot_head"
"2016-01-26 10:47:41:558814" "target: _/robot_head"
"2016-01-26 10:47:41:592145" "target: _/robot_head"
"2016-01-26 10:47:41:625528" "target: _/robot_head"
