"2016-01-28 11:30:09:737727" timeResponse:6825.0
"2016-01-28 11:30:09:737905" writeTime:4197.0
"2016-01-28 11:30:09:942987" writeTime:4197.0
"2016-01-28 11:30:09:943362" timeResponse:6825.0
"2016-01-28 11:30:15:201244" timeResponse:6825.0
"2016-01-28 11:30:15:202075" writeTime:4197.0
"2016-01-28 11:30:20:747903" word:dog
"2016-01-28 11:30:24:617663" clearscreen
"2016-01-28 11:30:37:682016" repetition:1
"2016-01-28 11:30:43:684162" user_feedback:+
"2016-01-28 11:31:13:879586" timeResponse:13248.0
"2016-01-28 11:31:13:880281" writeTime:14163.0
"2016-01-28 11:31:14:116766" timeResponse:13248.0
"2016-01-28 11:31:14:116972" writeTime:14163.0
