*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 11:12:25:837213" activity:learning_words_nao
"2016-01-25 11:12:52:217941" word:web
"2016-01-25 11:12:54:847099" clearscreen
"2016-01-25 11:13:07:507216" repetition:1
"2016-01-25 11:13:34:847903" writeTime:11225.0
"2016-01-25 11:13:34:848098" timeResponse:12711.0
"2016-01-25 11:13:36:155204" timeResponse:12711.0
"2016-01-25 11:13:36:155378" writeTime:11225.0
"2016-01-25 11:13:38:614072" demo:w "(0.05638733133673668, 0.05638733133673668, 0.05651790276169777, 0.05651790276169777, 0.05649781599640846, 0.05649781599640846, 0.056507859379053116, 0.05651790276169777, 0.05651790276169777, 0.05652794614434242, 0.056537993252277374, 0.05654803290963173, 0.05657816678285599, 0.05660829693078995, 0.056638430804014206, 0.056668564677238464, 0.05668865516781807, 0.05671878531575203, 0.056738872081041336, 0.05675895884633064, 0.05677904561161995, 0.0567890927195549, 0.056799136102199554, 0.056809183210134506, 0.05681922286748886, 0.05682926997542381, 0.05682926997542381, 0.05683930963277817, 0.05684935674071312, 0.05687948688864708, 0.05691966414451599, 0.05701006203889847, 0.057040195912122726, 0.05712054669857025, 0.05715067684650421, 0.05718081071972847, 0.05721094459295273, 0.05722098797559738, 0.05723103508353233, 0.05724107474088669, 0.05724107474088669, 0.05724107474088669, 0.05724107474088669, 0.05724107474088669, 0.05724107474088669, 0.05722098797559738, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.057200897485017776, 0.05721094459295273, 0.05723103508353233, 0.05725112184882164, 0.0572812519967556, 0.05730133876204491, 0.05731138586997986, 0.05732142552733421, 0.057331472635269165, 0.057331472635269165, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05734151601791382, 0.05735155940055847, 0.057361602783203125, 0.05738168954849243, 0.05741182342171669, 0.05744195356965065, 0.05747208744287491, 0.05750222131609917, 0.05752231180667877, 0.05754239857196808, 0.05754239857196808, 0.05754239857196808, 0.05752231180667877, 0.05750222131609917, 0.05748213082551956, 0.05746204033493996, 0.05744195356965065, 0.05744195356965065, 0.05744195356965065, 0.05744195356965065, 0.05744195356965065, 0.05744195356965065, 0.05744195356965065, 0.0574520006775856, 0.05746204033493996, 0.05747208744287491, 0.057492177933454514, 0.05751226469874382, 0.05752231180667877, 0.05754239857196808, 0.05755244195461273, 0.05755244195461273, 0.057562485337257385, 0.057562485337257385, 0.05757252871990204, 0.05757252871990204, 0.05757252871990204, 0.05757252871990204, 0.05757252871990204, 0.05757252871990204, 0.05755244195461273, 0.05753235146403313, 0.05751226469874382, 0.05751226469874382, 0.05751226469874382, 0.057492177933454514, 0.057492177933454514, 0.057492177933454514, 0.057492177933454514, 0.057492177933454514, 0.05750222131609917, 0.05751226469874382, 0.05753235146403313, 0.05754239857196808, 0.057562485337257385, 0.05757252871990204, 0.05758257582783699, 0.057592615485191345, 0.0576026625931263, 0.05761270225048065, 0.057622749358415604, 0.05763279274106026, 0.057652879506349564, 0.05768301337957382, 0.05771314352750778, 0.057753320783376694, 0.05778345465660095, 0.05781358852982521, 0.05785376578569412, 0.057883892208337784, 0.057924069464206696, 0.057954203337430954, 0.05803455412387848, 0.058064691722393036, 0.05814504250884056, 0.058225393295288086, 0.05830574408173561, 0.05841623246669769, 0.05852671340107918, 0.05866733193397522, 0.05880795046687126, 0.058948565274477005, 0.059109266847372055, 0.05925992876291275, 0.059410590678453445, 0.059571295976638794, 0.05975209176540375, 0.05994292348623276, 0.060143809765577316, 0.06032460182905197, 0.06049535050988197, 0.06064601242542267, 0.060766540467739105, 0.06088706851005554, 0.060987506061792374, 0.06107790395617485, 0.061158258467912674, 0.06119843199849129, 0.061288829892873764, 0.061318960040807724, 0.061359137296676636, 0.06144953519105911, 0.06147966906428337, 0.06157006323337555, 0.061650414019823074, 0.061730772256851196, 0.06184125319123268, 0.06194169074296951, 0.06204213574528694, 0.06214257702231407, 0.062182750552892685, 0.06229323893785477, 0.06233341246843338, 0.06242380663752556, 0.06245394051074982, 0.0625443309545517, 0.06257446855306625, 0.06267490983009338, 0.062715083360672, 0.06282556802034378, 0.06285570561885834, 0.06294609606266022, 0.06296618282794952, 0.06300636380910873, 0.06304653733968735, 0.06308671087026596, 0.06311684846878052, 0.06315702199935913, 0.06318715959787369, 0.063207246363163, 0.06323737651109695, 0.06324741989374161, 0.06326750665903091, 0.06327755004167557, 0.06329763680696487, 0.06330768764019012, 0.06331772357225418, 0.06332777440547943, 0.06333781778812408, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06334786117076874, 0.06332777440547943, 0.06332777440547943, 0.06332777440547943, 0.06332777440547943, 0.06332777440547943, 0.06330768764019012, 0.06328760087490082, 0.06328760087490082, 0.06326750665903091, 0.06326750665903091, 0.06326750665903091, 0.06326750665903091, 0.06326750665903091, 0.06326750665903091, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06324741989374161, 0.06325746327638626, 0.06326750665903091, 0.06328760087490082, 0.06331772357225418, 0.06334786117076874, 0.0633779913187027, 0.06341817229986191, 0.06345834583044052, 0.06349852681159973, 0.06357887387275696, 0.06359896063804626, 0.06363914161920547, 0.06372953951358795, 0.06375966966152191, 0.06385006755590439, 0.06388019770383835, 0.06397059559822083, 0.06400072574615479, 0.06408108025789261, 0.06411121040582657, 0.06415138393640518, 0.064231738448143, 0.06425182521343231, 0.06428195536136627, 0.06432213634252548, 0.06441253423690796, 0.06444266438484192, 0.06452301144599915, 0.0645531490445137, 0.06463349610567093, 0.06466363370418549, 0.0647038072347641, 0.06478416174650192, 0.06481429934501648, 0.06485447287559509, 0.06495491415262222, 0.06498504430055618, 0.06506539136171341, 0.06509552896022797, 0.06513570249080658, 0.0652160570025444, 0.06524618715047836, 0.06527631729841232, 0.06531649082899094, 0.06535667181015015, 0.0653868019580841, 0.06542698293924332, 0.06545711308717728, 0.06548724323511124, 0.06549729406833649, 0.0655173808336258, 0.06552741676568985, 0.0655374675989151, 0.06554751098155975, 0.0655575543642044, 0.06556759774684906, 0.06557764112949371, 0.06558768451213837, 0.06559772789478302, 0.06561781466007233, 0.06562785804271698, 0.06564794480800629, 0.06566803902387619, 0.0656881257891655, 0.0657082200050354, 0.06571825593709946, 0.06573834270238876, 0.06575843691825867, 0.06577852368354797, 0.06580865383148193, 0.06581869721412659, 0.0658387839794159, 0.0658588707447052, 0.0658789649605751, 0.06590909510850906, 0.06592918187379837, 0.06595931947231293, 0.06598944962024689, 0.0660095363855362, 0.0660296231508255, 0.06605976074934006, 0.06606979668140411, 0.06609993427991867, 0.06613006442785263, 0.06617023795843124, 0.06625059247016907, 0.06627068668603897, 0.0663510337471962, 0.06638116389513016, 0.06646151840686798, 0.06649164855480194, 0.06653182953596115, 0.06657200306653976, 0.06666240096092224, 0.0666925311088562, 0.06679297238588333, 0.06682310253381729, 0.06690345704555511, 0.06693358719348907, 0.06697376817464828, 0.06705411523580551, 0.06706415861845016, 0.06709429621696472, 0.06712442636489868, 0.06715455651283264, 0.06719473004341125, 0.06727508455514908, 0.06730522215366364, 0.06740565598011017, 0.06744583696126938, 0.06756636500358582, 0.06764671951532364, 0.06773710995912552, 0.06781746447086334, 0.06789781898260117, 0.06797817349433899, 0.06800830364227295, 0.06809870153665543, 0.06812883168458939, 0.06815896183252335, 0.0681890919804573, 0.06821922957897186, 0.06824935972690582, 0.06828954070806503, 0.06831967085599899, 0.06834980100393295, 0.06837993115186691, 0.06841006875038147, 0.06845024228096008, 0.06848037987947464, 0.06856072694063187, 0.06858081370592117, 0.06861094385385513, 0.06864108145236969, 0.068661168217659, 0.0686812549829483, 0.06869129836559296, 0.06870134174823761, 0.06871138513088226, 0.06871138513088226, 0.06871138513088226, 0.0686812549829483, 0.06858081370592117, 0.06858081370592117, 0.06847032904624939, 0.06847032904624939, 0.06834980100393295, 0.06825940310955048, 0.06825940310955048, -0.0464097298681736, -0.04650011286139488, -0.046520207077264786, -0.04672106355428696, -0.04682149738073349, -0.04682149738073349, -0.04682149738073349, -0.04682149738073349, -0.04682149738073349, -0.04678132385015488, -0.04667084664106369, -0.046560369431972504, -0.04642981290817261, -0.04629925265908241, -0.04614860191941261, -0.04602808505296707, -0.04587743431329727, -0.04575691744685173, -0.045646440237760544, -0.045525923371315, -0.04542548954486847, -0.04530497267842293, -0.045204538851976395, -0.045063938945531845, -0.0449233278632164, -0.0447726845741272, -0.044601939618587494, -0.044431205838918686, -0.04425043240189552, -0.04406965523958206, -0.043898921459913254, -0.0437382273375988, -0.043587576597929, -0.0434369333088398, -0.04327624291181564, -0.043125588446855545, -0.04296489804983139, -0.04281425476074219, -0.04266360402107239, -0.042543087154626846, -0.04244265332818031, -0.04234221950173378, -0.042302053421735764, -0.04220161959528923, -0.04217148199677467, -0.042091142386198044, -0.042061008512973785, -0.04196058213710785, -0.04187019169330597, -0.04176975414156914, -0.04163919761776924, -0.04150863736867905, -0.04133789241313934, -0.04114707559347153, -0.040966302156448364, -0.040765430778265, -0.04057461395859718, -0.04038379713892937, -0.040192969143390656, -0.04001219570636749, -0.039861541241407394, -0.0397309847176075, -0.039630550891160965, -0.03959037363529205, -0.03949999064207077, -0.03946985676884651, -0.039449773728847504, -0.039419639855623245, -0.03939955681562424, -0.039369434118270874, -0.03933929651975632, -0.039299122989177704, -0.039218779653310776, -0.03918864578008652, -0.0391484797000885, -0.039068128913640976, -0.03904804587364197, -0.03901791200041771, -0.038987789303064346, -0.03895765170454979, -0.038947612047195435, -0.03893757238984108, -0.03893757238984108, -0.038927529007196426, -0.038927529007196426, -0.038927529007196426, -0.038927529007196426, -0.038927529007196426, -0.038927529007196426, -0.038917478173971176, -0.03890743479132652, -0.03889739513397217, -0.03887731209397316, -0.038857217878103256, -0.0388471782207489, -0.03882709518074989, -0.038807012140750885, -0.038796961307525635, -0.03877687826752663, -0.03876683488488197, -0.03875679522752762, -0.03874674439430237, -0.038736701011657715, -0.03870657831430435, -0.0386965349316597, -0.03866640105843544, -0.03863626718521118, -0.03860614448785782, -0.03852580115199089, -0.03849566727876663, -0.038405273109674454, -0.03837515041232109, -0.03827471658587456, -0.038244590163230896, -0.03816423937678337, -0.03814415633678436, -0.038114022463560104, -0.03808389976620674, -0.03806380555033684, -0.03805376589298248, -0.038033682852983475, -0.03801358863711357, -0.03799350559711456, -0.0379633828997612, -0.03793324530124664, -0.037903111428022385, -0.03787298873066902, -0.03784285485744476, -0.03783281147480011, -0.037822771817445755, -0.0378127284348011, -0.0378127284348011, -0.0378127284348011, -0.0378127284348011, -0.03783281147480011, -0.03785290569067001, -0.037883028388023376, -0.03791316598653793, -0.03799350559711456, -0.03801358863711357, -0.03812406584620476, -0.038154199719429016, -0.038264673203229904, -0.038294799625873566, -0.0383952334523201, -0.03842536732554436, -0.03852580115199089, -0.0385458841919899, -0.03863626718521118, -0.03866640105843544, -0.03875679522752762, -0.03878691792488098, -0.03889739513397217, -0.03897774592041969, -0.03907817229628563, -0.03918864578008652, -0.03931921720504761, -0.03946985676884651, -0.03964059054851532, -0.03983141854405403, -0.040042318403720856, -0.040253229439258575, -0.04045409709215164, -0.04065495729446411, -0.04083574190735817, -0.04103660210967064, -0.041237469762563705, -0.041438329964876175, -0.04161910340189934, -0.04177979752421379, -0.04190031439065933, -0.04202084243297577, -0.04212126508355141, -0.04222169890999794, -0.04234221950173378, -0.04247278720140457, -0.042623426765203476, -0.04278412088751793, -0.04294481500983238, -0.04310550540685654, -0.043256159871816635, -0.043396759778261185, -0.04352731630206108, -0.04365788772702217, -0.04377840459346771, -0.043898921459913254, -0.04400939494371414, -0.04411987215280533, -0.04422030597925186, -0.0443207323551178, -0.04442116618156433, -0.044521600008010864, -0.0446220338344574, -0.04472246766090393, -0.044812850654125214, -0.04491328448057175, -0.044993627816438675, -0.0450739786028862, -0.04510410130023956, -0.045204538851976395, -0.045224629342556, -0.04525475576519966, -0.04528488963842392, -0.04531501233577728, -0.04534514620900154, -0.04536522924900055, -0.04538531228899956, -0.04540540650486946, -0.045435529202222824, -0.04546566307544708, -0.045495789498090744, -0.04558618366718292, -0.04560626298189163, -0.04563640058040619, -0.04571674019098282, -0.04574687406420708, -0.04583725705742836, -0.045857351273298264, -0.04588747397065163, -0.045917607843875885, -0.045947734266519547, -0.045977868139743805, -0.04599795117974281, -0.04601804539561272, -0.04601804539561272, -0.04601804539561272, -0.04601804539561272, -0.04601804539561272, -0.04601804539561272, -0.04601804539561272, -0.04600799083709717, -0.04599795117974281, -0.045977868139743805, -0.0459577850997448, -0.04592765122652054, -0.04588747397065163, -0.045797090977430344, -0.04575691744685173, -0.04563640058040619, -0.04554600641131401, -0.045435529202222824, -0.045325055718421936, -0.04519449546933174, -0.04505389556288719, -0.04490324482321739, -0.04474255070090294, -0.044561777263879776, -0.044381000101566315, -0.04421026632189751, -0.0440395213663578, -0.043868787586688995, -0.04370810464024544, -0.043547410517930984, -0.043396759778261185, -0.04322602599859238, -0.043045248836278915, -0.04284438118338585, -0.042633481323719025, -0.042422570288181305, -0.042211659252643585, -0.04201079159975052, -0.04180993139743805, -0.04157893732190132, -0.04134794697165489, -0.041116952896118164, -0.04088594764471054, -0.040695130825042725, -0.04051435738801956, -0.04032352939248085, -0.040132712572813034, -0.03994189575314522, -0.039751067757606506, -0.039570290595293045, -0.03939955681562424, -0.039238862693309784, -0.03907817229628563, -0.038927529007196426, -0.03877687826752663, -0.03860614448785782, -0.03841532766819, -0.03822449967265129, -0.03804372251033783, -0.03787298873066902, -0.037702254951000214, -0.037551604211330414, -0.03739091008901596, -0.03725031018257141, -0.03709965944290161, -0.03696909919381142, -0.03685862198472023, -0.03681844845414162, -0.03673810511827469, -0.036728065460920334, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.036718014627695084, -0.03670797124505043, -0.036697931587696075, -0.03668788820505142, -0.03666779398918152, -0.03664771467447281, -0.036637671291828156, -0.03661758825182915, -0.0366075374186039, -0.036597494035959244, -0.03658745437860489, -0.036577414721250534, -0.03656737133860588, -0.036557331681251526, -0.03654727712273598, -0.03654727712273598, -0.03654727712273598, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.03653723746538162, -0.036557331681251526, -0.03658745437860489, -0.03666779398918152, -0.03668788820505142, -0.036778271198272705, -0.03685862198472023, -0.03694900497794151, -0.0370594821870327, -0.03715991601347923, -0.037260349839925766, -0.0373607836663723, -0.037471260875463486, -0.03758173808455467, -0.037702254951000214, -0.03784285485744476, -0.03799350559711456, -0.03816423937678337, -0.03834501653909683, -0.038535844534635544, -0.03872666135430336, -0.03890743479132652, -0.039098262786865234, -0.039299122989177704, -0.03952007368206978, -0.03977116197347641, -0.0400322787463665, -0.04029340296983719, -0.04056457430124283, -0.040815647691488266, -0.04109685868024826, -0.041378069669008255, -0.04163919761776924, -0.04190031439065933, -0.042131319642066956, -0.04235227033495903, -0.04258326068520546, -0.04280421510338783, -0.04301511496305466, -0.04322602599859238, -0.04340679943561554, -0.043587576597929, -0.04376836121082306, -0.04394913837313652, -0.04414999485015869, -0.044350866228342056, -0.04455173388123512, -0.04474255070090294, -0.044933367520570755, -0.04510410130023956, -0.04528488963842392, -0.04546566307544708, -0.0456564836204052, -0.04583725705742836, -0.04600799083709717, -0.04614860191941261, -0.0462590791285038, -0.04635951295495033, -0.04643985256552696, -0.046520207077264786, -0.04655032977461815, -0.04664072394371033, -0.046660806983709335, -0.046690940856933594, -0.04677128046751022, -0.04679136350750923, -0.046811457723379135, -0.0468415804207325, -0.0468415804207325, -0.04687171429395676, -0.04685162380337715, -0.04687171429395676, -0.04687171429395676, -0.04685162380337715)"
"2016-01-25 11:13:38:615948" new_letter "score: 0.32898068428"
