


"2016-01-26 10:58:13:156502" word:box
"2016-01-26 10:58:16:517443" clearscreen
"2016-01-26 10:58:29:455543" repetition:1
"2016-01-26 10:58:58:991723" user_feedback:-
"2016-01-26 10:59:07:618184" writeTime:12557.0
"2016-01-26 10:59:07:622524" timeResponse:11481.0
"2016-01-26 10:59:10:012681" new_letter "score: 0.485872238874"
"2016-01-26 10:59:10:012915" demo:b "(0.0594206340610981, 0.05963155999779701, 0.05960142984986305, 0.05960142984986305, 0.05943068116903305, 0.05943068116903305, 0.05943068116903305, 0.05943068116903305, 0.05943068116903305, 0.05943068116903305, 0.05943068116903305, 0.059400543570518494, 0.059400543570518494, 0.059400543570518494, 0.059400543570518494, 0.059400543570518494, 0.059400543570518494, 0.059400543570518494, 0.05943068116903305, 0.059440720826387405, 0.059470854699611664, 0.059480901807546616, 0.059511031955480576, 0.05952107906341553, 0.05953111872076988, 0.059541165828704834, 0.05955120548605919, 0.05956125259399414, 0.059571295976638794, 0.059571295976638794, 0.059571295976638794, 0.059571295976638794, 0.059571295976638794, 0.059581343084573746, 0.0595913827419281, 0.05960142984986305, 0.05961146950721741, 0.05962151661515236, 0.05962151661515236, 0.05962151661515236, 0.05963155999779701, 0.059641607105731964, 0.05965164676308632, 0.05966169387102127, 0.059671733528375626, 0.05968178063631058, 0.05968178063631058, 0.05968178063631058, 0.05968178063631058, 0.05968178063631058, 0.05968178063631058, 0.05966169387102127, 0.05966169387102127, 0.05966169387102127, 0.05966169387102127, 0.05966169387102127, 0.059671733528375626, 0.059671733528375626, 0.05968178063631058, 0.05969182401895523, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05970187112689018, 0.05971191078424454, 0.05972195789217949, 0.059731997549533844, 0.059742044657468796, 0.05975209176540375, 0.0597621314227581, 0.059772178530693054, 0.05978222191333771, 0.05979226902127266, 0.059802308678627014, 0.05983244255185127, 0.05986257269978523, 0.05989270657300949, 0.059973057359457016, 0.060003187507390976, 0.060043368488550186, 0.06012371927499771, 0.060133762657642365, 0.060143809765577316, 0.06015384942293167, 0.06016389653086662, 0.06016389653086662, 0.06016389653086662, 0.06016389653086662, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.060143809765577316, 0.06015384942293167, 0.06015384942293167, 0.06016389653086662, 0.060173939913511276, 0.06018398329615593, 0.06019402667880058, 0.060204073786735535, 0.06021411344408989, 0.06022416055202484, 0.060234200209379196, 0.06024424731731415, 0.06024424731731415, 0.0602542906999588, 0.0602542906999588, 0.0602542906999588, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06026433780789375, 0.06027437746524811, 0.06028442457318306, 0.060294464230537415, 0.060294464230537415, 0.060304511338472366, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06032460182905197, 0.06032460182905197, 0.060334645211696625, 0.06034468859434128, 0.06034468859434128, 0.06034468859434128, 0.06034468859434128, 0.06034468859434128, 0.06034468859434128, 0.06034468859434128, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.060334645211696625, 0.060334645211696625, 0.06031455844640732, 0.060294464230537415, 0.06027437746524811, 0.06027437746524811, 0.0602542906999588, 0.0602542906999588, 0.0602542906999588, 0.0602542906999588, 0.060234200209379196, 0.060234200209379196, 0.060234200209379196, 0.060234200209379196, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06021411344408989, 0.06022416055202484, 0.06024424731731415, 0.0602542906999588, 0.06027437746524811, 0.06028442457318306, 0.06028442457318306, 0.060294464230537415, 0.060294464230537415, 0.060304511338472366, 0.060304511338472366, 0.060304511338472366, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.06031455844640732, 0.060294464230537415, 0.060294464230537415, 0.060294464230537415, 0.06027437746524811, 0.06027437746524811, 0.06027437746524811, 0.06028442457318306, 0.060304511338472366, 0.060334645211696625, 0.06041499972343445, 0.06044512614607811, 0.06054556742310524, 0.06058574840426445, 0.06067614257335663, 0.06070627644658089, 0.06078662723302841, 0.06081675738096237, 0.060897115617990494, 0.060927242040634155, 0.06101763993501663, 0.061097994446754456, 0.06118839234113693, 0.061288829892873764, 0.06137922406196594, 0.06147966906428337, 0.06157006323337555, 0.061650414019823074, 0.061690591275691986, 0.061791036278009415, 0.061821162700653076, 0.061921603977680206, 0.06196177750825882, 0.062052179127931595, 0.06213252991437912, 0.062212880700826645, 0.06230327859520912, 0.062413766980171204, 0.06251420825719833, 0.06263473629951477, 0.06275525689125061, 0.0628858357667923, 0.06302645057439804, 0.06315702199935913, 0.06329763680696487, 0.06342821568250656, 0.06355878710746765, 0.06365922838449478, 0.06376971304416656, 0.06388019770383835, 0.06400072574615479, 0.06412125378847122, 0.064231738448143, 0.0643623098731041, 0.06449288129806519, 0.06462346017360687, 0.06474398821592331, 0.06482433527708054, 0.06490468978881836, 0.06494486331939697, 0.0650252178311348, 0.06505534797906876, 0.06514574587345123, 0.06516584008932114, 0.0651959702372551, 0.06522610038518906, 0.06524618715047836, 0.06524618715047836, 0.06524618715047836, 0.06524618715047836, 0.06522610038518906, 0.0651959702372551, 0.06516584008932114, 0.06513570249080658, 0.06510557234287262, 0.06508547812700272, 0.06506539136171341, 0.0650453045964241, 0.0650252178311348, 0.06500513106584549, 0.06498504430055618, 0.06496495008468628, 0.06494486331939697, 0.06491473317146301, 0.06488460302352905, 0.06478416174650192, 0.06475402414798737, 0.06464354693889618, 0.0645330622792244, 0.06443262100219727, 0.06432213634252548, 0.06422169506549835, 0.06413129717111588, 0.064040906727314, 0.06401076912879944, 0.06388019770383835, 0.06385006755590439, 0.0637194886803627, 0.06361905485391617, 0.06350856274366379, 0.06334786117076874, 0.06318715959787369, 0.06299632042646408, 0.06278539448976517, 0.06259455531835556, 0.06238362938165665, 0.06219279393553734, 0.06201200187206268, 0.06184125319123268, 0.06168054789304733, 0.06152988597750664, 0.06139931082725525, 0.06126874312758446, 0.061158258467912674, 0.061057817190885544, 0.06097746640443802, 0.06094733253121376, 0.06086697801947594, 0.06084689125418663, 0.06081675738096237, 0.06078662723302841, 0.06075649335980415, 0.060726363211870193, 0.06064601242542267, 0.06062592566013336, 0.06060583516955376, 0.0605757012963295, 0.06055561453104019, 0.060535527765750885, 0.06051543727517128, 0.06049535050988197, 0.06049535050988197, 0.06047526374459267, 0.06047526374459267, 0.06047526374459267, 0.06045517325401306, 0.06045517325401306, 0.060435086488723755, 0.060435086488723755, 0.06041499972343445, 0.06039490923285484, 0.06039490923285484, 0.060374822467565536, 0.060374822467565536, 0.060374822467565536, 0.060374822467565536, 0.060374822467565536, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.06035473570227623, 0.060364775359630585, 0.060374822467565536, 0.06038486585021019, 0.06039490923285484, 0.060404952615499496, 0.0604250393807888, 0.06044512614607811, 0.06047526374459267, 0.06050539016723633, 0.06054556742310524, 0.06058574840426445, 0.06062592566013336, 0.06070627644658089, 0.06071631610393524, 0.0607464537024498, 0.06077658012509346, 0.06080671399831772, 0.06083684414625168, 0.06086697801947594, 0.06088706851005554, 0.060897115617990494, 0.06090715527534485, 0.06090715527534485, 0.06090715527534485, 0.06090715527534485, 0.06088706851005554, 0.06086697801947594, 0.06083684414625168, 0.06080671399831772, 0.06071631610393524, 0.060696229338645935, 0.06067614257335663, 0.06065605208277702, 0.06065605208277702, 0.06065605208277702, 0.06063596531748772, 0.06063596531748772, 0.06063596531748772, 0.06063596531748772, 0.06063596531748772, 0.06063596531748772, 0.06060583516955376, 0.06058574840426445, 0.06048530340194702, 0.06051543727517128, 0.06051543727517128, 0.060364775359630585, -0.06600405275821686, -0.06578309834003448, -0.06589357554912567, -0.06589357554912567, -0.06611452996730804, -0.06611452996730804, -0.06611452996730804, -0.0661044791340828, -0.06607435643672943, -0.06603418290615082, -0.06592370569705963, -0.06589357554912567, -0.06577305495738983, -0.0656927153468132, -0.06558223813772202, -0.06550189107656479, -0.06541150063276291, -0.0653713271021843, -0.06526084989309311, -0.06522068381309509, -0.06510015577077866, -0.06501981616020203, -0.0649193823337555, -0.06482899188995361, -0.06473860889673233, -0.0646582618355751, -0.06455782800912857, -0.06452769786119461, -0.06439713388681412, -0.0643569603562355, -0.06422639638185501, -0.06413601338863373, -0.0640355795621872, -0.06391505897045135, -0.06377445161342621, -0.06359367817640305, -0.06341290473937988, -0.06321203708648682, -0.0630212128162384, -0.06286052614450455, -0.0626998320221901, -0.0625491812825203, -0.06238849088549614, -0.06221775710582733, -0.06202693283557892, -0.061846159398555756, -0.06164529547095299, -0.061454471200704575, -0.06125360727310181, -0.06107282638549805, -0.060892052948474884, -0.06073135882616043, -0.06056062504649162, -0.06040997803211212, -0.06025932729244232, -0.060118719935417175, -0.05997811630368233, -0.059857599437236786, -0.05971699208021164, -0.05957638844847679, -0.05941569432616234, -0.05922487750649452, -0.0590139664709568, -0.05879301577806473, -0.05857206508517265, -0.05838124826550484, -0.05818038433790207, -0.057989560067653656, -0.057778652757406235, -0.05755769833922386, -0.05731666460633278, -0.05708567053079605, -0.05684463307261467, -0.05657346546649933, -0.056302301585674286, -0.05602109059691429, -0.055729832500219345, -0.05547875910997391, -0.05523771792650223, -0.05499667674303055, -0.054745595902204514, -0.054484475404024124, -0.05420326441526413, -0.05393210053443909, -0.053660932928323746, -0.05337972193956375, -0.05310855433344841, -0.05283739045262337, -0.05258630961179733, -0.05236535519361496, -0.05215444788336754, -0.05197367072105408, -0.05178285017609596, -0.0516020730137825, -0.05142129212617874, -0.05127064511179924, -0.05111999809741974, -0.05096934735774994, -0.05082874372601509, -0.050668053328990936, -0.05049731582403183, -0.050306499004364014, -0.050095587968826294, -0.04988468065857887, -0.049683816730976105, -0.04948294907808304, -0.04928208515048027, -0.049061134457588196, -0.04884018748998642, -0.04859915375709534, -0.048368148505687714, -0.04814719781279564, -0.04794634133577347, -0.04776556417346001, -0.0475948303937912, -0.047434136271476746, -0.04727344214916229, -0.04711275175213814, -0.04696209728717804, -0.04683154076337814, -0.046690940856933594, -0.04657041281461716, -0.04643985256552696, -0.04631933569908142, -0.046188779175281525, -0.046038128435611725, -0.04586739093065262, -0.045686617493629456, -0.045505840331315994, -0.045335106551647186, -0.04516436159610748, -0.04498358443379402, -0.04480281099677086, -0.04461199417710304, -0.044431205838918686, -0.04426047205924988, -0.04409978911280632, -0.04393909499049187, -0.04379848763346672, -0.043667927384376526, -0.043547410517930984, -0.04342689365148544, -0.04329632595181465, -0.04316576570272446, -0.04303520545363426, -0.04290463775396347, -0.042794160544872284, -0.042683687061071396, -0.04258326068520546, -0.042502909898757935, -0.04246273636817932, -0.04237235337495804, -0.04235227033495903, -0.04232213646173477, -0.042291998863220215, -0.04226187616586685, -0.04223174229264259, -0.042211659252643585, -0.04218152537941933, -0.04217148199677467, -0.042151398956775665, -0.04214135929942131, -0.042131319642066956, -0.04212126508355141, -0.04212126508355141, -0.04212126508355141, -0.04212126508355141, -0.04212126508355141, -0.04212126508355141, -0.04211122542619705, -0.0421011820435524, -0.042091142386198044, -0.04208109900355339, -0.042071059346199036, -0.042071059346199036, -0.042061008512973785, -0.042061008512973785, -0.042061008512973785, -0.042061008512973785, -0.04208109900355339, -0.0421011820435524, -0.04212126508355141, -0.042151398956775665, -0.04217148199677467, -0.04219157621264458, -0.042211659252643585, -0.04223174229264259, -0.0422518365085125, -0.04228195920586586, -0.042362309992313385, -0.042392436414957047, -0.042502909898757935, -0.04260334372520447, -0.042683687061071396, -0.04276403784751892, -0.042794160544872284, -0.042894598096609116, -0.042924731969833374, -0.04295485466718674, -0.04303520545363426, -0.04305528849363327, -0.04308542609214783, -0.04317580536007881, -0.04320594295859337, -0.043306365609169006, -0.04338671639561653, -0.043477099388837814, -0.04356749355792999, -0.04364784434437752, -0.0437382273375988, -0.043818578124046326, -0.04391900449991226, -0.04400939494371414, -0.04409978911280632, -0.04420021176338196, -0.04430064931511879, -0.04442116618156433, -0.04455173388123512, -0.044672250747680664, -0.044792767614126205, -0.04491328448057175, -0.04501371830701828, -0.04512419551610947, -0.045224629342556, -0.045335106551647186, -0.04544557258486748, -0.045566100627183914, -0.045686617493629456, -0.04581717401742935, -0.045917607843875885, -0.04601804539561272, -0.046098385006189346, -0.046128518879413605, -0.04623899608850479, -0.046269118785858154, -0.04634946957230568, -0.04636955261230469, -0.04639967903494835, -0.04642981290817261, -0.04651015251874924, -0.04653024673461914, -0.04655032977461815, -0.04657041281461716, -0.04659050703048706, -0.04661059007048607, -0.04661059007048607, -0.04661059007048607, -0.04661059007048607, -0.04661059007048607, -0.04659050703048706, -0.046560369431972504, -0.04646999016404152, -0.04642981290817261, -0.04631933569908142, -0.04621890187263489, -0.046108428388834, -0.045977868139743805, -0.045827217400074005, -0.0456765741109848, -0.04553596302866936, -0.04540540650486946, -0.04527483880519867, -0.04516436159610748, -0.04503380134701729, -0.04491328448057175, -0.0447726845741272, -0.0446220338344574, -0.044461339712142944, -0.04428056627511978, -0.04409978911280632, -0.04391900449991226, -0.043728187680244446, -0.04355745017528534, -0.04338671639561653, -0.04321598261594772, -0.04305528849363327, -0.04288455471396446, -0.04272386059165001, -0.04257320985198021, -0.04241252690553665, -0.042241793125867844, -0.04208109900355339, -0.04189027473330498, -0.041709497570991516, -0.041498586535453796, -0.041297730058431625, -0.041106902062892914, -0.04092612490057945, -0.0407855249941349, -0.040675047785043716, -0.04056457430124283, -0.040464140474796295, -0.04037374630570412, -0.040283363312482834, -0.040192969143390656, -0.04016284644603729, -0.040072452276945114, -0.040042318403720856, -0.04001219570636749, -0.03997201845049858, -0.03989167883992195, -0.039861541241407394, -0.039821378886699677, -0.039720941334962845, -0.03968076780438423, -0.039570290595293045, -0.039489950984716415, -0.03940959647297859, -0.03931921720504761, -0.039279039949178696, -0.03918864578008652, -0.03916856274008751, -0.0391484797000885, -0.03913842886686325, -0.039128389209508896, -0.039128389209508896, -0.039128389209508896, -0.039128389209508896, -0.039158523082733154, -0.03918864578008652, -0.039218779653310776, -0.03931921720504761, -0.03933929651975632, -0.039429690688848495, -0.039449773728847504, -0.03954016789793968, -0.039570290595293045, -0.039690807461738586, -0.039781201630830765, -0.03987158462405205, -0.039961978793144226, -0.04006241261959076, -0.04015279561281204, -0.040253229439258575, -0.04035366326570511, -0.04043400287628174, -0.04052439704537392, -0.040554530918598175, -0.04065495729446411, -0.04068509116768837, -0.04077547416090965, -0.04080560803413391, -0.04088594764471054, -0.0409160852432251, -0.04099642485380173, -0.041026558727025986, -0.041116952896118164, -0.04114707559347153, -0.041237469762563705, -0.041317809373140335, -0.04139816388487816, -0.04142828658223152, -0.04154880344867706, -0.04157893732190132, -0.04168941453099251, -0.04176975414156914, -0.041860148310661316, -0.041940491646528244, -0.04202084243297577, -0.04205096513032913, -0.042151398956775665, -0.04218152537941933, -0.042271919548511505, -0.042302053421735764, -0.04238239303231239, -0.0424024760723114, -0.042502909898757935, -0.04258326068520546, -0.04266360402107239, -0.04274394363164902, -0.042774081230163574, -0.04287451505661011, -0.042894598096609116, -0.042984988540410995, -0.042984988540410995, -0.04301511496305466, -0.04309546574950218, -0.04309546574950218, -0.04311554878950119, -0.04311554878950119, -0.0431356318295002, -0.0431356318295002, -0.0431356318295002, -0.0431356318295002, -0.0431356318295002, -0.0431557260453701, -0.0431557260453701, -0.0431557260453701, -0.04317580536007881, -0.04320594295859337, -0.04328628256917, -0.043306365609169006, -0.043396759778261185, -0.04341684281826019, -0.04350723326206207, -0.04353736713528633, -0.04356749355792999, -0.04364784434437752, -0.043667927384376526, -0.043667927384376526, -0.04369805008172989, -0.04365788772702217, -0.04355745017528534, -0.04352731630206108)"
"2016-01-26 10:59:10:013944" learn:b "(0.00037223720573820174, 0.000568077783100307, 0.006648966111242771, 0.011417984962463379, 0.018909228965640068, 0.02882295474410057, 0.03817518800497055, 0.04797597974538803, 0.06399171054363251, 0.07307545840740204, 0.08576800674200058, 0.09429367631673813, 0.10244469344615936, 0.10742628574371338, 0.1184854805469513, 0.13169629871845245, 0.13824622333049774, 0.14687784016132355, 0.15218742191791534, 0.14691703021526337, 0.1494656354188919, 0.14094628393650055, 0.12919582426548004, 0.11579862982034683, 0.11025623232126236, 0.10584006458520889, 0.10370226204395294, 0.10468214005231857, 0.10581666976213455, 0.10751444101333618, 0.10737915337085724, 0.10388220101594925, 0.10086337476968765, 0.10040231049060822, 0.10018708556890488, 0.0983237773180008, 0.09681390225887299, 0.09962606430053711, 0.10473320633172989, 0.11865084618330002, 0.1308048665523529, 0.14686110615730286, 0.1686808317899704, 0.19263413548469543, 0.22254931926727295, 0.24279898405075073, 0.2586665153503418, 0.270433634519577, 0.2789815366268158, 0.2824656069278717, 0.2777726948261261, 0.26712462306022644, 0.24771934747695923, 0.22130225598812103, 0.19827549159526825, 0.1844078153371811, 0.18277691304683685, 0.18032871186733246, 0.17777599394321442, 0.18157824873924255, 0.19048626720905304, 0.20071449875831604, 0.20727531611919403, 0.21733538806438446, 0.22612662613391876, 0.23328089714050293, 0.2354968786239624, 0.23812511563301086, 0.24244384467601776, 0.2467566281557083, 0.18522876501083374, 0.1829865574836731, 0.1842808872461319, 0.1940380185842514, 0.20582854747772217, 0.21215222775936127, 0.22458785772323608, 0.2380453497171402, 0.24905024468898773, 0.25270965695381165, 0.24626851081848145, 0.2584502100944519, 0.2709890604019165, 0.2977311909198761, 0.3236757516860962, 0.3409428894519806, 0.3422260880470276, 0.3349182903766632, 0.3388432562351227, 0.34487003087997437, 0.35355666279792786, 0.3659892678260803, 0.3893565237522125, 0.42468541860580444, 0.4683569073677063, 0.5128482580184937, 0.5539939403533936, 0.5873567461967468, 0.6153092384338379, 0.6343722343444824, 0.6521665453910828, 0.6743886470794678, 0.6950255036354065, 0.7050753831863403, 0.7145940661430359, 0.7256604433059692, 0.7363599538803101, 0.7441099882125854, 0.7514493465423584, 0.7600892782211304, 0.7690566778182983, 0.7791236639022827, 0.7866753935813904, 0.799102246761322, 0.819267213344574, 0.8382883071899414, 0.8567336797714233, 0.8738235235214233, 0.889404296875, 0.9050332307815552, 0.9098989963531494, 0.9115146994590759, 0.9105141758918762, 0.9108160138130188, 0.9106271862983704, 0.9143838882446289, 0.9152137637138367, 0.9113889932632446, 0.9094253778457642, 0.9079506397247314, 0.9113494157791138, 0.9076278805732727, 0.9064700603485107, 0.9060799479484558, 0.9030659794807434, 0.9036338329315186, 0.9064777493476868, 0.9079708456993103, 0.9090799689292908, 0.9184965491294861)"
