*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 14:29:12:605282" activity:learning_words_nao
"2016-01-25 14:29:32:578270" word:fox
"2016-01-25 14:29:36:110544" clearscreen
"2016-01-25 14:29:49:125670" repetition:1
"2016-01-25 14:29:53:844332" user_feedback:-
"2016-01-25 14:30:58:950409" writeTime:221387.0
"2016-01-25 14:30:58:950957" timeResponse:8268.0
"2016-01-25 14:30:59:184997" timeResponse:8268.0
"2016-01-25 14:30:59:186307" writeTime:221387.0
"2016-01-25 14:31:00:480151" timeResponse:8268.0
"2016-01-25 14:31:00:480316" writeTime:221387.0
"2016-01-25 14:31:02:981300" learn:f "(0.2635457515716553, 0.26395881175994873, 0.2782910466194153, 0.2913513779640198, 0.3005455732345581, 0.30476656556129456, 0.31209132075309753, 0.31860554218292236, 0.32215484976768494, 0.3271541893482208, 0.33110782504081726, 0.3343845009803772, 0.3351952135562897, 0.3282129764556885, 0.32772955298423767, 0.3266858160495758, 0.32518717646598816, 0.3180396258831024, 0.30422478914260864, 0.287823885679245, 0.272079735994339, 0.2563384175300598, 0.24533341825008392, 0.2340678721666336, 0.22577963769435883, 0.2172493189573288, 0.20784729719161987, 0.20109106600284576, 0.19631122052669525, 0.1948348432779312, 0.1968764364719391, 0.19653582572937012, 0.1960400938987732, 0.19572371244430542, 0.19464991986751556, 0.19371561706066132, 0.18907617032527924, 0.18855267763137817, 0.19139748811721802, 0.19186465442180634, 0.19595837593078613, 0.20021717250347137, 0.19724231958389282, 0.18684083223342896, 0.1816510409116745, 0.18315395712852478, 0.1857244074344635, 0.18924415111541748, 0.19263480603694916, 0.19969800114631653, 0.07078953832387924, 0.05887306109070778, 0.06348969787359238, 0.07514047622680664, 0.09287802875041962, 0.11518349498510361, 0.14355053007602692, 0.16671504080295563, 0.20003068447113037, 0.2345966249704361, 0.266940176486969, 0.2890236973762512, 0.30969762802124023, 0.3282735347747803, 0.3396105170249939, 0.3471646308898926, 0.35728949308395386, 0.3666575849056244, 0.3699891269207001, 0.3602893650531769, 0.23961961269378662, 0.2422192394733429, 0.24223290383815765, 0.23971465229988098, 0.23638735711574554, 0.2279886156320572, 0.21981467306613922, 0.2055356353521347, 0.19307368993759155, 0.17630881071090698, 0.15715128183364868, 0.1434183567762375, 0.1270534098148346, 0.11304186284542084, 0.09124712646007538, 0.0697653666138649, 0.05122906714677811, 0.031548645347356796, 0.013536295853555202, 0.004129454027861357, 0.0021252764854580164, 0.017957067117094994, 0.045732319355010986, 0.0723210945725441, 0.10139142721891403, 0.13545918464660645, 0.17038865387439728, 0.2052900791168213, 0.243190199136734, 0.2844107151031494, 0.32892805337905884, 0.374446302652359, 0.42494234442710876, 0.4707132577896118, 0.5137698650360107, 0.5581305623054504, 0.6018762588500977, 0.641213059425354, 0.6815627217292786, 0.7212597131729126, 0.7626304030418396, 0.802300751209259, 0.8367493152618408, 0.8742342591285706, 0.9110058546066284, 0.9365742802619934, 0.9572080373764038, 0.975043535232544, 0.98674476146698, 0.9955265522003174, 0.7289945483207703, 0.709815502166748, 0.6940167546272278, 0.6943485140800476, 0.6965054273605347, 0.6872965097427368, 0.6773415803909302, 0.6731984615325928, 0.6646754145622253, 0.6575089693069458, 0.6511459350585938, 0.6471472382545471, 0.6447933316230774, 0.6418820023536682, 0.633343517780304, 0.6264729499816895, 0.6216100454330444, 0.6205806136131287, 0.6216369867324829, 0.6237384676933289)"
"2016-01-25 14:31:02:981943" new_letter "score: 0.243458360434"
