*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 09:48:34:184904" activity:learning_words_nao
"2016-01-25 09:48:59:933903" word:box
"2016-01-25 09:49:03:143486" clearscreen
"2016-01-25 09:49:35:614045" word:pen
"2016-01-25 09:49:42:002903" word:jet
"2016-01-25 09:49:43:517259" word:baby
"2016-01-25 09:49:59:394418" word:box
"2016-01-25 09:50:31:341055" word:tree
"2016-01-25 09:50:38:559774" word:box
"2016-01-25 09:51:03:432486" SESSION_OVER
