*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-26 09:29:12:870414" activity:learning_words_nao
"2016-01-26 09:29:23:284406" word:pan
"2016-01-26 09:29:26:574564" clearscreen
"2016-01-26 09:29:39:445031" repetition:1
"2016-01-26 09:29:52:143135" user_feedback:-
"2016-01-26 09:29:53:188601" user_feedback:-
"2016-01-26 09:30:34:339562" writeTime:381807.0
"2016-01-26 09:30:34:342485" timeResponse:74559.0
"2016-01-26 09:30:38:300904" learn:p "(0.0027679610066115856, 0.0, 0.0036897931713610888, 0.01502942480146885, 0.024341553449630737, 0.034232549369335175, 0.03875887021422386, 0.04423888027667999, 0.04996650293469429, 0.055294714868068695, 0.06392060220241547, 0.0685291662812233, 0.07051240652799606, 0.07270519435405731, 0.07469452172517776, 0.07588221877813339, 0.07711300998926163, 0.07948118448257446, 0.0808088630437851, 0.08501174300909042, 0.08913882821798325, 0.09430963546037674, 0.093464195728302, 0.09100169688463211, 0.09148024022579193, 0.09401474893093109, 0.09596288949251175, 0.09410569816827774, 0.0896284282207489, 0.08574966341257095, 0.08372969180345535, 0.08324074745178223, 0.08393923938274384, 0.08379845321178436, 0.08147693425416946, 0.07846611738204956, 0.07979828119277954, 0.07896782457828522, 0.08270008862018585, 0.0822349488735199, 0.08138255774974823, 0.08355025202035904, 0.09227541834115982, 0.10538723319768906, 0.11816692352294922, 0.13297580182552338, 0.15203054249286652, 0.16628019511699677, 0.17785967886447906, 0.18758518993854523, 0.19919879734516144, 0.20678336918354034, 0.21703900396823883, 0.22356224060058594, 0.22028808295726776, 0.21111765503883362, 0.20603148639202118, 0.2059839516878128, 0.20384939014911652, 0.19265280663967133, 0.1807607263326645, 0.1657431274652481, 0.15492558479309082, 0.15061703324317932, 0.14544998109340668, 0.14991900324821472, 0.15247495472431183, 0.1550283581018448, 0.15809424221515656, 0.16998587548732758, 0.4960853159427643, 0.5006713271141052, 0.5024287104606628, 0.4974770247936249, 0.4892486035823822, 0.48194777965545654, 0.4761962592601776, 0.4676664471626282, 0.45946621894836426, 0.4511200785636902, 0.4405063986778259, 0.4342297315597534, 0.426790326833725, 0.42230066657066345, 0.4176691472530365, 0.4182666540145874, 0.41562509536743164, 0.40745529532432556, 0.40290698409080505, 0.4022214114665985, 0.40731629729270935, 0.4079771935939789, 0.413842111825943, 0.41525551676750183, 0.4192575216293335, 0.41834330558776855, 0.41770949959754944, 0.41389894485473633, 0.41661015152931213, 0.4134122133255005, 0.4111696481704712, 0.40450793504714966, 0.409173846244812, 0.413674533367157, 0.4217715263366699, 0.42858558893203735, 0.43746811151504517, 0.4446049928665161, 0.4529944956302643, 0.46557557582855225, 0.4797097444534302, 0.4941273629665375, 0.506723165512085, 0.5107773542404175, 0.5069455504417419, 0.5024250745773315, 0.4958110451698303, 0.4974023699760437, 0.4939497113227844, 0.5001020431518555, 0.4898039400577545, 0.4898833632469177, 0.4893362820148468, 0.4892130494117737, 0.4905964136123657, 0.4822363555431366, 0.47888410091400146, 0.476813405752182, 0.47392740845680237, 0.4737541079521179, 0.4753528833389282, 0.4721774160861969, 0.47728392481803894, 0.4746273159980774, 0.47866877913475037, 0.4766243100166321, 0.4757627546787262, 0.47663959860801697, 0.4804261028766632, 0.47346997261047363)"
