*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2016-01-25 10:09:42:283765" activity:learning_words_nao
"2016-01-25 10:09:58:877534" word:jet
"2016-01-25 10:10:01:877379" word:box
"2016-01-25 10:10:02:069013" clearscreen
"2016-01-25 10:10:14:959268" repetition:1
"2016-01-25 10:10:17:819759" word:pen
"2016-01-25 10:10:21:977557" clearscreen
"2016-01-25 10:10:34:870060" repetition:1
"2016-01-25 10:15:05:948192" SESSION_OVER
